maintenance_id,vehicle_id,maintenance_date,maintenance_type,technician_id,technician_name,depot_location,cost_sar,duration_hours,parts_replaced,mileage_at_service,next_service_due,warranty_expiry,service_notes,quality_rating,maintenance_categories,tools_used,safety_checks,environmental_impact,created_at
MNT62135,ALD3812,2025-06-16T10:15:57,Routine Service,TECH2737,Christy Warren,Jeddah Depot,499.97,0.6,"['Tires', 'Transmission Fluid']",389950,2025-11-29T10:15:57,2026-04-21T10:15:57,Rest want painting and without else. Allow go collection small. Those win despite doctor seven thank day wait.,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 5.3652622409803294, 'hazardous_waste_kg': 2.2873336122225445, 'co2_emissions_kg': 144.35890663849193}",2025-10-04T21:14:50.203723
MNT51870,ALD4810,2025-03-20T04:12:40,Emergency Repair,TECH1133,Susan Bradley,Yanbu Depot,3241.36,7.41,"['Brake Discs', 'Starter Motor', 'Coolant', 'Timing Belt', 'Engine Oil']",204709,2025-05-29T04:12:40,2025-06-26T04:12:40,After outside line away prove pull. Him author happen character strong. Paper spring everything travel.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 17.873645552901795, 'hazardous_waste_kg': 3.115683849163691, 'co2_emissions_kg': 146.76671193514073}",2025-10-04T21:14:50.204070
MNT69127,ALD3188,2025-06-14T02:20:07,Electrical Check,TECH2436,Andrew King,Riyadh Depot,415.89,2.58,['Air Filter'],112782,2025-11-07T02:20:07,2026-03-14T02:20:07,Energy one throughout back. Land without design simply thank keep million. Middle course building itself since hear happy.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 12.480908863517355, 'hazardous_waste_kg': 1.9326363220073124, 'co2_emissions_kg': 158.6117585907075}",2025-10-04T21:14:50.204428
MNT47539,ALD3804,2025-04-16T06:44:02,Annual Service,TECH7003,Lisa Pierce,Dammam Depot,1601.27,1.64,"['Fuel Filter', 'Alternator']",440601,2025-05-29T06:44:02,2026-02-01T06:44:02,Even party factor light movement name interest.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 19.670554716103666, 'hazardous_waste_kg': 1.8629925063416943, 'co2_emissions_kg': 106.1860734598475}",2025-10-04T21:14:50.204759
MNT12426,ALD7760,2025-03-04T10:16:19,Transmission Service,TECH9123,Joshua Murphy,Haditha Depot,1183.23,5.18,"['Battery', 'Fuel Filter', 'Air Filter']",245952,2025-08-31T10:16:19,2025-11-09T10:16:19,Us on develop respond crime ask cold. Class even market trip tonight win.,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 16.815674591371405, 'hazardous_waste_kg': 6.125120395645982, 'co2_emissions_kg': 50.47504257190572}",2025-10-04T21:14:50.205103
MNT25858,ALD1423,2025-06-23T23:08:01,Oil Change,TECH6857,Luke Ward,Jeddah Depot,558.47,2.48,"['Engine Oil', 'Oil Filter']",462376,2025-10-09T23:08:01,2026-04-09T23:08:01,Address else case be need. Cut single pull ground. Republican nation fish it.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 6.8848131881827035, 'hazardous_waste_kg': 9.530425930224503, 'co2_emissions_kg': 95.26427584808695}",2025-10-04T21:14:50.205459
MNT89080,ALD9722,2025-03-30T05:12:05,Tire Replacement,TECH7562,Sierra Marsh,Yanbu Depot,749.27,4.38,['Tires'],167542,2025-05-19T05:12:05,2025-09-26T05:12:05,Routine maintenance completed successfully,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 16.59915979364849, 'hazardous_waste_kg': 1.8816663951716248, 'co2_emissions_kg': 69.46182682216303}",2025-10-04T21:14:50.205685
MNT21746,ALD8940,2025-05-03T11:42:49,Safety Inspection,TECH4526,Mark Salazar,Jeddah Depot,861.18,1.97,"['Tires', 'Brake Discs', 'Coolant']",444792,2025-08-20T11:42:49,2025-12-12T11:42:49,Improve production PM something past investment wall. Beyond street structure certainly window could. Another drop type same.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 18.649384701883122, 'hazardous_waste_kg': 6.536177652016288, 'co2_emissions_kg': 126.49979360207696}",2025-10-04T21:14:50.206028
MNT75778,ALD9492,2025-04-15T17:21:39,Warranty Service,TECH8791,Troy Kidd,Riyadh Depot,614.96,3.93,"['Battery', 'Brake Discs', 'Tires']",91220,2025-10-08T17:21:39,2025-11-15T17:21:39,Wait center authority fear soon level you. Arm health event fact media. Top some court country source against maybe.,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 5.849111291909873, 'hazardous_waste_kg': 3.233090315912754, 'co2_emissions_kg': 192.9981870443909}",2025-10-04T21:14:50.206366
MNT37482,ALD8969,2025-04-25T14:17:17,Brake Inspection,TECH1939,Kristin Williams,Jazan Depot,1264.1,2.42,"['Brake Pads', 'Brake Discs']",116745,2025-09-27T14:17:17,2026-01-12T14:17:17,Routine maintenance completed successfully,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.710655912165157, 'hazardous_waste_kg': 1.3489182936888802, 'co2_emissions_kg': 97.14387841316571}",2025-10-04T21:14:50.206592
MNT86978,ALD6342,2025-04-06T03:53:20,Safety Inspection,TECH8884,Edwin Cunningham,Yanbu Depot,1537.16,4.33,"['Fuel Pump', 'Brake Pads']",302963,2025-09-26T03:53:20,2025-09-20T03:53:20,Instead night operation rule his ground. Evening remember agree successful traditional.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 14.55469158744749, 'hazardous_waste_kg': 3.1079694718583823, 'co2_emissions_kg': 155.3936964893364}",2025-10-04T21:14:50.206981
MNT63116,ALD8718,2025-05-18T19:41:36,Preventive Maintenance,TECH3434,Michelle White,Riyadh Depot,554.86,1.2,['Starter Motor'],374930,2025-09-10T19:41:36,2026-04-13T19:41:36,Education history detail argue up. Here office capital tonight music at. Case camera song sit fast.,4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 14.421583413621573, 'hazardous_waste_kg': 1.2986182129967796, 'co2_emissions_kg': 161.8961258766026}",2025-10-04T21:14:50.207325
MNT94596,ALD6729,2025-02-15T02:49:42,Engine Repair,TECH3244,Stephen Garza,Jazan Depot,2928.55,2.81,"['Brake Discs', 'Brake Pads']",472781,2025-08-07T02:49:42,2026-01-06T02:49:42,Well gun budget police blue they possible know. Baby whatever free because career hour. Suggest wide bring certain.,4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 18.60209757805773, 'hazardous_waste_kg': 9.666213525990717, 'co2_emissions_kg': 139.38160120541608}",2025-10-04T21:14:50.207681
MNT10435,ALD5953,2025-04-12T10:14:08,Electrical Check,TECH1175,Sabrina Moore,Jazan Depot,630.38,2.38,['Coolant'],285072,2025-08-27T10:14:08,2026-01-23T10:14:08,Eat attention brother Democrat. Inside set white protect price. Edge protect how market.,3.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 14.068507702124386, 'hazardous_waste_kg': 8.900935534286226, 'co2_emissions_kg': 182.00809291236644}",2025-10-04T21:14:50.208019
MNT65439,ALD7046,2025-04-20T18:20:56,Emergency Repair,TECH6484,Lindsey Summers,Haditha Depot,933.84,8.3,"['Brake Pads', 'Oil Filter', 'Coolant']",418190,2025-07-18T18:20:56,2026-04-15T18:20:56,Power better over wish. Last piece as American.,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 5.537542414209558, 'hazardous_waste_kg': 3.5439135619493274, 'co2_emissions_kg': 121.56926586884346}",2025-10-04T21:14:50.208359
MNT95613,ALD9939,2025-05-16T12:06:22,Brake Inspection,TECH2699,Maria Lang,Yanbu Depot,574.41,2.44,"['Brake Pads', 'Brake Discs']",193567,2025-11-01T12:06:22,2026-02-12T12:06:22,Routine maintenance completed successfully,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 8.89711444801106, 'hazardous_waste_kg': 1.4132027747571922, 'co2_emissions_kg': 94.72126027143044}",2025-10-04T21:14:50.208589
MNT80584,ALD9610,2025-05-29T02:24:49,Electrical Check,TECH6819,Joseph Barber,Jeddah Depot,457.78,3.96,"['Transmission Fluid', 'Starter Motor']",255638,2025-07-11T02:24:49,2026-01-05T02:24:49,Routine maintenance completed successfully,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 12.550735827045644, 'hazardous_waste_kg': 2.2058032709735538, 'co2_emissions_kg': 158.5065980720224}",2025-10-04T21:14:50.208820
MNT76622,ALD1139,2025-03-17T00:27:41,Annual Service,TECH5721,Tracy Erickson,Jazan Depot,913.87,1.74,"['Timing Belt', 'Fuel Filter', 'Coolant']",153500,2025-05-25T00:27:41,2026-03-14T00:27:41,Routine maintenance completed successfully,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 13.935191619190206, 'hazardous_waste_kg': 1.7091801715241386, 'co2_emissions_kg': 182.86462611524365}",2025-10-04T21:14:50.209049
MNT82673,ALD7521,2025-03-31T19:23:05,Warranty Service,TECH5805,John Cobb,Riyadh Depot,1201.84,2.0,['Brake Discs'],406050,2025-08-22T19:23:05,2025-11-18T19:23:05,Drive value fast goal outside. Condition never glass. Also space attorney movie population.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 9.50167645507736, 'hazardous_waste_kg': 9.445837763981425, 'co2_emissions_kg': 132.05697620856336}",2025-10-04T21:14:50.209385
MNT16071,ALD3973,2025-06-10T21:11:35,Tire Replacement,TECH4618,Michael Romero,Haditha Depot,1160.65,2.14,['Tires'],136163,2025-09-23T21:11:35,2026-05-02T21:11:35,Routine maintenance completed successfully,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 18.891909804880385, 'hazardous_waste_kg': 6.152287601443545, 'co2_emissions_kg': 103.13324431895033}",2025-10-04T21:14:50.209606
MNT11500,ALD4679,2025-03-13T20:59:36,Routine Service,TECH4860,Heather Ray,Jazan Depot,545.78,2.87,['Spark Plugs'],467027,2025-07-05T20:59:36,2026-02-27T20:59:36,Run real toward line either. City challenge wish far century company sea.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 11.333154259136487, 'hazardous_waste_kg': 5.665716466793345, 'co2_emissions_kg': 154.8638184722697}",2025-10-04T21:14:50.209953
MNT91134,ALD1857,2025-03-01T13:36:47,Warranty Service,TECH2355,Carol King,Jeddah Depot,929.57,1.17,"['Fuel Filter', 'Transmission Fluid']",263832,2025-08-11T13:36:47,2025-07-30T13:36:47,Buy report woman church gas carry everything young. Music after individual newspaper would light age.,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 7.076612108733972, 'hazardous_waste_kg': 8.424006064236224, 'co2_emissions_kg': 67.60261367519529}",2025-10-04T21:14:50.210304
MNT93150,ALD3513,2025-04-27T01:03:20,Emergency Repair,TECH7807,Vanessa Kerr,Jeddah Depot,2181.38,5.09,"['Air Filter', 'Alternator', 'Transmission Fluid', 'Starter Motor']",278028,2025-08-05T01:03:20,2025-08-04T01:03:20,Routine maintenance completed successfully,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.409093314466574, 'hazardous_waste_kg': 9.798379353043808, 'co2_emissions_kg': 66.41281949389062}",2025-10-04T21:14:50.210539
MNT46515,ALD5886,2025-03-12T05:13:27,Emergency Repair,TECH8788,Claudia Soto,Jeddah Depot,2938.64,9.59,"['Tires', 'Alternator']",139090,2025-07-25T05:13:27,2025-10-11T05:13:27,Decision surface occur body sister street popular fish. Chance system parent make.,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 17.829943631600074, 'hazardous_waste_kg': 8.11323945758556, 'co2_emissions_kg': 78.1659217819166}",2025-10-04T21:14:50.210864
MNT39145,ALD1592,2025-06-17T02:44:11,Tire Replacement,TECH1068,Kenneth Myers,Dammam Depot,1673.21,1.81,['Tires'],441399,2025-11-22T02:44:11,2026-03-12T02:44:11,Routine maintenance completed successfully,4.2,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.34533260931299, 'hazardous_waste_kg': 6.689641852870631, 'co2_emissions_kg': 63.22846967589136}",2025-10-04T21:14:50.211087
MNT91799,ALD1729,2025-06-25T00:33:43,Warranty Service,TECH8663,Jason Williams,Riyadh Depot,801.16,4.42,['Tires'],304832,2025-12-18T00:33:43,2026-01-30T00:33:43,"Nice expect why seat his draw available candidate. Say save matter college.
Stop if husband. Treatment method situation wide.",4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 7.793490498087719, 'hazardous_waste_kg': 9.986259507419156, 'co2_emissions_kg': 107.92904164101986}",2025-10-04T21:14:50.211443
MNT48478,ALD2895,2025-04-16T02:14:16,Oil Change,TECH5854,Ronald Wallace,Jeddah Depot,392.71,2.22,"['Engine Oil', 'Oil Filter']",243713,2025-09-26T02:14:16,2025-09-17T02:14:16,Challenge cut each. Bank crime attention or. Other onto defense ask bill.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 17.080964969444924, 'hazardous_waste_kg': 1.381031480874534, 'co2_emissions_kg': 95.72877325183214}",2025-10-04T21:14:50.211778
MNT16774,ALD2611,2025-02-13T14:14:15,Annual Service,TECH9699,Ashley Hoffman,Jazan Depot,1698.49,2.72,['Starter Motor'],427729,2025-05-23T14:14:15,2025-07-28T14:14:15,Window chair officer. Billion billion son billion happy street detail. Protect who carry a whom important wish.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 8.942732942143909, 'hazardous_waste_kg': 4.766071890268399, 'co2_emissions_kg': 51.74568396774457}",2025-10-04T21:14:50.212136
MNT85987,ALD1241,2025-02-11T15:53:52,Annual Service,TECH8477,David Ferguson,Jazan Depot,1708.19,5.57,['Brake Discs'],364962,2025-07-19T15:53:52,2025-09-11T15:53:52,Routine maintenance completed successfully,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 15.497699814715947, 'hazardous_waste_kg': 5.996531547251476, 'co2_emissions_kg': 51.295000900778746}",2025-10-04T21:14:50.212363
MNT31349,ALD4629,2025-03-10T22:38:14,Annual Service,TECH5451,Melissa Patterson,Yanbu Depot,883.61,1.86,"['Battery', 'Fuel Filter', 'Coolant']",316724,2025-06-13T22:38:14,2025-12-10T22:38:14,Routine maintenance completed successfully,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 10.930892047006814, 'hazardous_waste_kg': 8.126798040656698, 'co2_emissions_kg': 66.07032478987149}",2025-10-04T21:14:50.212591
MNT83181,ALD7198,2025-06-26T08:19:26,Electrical Check,TECH8475,Lisa Wall,Riyadh Depot,1696.61,2.61,['Alternator'],281308,2025-09-22T08:19:26,2025-11-18T08:19:26,Routine maintenance completed successfully,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.576048314144904, 'hazardous_waste_kg': 4.74901867476293, 'co2_emissions_kg': 77.22879348268508}",2025-10-04T21:14:50.212822
MNT67012,ALD4512,2025-02-19T15:28:52,Electrical Check,TECH8441,Karla Hancock,Yanbu Depot,1030.26,4.64,"['Transmission Fluid', 'Tires']",233340,2025-03-22T15:28:52,2025-12-18T15:28:52,Figure most like cause play together relate. Decision result yard form role person.,4.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 13.1467358564236, 'hazardous_waste_kg': 5.127365822186574, 'co2_emissions_kg': 145.29392873226203}",2025-10-04T21:14:50.213185
MNT82805,ALD7163,2025-04-19T18:22:32,Warranty Service,TECH4929,Ryan Watson,Dammam Depot,1620.22,4.44,"['Air Filter', 'Battery']",94088,2025-09-19T18:22:32,2025-12-01T18:22:32,Routine maintenance completed successfully,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 13.694526212181804, 'hazardous_waste_kg': 3.8644548114270814, 'co2_emissions_kg': 155.4008286660973}",2025-10-04T21:14:50.213439
MNT52207,ALD6728,2025-04-26T02:18:09,Engine Repair,TECH2284,Mary Roberts,Dammam Depot,3285.0,5.4,"['Spark Plugs', 'Battery']",470734,2025-08-09T02:18:09,2026-01-10T02:18:09,Lead candidate interest. Senior social usually suddenly whose become. Animal anyone decide. Add actually population bed hundred play mention.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 14.47365379483452, 'hazardous_waste_kg': 5.446737275714023, 'co2_emissions_kg': 75.48396613366026}",2025-10-04T21:14:50.214779
MNT24930,ALD8967,2025-02-02T07:03:05,Preventive Maintenance,TECH2724,Marissa Dorsey,Haditha Depot,975.1,2.9,"['Spark Plugs', 'Fuel Pump']",494006,2025-07-28T07:03:05,2025-08-24T07:03:05,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 11.038921896431416, 'hazardous_waste_kg': 8.547231527264271, 'co2_emissions_kg': 134.02075881813852}",2025-10-04T21:14:50.215272
MNT57102,ALD9827,2025-06-21T13:24:42,Annual Service,TECH3606,Savannah Terry,Jazan Depot,1254.16,2.3,"['Fuel Pump', 'Tires']",303241,2025-11-17T13:24:42,2026-02-27T13:24:42,Open soon perform rich. Probably bar book apply space. Now success ago true commercial. Number water research include vote me.,3.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 16.933471079491987, 'hazardous_waste_kg': 9.882410596424972, 'co2_emissions_kg': 75.87397123818192}",2025-10-04T21:14:50.215868
MNT61446,ALD7826,2025-06-02T00:41:04,Electrical Check,TECH5044,Sean Henderson,Jeddah Depot,1480.78,4.93,"['Fuel Pump', 'Tires', 'Alternator']",193779,2025-07-08T00:41:04,2026-03-13T00:41:04,Interview market represent police way. Hot south financial able actually word. Campaign lay difficult.,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 5.22954966810524, 'hazardous_waste_kg': 4.527411571983526, 'co2_emissions_kg': 78.29286743922995}",2025-10-04T21:14:50.216343
MNT78640,ALD7058,2025-03-05T05:28:17,Engine Repair,TECH6062,Deborah Garrison,Jazan Depot,2534.55,9.56,"['Brake Pads', 'Transmission Fluid', 'Brake Discs']",147899,2025-04-17T05:28:17,2025-08-21T05:28:17,"House owner race road better moment.
Part speak mind require. Compare return miss ball lawyer though argue. Traditional collection memory nature eat.",4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 13.600244177517633, 'hazardous_waste_kg': 7.792688083556197, 'co2_emissions_kg': 50.43128717226433}",2025-10-04T21:14:50.216718
MNT60159,ALD5967,2025-04-16T19:40:28,Tire Replacement,TECH2198,Jeffrey Johnson,Jazan Depot,781.75,1.99,['Tires'],299886,2025-09-06T19:40:28,2025-10-17T19:40:28,Beyond challenge sure sometimes though. Mention everything act account chance process identify.,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 10.742491262823583, 'hazardous_waste_kg': 1.0193491523302805, 'co2_emissions_kg': 154.91206041284053}",2025-10-04T21:14:50.217057
MNT11183,ALD1484,2025-02-08T13:02:04,Routine Service,TECH8229,Bruce Moore,Yanbu Depot,303.49,2.06,"['Brake Pads', 'Coolant', 'Transmission Fluid']",279579,2025-08-05T13:02:04,2026-01-10T13:02:04,"Program situation economic play fall everyone. Any buy sort American. Open war eight marriage sometimes.
Far threat subject pass enough.",4.2,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 8.953415378901255, 'hazardous_waste_kg': 7.142041278695082, 'co2_emissions_kg': 169.7813903245708}",2025-10-04T21:14:50.217413
MNT96656,ALD2984,2025-05-02T11:19:43,Emergency Repair,TECH1610,Shelby Myers,Dammam Depot,3547.25,3.55,"['Fuel Pump', 'Battery', 'Tires']",454642,2025-10-02T11:19:43,2025-10-23T11:19:43,Cup plan notice catch hand wide community. Culture have house beautiful.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 13.783928315530135, 'hazardous_waste_kg': 5.230461909025112, 'co2_emissions_kg': 95.20664766296696}",2025-10-04T21:14:50.217763
