fulfillment_id,order_id,fulfillment_status,fulfillment_date,warehouse_id,warehouse_name,picker_id,picker_name,packer_id,packer_name,shipping_method,tracking_number,carrier_name,estimated_delivery,actual_delivery,delivery_notes,quality_check_passed,temperature_controlled,hazardous_material,created_at
FUL19740,ORD31798,Delivered,2025-01-15T20:54:48,WH003,Dammam Logistics Hub,PICK7743,Morgan Mcdaniel,PACK7751,Brenda Patterson,Refrigerated Transport,TRK-33136338,FedEx,2025-10-10T20:37:40,,Mean individual Democrat real morning. Debate way commercial break discuss. Dark million force.,True,True,True,2025-10-04T23:50:30.801241
FUL40242,ORD33032,Shipped,2025-05-21T09:25:54,WH002,Jeddah Distribution Center,PICK8319,Travis Wilson,PACK9474,Elizabeth Thomas,Ground Transport,TRK-04324039,Saudi Post,2025-10-11T06:59:03,,"Practice short worry foreign common. Program family themselves.
Body peace day professional father century.
Serious various fill wall others.",True,True,True,2025-10-04T23:50:30.802114
FUL54528,ORD32078,Delivered,2025-04-10T20:38:17,WH003,Dammam Logistics Hub,PICK7649,Ricardo Rivera,PACK2243,Anna Davis,Refrigerated Transport,TRK-89900438,DHL,2025-10-07T03:56:31,,"Human air fast they according. Eye believe matter outside success.
Treatment able stand let. Money plant run movement clear person.
Low unit role. Trouble force organization car.",True,True,True,2025-10-04T23:50:30.802798
FUL92566,ORD15119,Packed,2025-04-28T15:48:40,WH002,Jeddah Distribution Center,PICK4136,Danny Adams,PACK6167,Lisa Doyle,Refrigerated Transport,TRK-32215732,Aldrees Logistics,2025-10-09T06:55:47,,Change all group myself offer. Economic yard magazine lay mouth suggest.,False,False,False,2025-10-04T23:50:30.803369
FUL68000,ORD47471,Delivered,2025-03-28T06:04:58,WH002,Jeddah Distribution Center,PICK7253,Brandon Paul,PACK3335,Mr. Vincent Bridges MD,Bulk Transport,TRK-49696070,Saudi Post,2025-10-08T04:18:24,,"By story design move. Off effort discussion listen.
Majority cut face present.
Notice follow buy religious test. Whole area old despite.",True,True,False,2025-10-04T23:50:30.804347
FUL59387,ORD68982,Delivered,2025-06-20T06:24:36,WH005,Jazan Regional Warehouse,PICK2666,Brian Rojas,PACK2907,Danielle Jennings,Ground Transport,TRK-66248508,Saudi Post,2025-10-11T10:44:25,,"Yard fly form.
Enjoy value treat huge. College community blue history center wife him. Option note Congress bar. Agreement line actually article current answer letter.",True,True,False,2025-10-04T23:50:30.806234
FUL28181,ORD50100,Delivered,2025-03-31T07:28:39,WH002,Jeddah Distribution Center,PICK4087,Cheryl Smith,PACK4828,Travis Hale,Express Delivery,TRK-95907057,Saudi Post,2025-10-09T06:33:11,,"Sure view letter will above raise structure difficult. Church police my along high.
Cup woman trip million nice price. Picture character member image. Son person right against particularly exist.",False,True,False,2025-10-04T23:50:30.807826
FUL44990,ORD16853,Packed,2025-03-05T12:45:40,WH002,Jeddah Distribution Center,PICK3202,Savannah Munoz,PACK5812,Lance Roman,Express Delivery,TRK-77132824,DHL,2025-10-07T05:11:16,,"Candidate nation Democrat law while study. Price debate carry watch. Before public wish return whether learn back.
Offer catch recent out number inside. Writer son brother television concern.",False,True,False,2025-10-04T23:50:30.817063
FUL14387,ORD47402,Shipped,2025-03-28T08:58:39,WH005,Jazan Regional Warehouse,PICK7312,Victor Wilson,PACK8373,Christina Sanders,Refrigerated Transport,TRK-12978940,Aldrees Logistics,2025-10-10T14:33:30,,"Best character rate whole laugh. Receive forward right direction painting direction.
Then thought partner. Challenge structure interest amount my determine possible wrong.",True,False,True,2025-10-04T23:50:30.820194
FUL44214,ORD79613,Delivered,2025-06-05T00:55:32,WH001,Riyadh Central Warehouse,PICK6110,Jennifer Alexander,PACK5410,Maria Higgins,Ground Transport,TRK-63574131,Saudi Post,2025-10-06T20:09:43,,"Ten middle lead every wind executive. Could condition program social. Life church bad role woman operation.
Bag size land. Industry same different find itself.",True,False,False,2025-10-04T23:50:30.821108
FUL85036,ORD40249,Shipped,2025-06-14T13:20:50,WH002,Jeddah Distribution Center,PICK2954,Melissa Wilson,PACK3314,Jennifer Curry,Refrigerated Transport,TRK-50893409,Saudi Post,2025-10-11T16:52:29,,Employee choice edge back. Item factor modern able can husband development. Poor beautiful effect. Four short sea shoulder door different loss.,True,True,True,2025-10-04T23:50:30.822614
FUL11940,ORD10520,Packed,2025-01-10T07:25:38,WH004,Yanbu Storage Facility,PICK9767,Dr. Erica Collins,PACK6598,Mr. James Cox,Express Delivery,TRK-75418110,DHL,2025-10-06T15:57:21,,"Might safe customer receive play. News plant Republican majority.
Environmental someone chance my break simply analysis. Can today traditional relationship player position.",True,False,True,2025-10-04T23:50:30.823620
FUL39450,ORD73366,Delivered,2025-02-23T02:25:05,WH003,Dammam Logistics Hub,PICK7432,William Turner,PACK2847,Rachel Munoz,Ground Transport,TRK-26993934,Saudi Post,2025-10-07T23:48:56,,Successful say high item air air growth. Or movement court down federal region discuss wait. Politics see teacher amount truth.,False,False,False,2025-10-04T23:50:30.824224
FUL94103,ORD46916,Delivered,2025-02-02T14:17:47,WH002,Jeddah Distribution Center,PICK9050,Sarah Jackson,PACK9201,Melissa Norman,Ground Transport,TRK-60769782,DHL,2025-10-09T05:27:07,,"During pressure street out article. Thus affect blood no environment start.
Thus above treatment would value bank these. Who action land develop.",False,False,False,2025-10-04T23:50:30.824822
FUL44304,ORD93073,Delivered,2025-01-05T10:43:23,WH001,Riyadh Central Warehouse,PICK1332,Valerie Kelley,PACK3175,Christopher Williams,Express Delivery,TRK-39722246,Aldrees Logistics,2025-10-06T07:46:29,,"Admit newspaper why perform model nice. Could piece woman bank most.
Question without idea forward difficult out. Left federal culture look never safe describe anything. Figure wait Mrs seven.",True,True,False,2025-10-04T23:50:30.829759
FUL60572,ORD86807,Delivered,2025-05-02T23:14:58,WH003,Dammam Logistics Hub,PICK2942,Daniel Macias,PACK3685,Jaclyn Miller,Express Delivery,TRK-82951926,Aramex,2025-10-08T12:52:11,,"Cell establish sign guy sort environment. Break cold exist public college measure. Game word into practice thank.
Along news both phone sing majority. Customer something country prepare detail.",False,True,True,2025-10-04T23:50:30.831352
FUL30600,ORD29544,Delivered,2025-04-27T19:20:46,WH002,Jeddah Distribution Center,PICK7677,John Scott,PACK8264,Sara Miller,Express Delivery,TRK-36509949,Aramex,2025-10-11T19:40:14,,"Boy wife gas thus culture.
Behind feel record still able unit end. Look anything discover share remain prove station.",True,True,False,2025-10-04T23:50:30.832463
FUL24800,ORD60221,Delivered,2025-05-24T17:56:12,WH004,Yanbu Storage Facility,PICK7649,Morgan Wang,PACK7165,Benjamin King,Refrigerated Transport,TRK-83516432,Aramex,2025-10-06T11:09:30,,"Night collection focus beyond carry act. Seven before world course so family late. Ever one describe exist.
Man decade my. With interest lay could. Mention notice movement perhaps move health.",False,True,False,2025-10-04T23:50:30.833615
FUL27484,ORD23813,Picked,2025-06-27T08:47:29,WH001,Riyadh Central Warehouse,PICK7954,Jamie Kelly,PACK5618,Joseph Cohen,Bulk Transport,TRK-59146408,Saudi Post,2025-10-06T02:23:54,,"Be white easy once some need. Natural affect yet. Produce door mean policy on behind then.
Language gas oil fast much camera condition management. Message event middle alone design during.",True,True,False,2025-10-04T23:50:30.835004
FUL27429,ORD17880,Delivered,2025-03-09T07:07:40,WH003,Dammam Logistics Hub,PICK1248,Joseph Phillips,PACK3626,Dana Mejia,Refrigerated Transport,TRK-00666495,Saudi Post,2025-10-10T14:38:18,,"Middle serve use term production.
Strategy author chance image pretty window responsibility. Long hotel require forget. Thus method himself trade risk huge. Bag opportunity series finish about buy.",True,True,True,2025-10-04T23:50:30.836066
FUL91976,ORD76836,Delivered,2025-03-25T14:34:37,WH005,Jazan Regional Warehouse,PICK7058,Laura Howard,PACK1411,Daniel Johnson,Express Delivery,TRK-23012907,DHL,2025-10-10T15:16:34,,"Phone grow past find site race. Agreement boy actually camera car end.
Arrive to player still. Trouble president window necessary. Low write situation town short power.",True,False,True,2025-10-04T23:50:30.836745
FUL80625,ORD39131,Picked,2025-03-29T14:29:22,WH005,Jazan Regional Warehouse,PICK2160,Marissa Spencer,PACK7237,Samuel Wagner,Bulk Transport,TRK-60476322,DHL,2025-10-11T06:37:56,,"Develop have security pick. Local indicate able share long only.
War television product top few sit. Anyone then seem day anything force politics. Sure box standard around reflect assume civil.",True,True,False,2025-10-04T23:50:30.837540
FUL91277,ORD96524,Shipped,2025-03-07T15:29:03,WH005,Jazan Regional Warehouse,PICK6130,Manuel Swanson,PACK6251,Jessica Gray,Refrigerated Transport,TRK-47062163,Aramex,2025-10-10T01:38:37,,"Thought dog develop card ball former. Oil allow point others trouble three customer. Learn reach will much option sort down.
Nature these purpose amount. Some either stuff without still wife.",True,False,False,2025-10-04T23:50:30.838272
FUL79615,ORD48659,Delivered,2025-04-13T04:12:35,WH003,Dammam Logistics Hub,PICK7837,Anthony Huber,PACK7550,Alicia Palmer,Bulk Transport,TRK-24080996,Saudi Post,2025-10-08T02:23:05,,Hot oil daughter close full still structure. Phone benefit safe. She value population enjoy party.,True,False,False,2025-10-04T23:50:30.838992
FUL78076,ORD62377,Picked,2025-05-15T16:55:58,WH003,Dammam Logistics Hub,PICK1019,Ray Bradley,PACK9073,Tammy Nelson,Express Delivery,TRK-21478760,Saudi Post,2025-10-11T11:31:03,,"Social great realize painting rest. Evening car similar name minute result.
Also example spend professor common station manage. Development democratic while another dark should. Bring me seat.",False,False,True,2025-10-04T23:50:30.839630
FUL78756,ORD95012,Delivered,2025-05-20T07:42:16,WH001,Riyadh Central Warehouse,PICK1656,Joseph Johnson,PACK2872,Karen Graham,Bulk Transport,TRK-11636611,Saudi Post,2025-10-06T02:02:20,,"Response citizen two better edge end. Forward involve event authority.
Me traditional mouth thus country foreign. Couple thing crime everybody current add voice.",True,True,False,2025-10-04T23:50:30.840223
FUL18270,ORD50711,Delivered,2025-02-15T15:55:49,WH003,Dammam Logistics Hub,PICK5917,Nancy Weber,PACK2439,Chris Anderson,Ground Transport,TRK-40064134,FedEx,2025-10-08T10:35:59,,Religious physical until. Hard firm price drug response simple establish current. Most house thank practice.,True,False,True,2025-10-04T23:50:30.840799
FUL40975,ORD33049,Picked,2025-02-10T09:16:05,WH002,Jeddah Distribution Center,PICK9255,Susan Chapman,PACK2624,John Schroeder,Refrigerated Transport,TRK-69667369,FedEx,2025-10-09T07:08:12,,"Alone a position southern. Pattern less stage trip wife.
Ready someone key much. Quickly brother rock despite.
By arrive sport off behind.",True,False,False,2025-10-04T23:50:30.846401
FUL42308,ORD26866,Delivered,2025-01-14T02:51:38,WH005,Jazan Regional Warehouse,PICK7816,Joseph Matthews,PACK1017,Matthew Burton,Express Delivery,TRK-98070349,Aramex,2025-10-09T11:47:41,,Grow our voice interview protect raise. Effect think soon control program defense. Kid forward provide month effort.,True,False,True,2025-10-04T23:50:30.850991
FUL60121,ORD70230,Delivered,2025-05-17T03:33:47,WH002,Jeddah Distribution Center,PICK2937,Sandra Brown,PACK1423,Laura Snyder,Ground Transport,TRK-11448167,Aramex,2025-10-07T00:36:47,,"Help lead computer agent. So probably about become paper course think late. Late artist each school name.
Rate my nothing. Grow factor grow lay.
Whole play hard require property attorney.",False,False,False,2025-10-04T23:50:30.853186
FUL15541,ORD26470,Delivered,2025-04-26T08:46:50,WH003,Dammam Logistics Hub,PICK8184,Marcus Walton,PACK4936,Donald Donovan,Bulk Transport,TRK-77487987,DHL,2025-10-07T20:39:44,,Provide onto hold shake explain major station. Thus TV heart health many remain. Music could especially let trouble clearly.,True,False,False,2025-10-04T23:50:30.855786
FUL66645,ORD34173,Packed,2025-04-26T04:37:58,WH004,Yanbu Storage Facility,PICK8091,Lance Hicks,PACK8026,Lisa Cross,Express Delivery,TRK-55233719,FedEx,2025-10-08T19:38:42,,Language successful girl pull population conference public case. Security remain great if turn poor word.,True,False,True,2025-10-04T23:50:30.857149
FUL36624,ORD34194,Delivered,2025-05-05T00:46:30,WH003,Dammam Logistics Hub,PICK7373,Noah Gill,PACK4101,Denise Miller,Bulk Transport,TRK-24745104,DHL,2025-10-09T08:29:36,,"Only direction ask field relate result. Republican exist now hard image.
Practice turn day apply course popular west.
Health spend air person subject similar inside. Month he one.",True,False,False,2025-10-04T23:50:30.857929
FUL83977,ORD69225,Delivered,2025-03-06T18:08:59,WH001,Riyadh Central Warehouse,PICK9882,Michelle Nelson,PACK1352,Chase Gomez,Bulk Transport,TRK-41463029,FedEx,2025-10-06T21:34:49,,Design respond role add memory. Learn own future decade. Step necessary world lay read agent suggest. Purpose ten election will.,True,True,True,2025-10-04T23:50:30.862711
FUL29943,ORD14118,Delivered,2025-04-22T06:26:33,WH005,Jazan Regional Warehouse,PICK2292,Mary Campbell,PACK5844,Steven Walker,Refrigerated Transport,TRK-96099481,Aramex,2025-10-08T13:18:56,,"Sell music least system. Action recognize east property game discover.
Ball century strategy take feeling thus set church. Keep claim our health capital physical argue.",True,True,True,2025-10-04T23:50:30.864323
FUL26738,ORD45430,Delivered,2025-06-03T01:08:56,WH001,Riyadh Central Warehouse,PICK6891,Laura Joseph,PACK7384,Regina Scott,Express Delivery,TRK-14738140,Saudi Post,2025-10-11T19:10:21,,Take son receive space paper until. Of camera benefit possible. Speak writer court various rule.,False,False,False,2025-10-04T23:50:30.866021
FUL56288,ORD28354,Shipped,2025-06-08T13:18:42,WH001,Riyadh Central Warehouse,PICK4299,Erika Rivera,PACK8110,Brian Nicholson,Express Delivery,TRK-83390310,DHL,2025-10-08T08:41:55,,"Growth hand recognize group. Street position service majority true whom walk. People long go central particular language.
Sing foreign it throughout. Defense hope above mind dinner produce happen.",True,True,False,2025-10-04T23:50:30.867578
FUL52290,ORD24846,Delivered,2025-01-21T00:44:32,WH002,Jeddah Distribution Center,PICK9237,Robert Garcia,PACK5248,Steven Perkins,Express Delivery,TRK-17287495,Aldrees Logistics,2025-10-11T20:45:50,,"For sure four answer above. Can situation that smile stock dark debate with. Phone day every others sport staff.
Mr well heavy tough upon senior table. Modern power able pull like example method.",True,True,False,2025-10-04T23:50:30.868481
FUL55539,ORD35166,Delivered,2025-04-11T23:25:55,WH004,Yanbu Storage Facility,PICK8511,Rachel Hanna,PACK6473,Mr. Trevor Daniels,Bulk Transport,TRK-34745829,Aldrees Logistics,2025-10-10T17:15:44,,"Today how shake give perform similar. Sea little ball return win.
Share expert team major.
House chance very senior trouble establish turn. Live foot fear field professional.",True,False,False,2025-10-04T23:50:30.869371
FUL33213,ORD21065,Delivered,2025-05-28T16:54:37,WH003,Dammam Logistics Hub,PICK8641,Patrick Garcia,PACK6496,Brittney King,Ground Transport,TRK-50128048,Aldrees Logistics,2025-10-11T22:18:15,,"Computer nice student perhaps. Activity if whole allow maintain friend.
Process compare organization record front later.
Big increase what nation. When those buy fact.",False,False,False,2025-10-04T23:50:30.870028
FUL98959,ORD40855,Delivered,2025-01-03T10:31:00,WH003,Dammam Logistics Hub,PICK3001,Maurice Mercer,PACK1010,Jesse Ramos,Refrigerated Transport,TRK-16365877,Aramex,2025-10-11T14:14:06,,"Smile very ok available century. Election focus truth put not.
Nearly condition cell outside result force left figure. Item vote example yourself. Remember only his.",True,False,True,2025-10-04T23:50:30.870643
FUL92647,ORD67084,Packed,2025-05-13T09:58:38,WH002,Jeddah Distribution Center,PICK1196,Megan Huff,PACK9308,Darlene Rodriguez,Refrigerated Transport,TRK-15101165,Aldrees Logistics,2025-10-08T06:26:26,,Reveal must service least contain design seek southern. Couple beautiful body concern modern force. Product raise difficult himself store never laugh.,True,False,True,2025-10-04T23:50:30.871223
FUL79874,ORD38440,Delivered,2025-03-03T07:59:01,WH005,Jazan Regional Warehouse,PICK3512,Lindsey Thomas,PACK3769,Mary Hart,Ground Transport,TRK-28984075,Saudi Post,2025-10-10T15:59:06,,Issue source could way left group. Blood office score as carry. Face leave even. Next bit minute including drive six trip.,True,True,True,2025-10-04T23:50:30.871802
FUL31560,ORD95478,Shipped,2025-05-21T03:23:23,WH005,Jazan Regional Warehouse,PICK8698,Melanie Stevens,PACK3365,Maria Bartlett,Refrigerated Transport,TRK-38793001,Aramex,2025-10-11T04:45:23,,Experience begin store seven herself. Check star truth mind form. Recognize human free sit answer list well.,True,False,False,2025-10-04T23:50:30.872437
FUL48580,ORD21844,Shipped,2025-04-01T10:01:59,WH003,Dammam Logistics Hub,PICK1274,Steven Hartman,PACK9592,Lori Chavez,Ground Transport,TRK-39810925,Aramex,2025-10-06T10:50:19,,"Value child air guess out major occur. Now number call past.
Can population hair those line. Ever require age collection. Safe build news process.",False,False,False,2025-10-04T23:50:30.873043
FUL13657,ORD26107,Delivered,2025-05-05T18:46:11,WH002,Jeddah Distribution Center,PICK2590,Brian Doyle,PACK5236,Joshua Shelton,Express Delivery,TRK-26943726,FedEx,2025-10-11T11:08:24,,Sometimes simply remain recently. Production rock audience see.,True,True,True,2025-10-04T23:50:30.873599
FUL52033,ORD42324,Delivered,2025-05-31T13:45:21,WH004,Yanbu Storage Facility,PICK8327,Philip Silva,PACK5709,Kimberly Williams,Refrigerated Transport,TRK-79678208,Aramex,2025-10-09T05:23:14,,Public sort short site modern woman. Member market difference have race interest behavior. Similar political activity I assume behavior statement.,False,False,False,2025-10-04T23:50:30.874159
FUL61581,ORD75295,Picked,2025-05-24T17:54:55,WH002,Jeddah Distribution Center,PICK3220,Kristen Johnson,PACK7385,Jonathan Warren,Express Delivery,TRK-17046141,Aldrees Logistics,2025-10-08T20:49:28,,"That party already. Maintain walk actually itself.
Result owner group out teach policy. This character industry wife Democrat term recent.",False,False,True,2025-10-04T23:50:30.874761
FUL64942,ORD16211,Delivered,2025-05-09T21:07:21,WH005,Jazan Regional Warehouse,PICK9109,Dr. Mark Wood,PACK8055,Mary Ramos,Ground Transport,TRK-38477887,FedEx,2025-10-07T07:00:55,,"Word article material. Company common attention discover. Describe house left pattern. Local wall close foot go.
Card network available. Popular treat she west.",True,True,True,2025-10-04T23:50:30.881546
FUL18305,ORD20063,Delivered,2025-03-03T12:00:26,WH004,Yanbu Storage Facility,PICK5938,Rachel Smith,PACK1581,Courtney Meyers,Ground Transport,TRK-48147043,DHL,2025-10-10T02:19:11,,Early stay month year tend possible. Artist give just many machine perform. Nearly better agency professional technology three feeling.,True,False,True,2025-10-04T23:50:30.887122
FUL18871,ORD59084,Delivered,2025-05-14T22:12:21,WH003,Dammam Logistics Hub,PICK3691,Jeffrey Griffith,PACK4642,Johnny Leon,Express Delivery,TRK-87106200,Saudi Post,2025-10-11T05:16:43,,"Base let that production lay about increase. Forward tend community fine because.
Nearly simply fear put while. Most build five fast floor. Player station drive watch develop heavy account treatment.",False,False,False,2025-10-04T23:50:30.888797
FUL74136,ORD80624,Delivered,2025-02-07T02:39:32,WH002,Jeddah Distribution Center,PICK9954,David Sandoval,PACK9080,Katherine Hernandez,Express Delivery,TRK-55682088,Aldrees Logistics,2025-10-10T14:20:32,,"Attack particular garden condition world world establish staff.
Couple half realize. Party way check cover wear.",True,True,False,2025-10-04T23:50:30.891171
FUL97844,ORD17030,Delivered,2025-03-23T03:50:57,WH004,Yanbu Storage Facility,PICK2737,Christine Griffin,PACK1350,Brandon Ellis,Refrigerated Transport,TRK-90215885,Saudi Post,2025-10-08T12:18:53,,"International ok process role.
Energy authority yard agreement show. Eye environment would become summer tend newspaper attack. Responsibility single statement television.",True,False,False,2025-10-04T23:50:30.903913
FUL89678,ORD17505,Delivered,2025-06-09T22:57:40,WH001,Riyadh Central Warehouse,PICK6376,James Barnes,PACK4655,Rebecca Edwards,Ground Transport,TRK-34959913,Aldrees Logistics,2025-10-08T22:50:28,,"Build represent respond. Impact true chair about region add. Wrong consider fast.
Movie structure how join main more authority. Structure big forward bring successful under evening staff.",True,True,False,2025-10-04T23:50:30.905370
FUL59039,ORD89464,Delivered,2025-02-20T02:28:48,WH005,Jazan Regional Warehouse,PICK5517,Tiffany Hill,PACK5316,Cheryl May,Express Delivery,TRK-75512926,Saudi Post,2025-10-11T21:22:41,,"Few if especially into. Society full none international firm to three.
Lose goal mention paper. Performance theory Congress defense for into. Light next seven community machine bad security account.",True,False,False,2025-10-04T23:50:30.907710
FUL66157,ORD53567,Delivered,2025-05-17T03:21:51,WH005,Jazan Regional Warehouse,PICK1296,Lisa Sullivan,PACK8124,Kimberly Matthews,Refrigerated Transport,TRK-44574132,DHL,2025-10-10T15:20:26,,"Lot option low become baby life poor. Word which improve every them remain eat. Former start set area value southern item country.
Then really yard surface author as.",True,False,True,2025-10-04T23:50:30.913056
FUL34330,ORD91321,Delivered,2025-02-17T14:56:10,WH002,Jeddah Distribution Center,PICK9021,Christopher Holder,PACK9609,James Waters,Refrigerated Transport,TRK-35745039,Saudi Post,2025-10-07T17:27:20,,"Quickly great good draw reason time cut. Series somebody create environmental white surface.
Guy shoulder store left skin charge.",True,False,False,2025-10-04T23:50:30.914921
FUL26876,ORD18064,Delivered,2025-01-19T12:05:32,WH002,Jeddah Distribution Center,PICK9614,Alexis Stevens,PACK6138,Elizabeth Zimmerman,Express Delivery,TRK-20893246,Aldrees Logistics,2025-10-07T06:56:46,,"Attack agreement effect chance full human. Gun do show quality.
White born home cost car hit analysis.
Name through side others cell network across. Defense since people generation meeting natural.",True,True,False,2025-10-04T23:50:30.920946
FUL16078,ORD37738,Shipped,2025-04-01T13:19:17,WH001,Riyadh Central Warehouse,PICK7614,Donna Taylor,PACK5906,Michael Howard,Ground Transport,TRK-94850219,Aldrees Logistics,2025-10-06T21:02:32,,"Effect often certain song. Federal full media consider.
Herself claim accept understand school station.",True,True,True,2025-10-04T23:50:30.922912
FUL66780,ORD67606,Delivered,2025-06-28T08:53:27,WH002,Jeddah Distribution Center,PICK3164,Nicole King,PACK8958,Peggy Miller,Refrigerated Transport,TRK-25286397,DHL,2025-10-10T14:16:17,,"All former reach.
School else sound future collection usually tough.
Program back in either deep. Serve need teach way prepare on value front. Describe floor necessary.",True,False,False,2025-10-04T23:50:30.924594
FUL38067,ORD51741,Packed,2025-04-30T09:45:25,WH005,Jazan Regional Warehouse,PICK7207,Andrea Williams,PACK1310,Kristen Brown,Refrigerated Transport,TRK-59829136,FedEx,2025-10-09T22:33:22,,Call source possible skill lay fall. Floor energy like produce wife pick so. Good easy morning sign what loss notice.,True,False,False,2025-10-04T23:50:30.931036
FUL93922,ORD21239,Shipped,2025-04-22T22:51:06,WH003,Dammam Logistics Hub,PICK7188,Heather Fry,PACK4791,Brian Fischer,Ground Transport,TRK-78625147,FedEx,2025-10-07T05:59:15,,"Beyond safe successful power everyone. Image common upon seven.
Play military race them. Nice just even field law.
Tax music camera tell.",True,True,False,2025-10-04T23:50:30.933197
FUL86638,ORD91170,Delivered,2025-02-01T15:26:10,WH002,Jeddah Distribution Center,PICK3690,Henry Hubbard,PACK4907,Jessica Ray,Ground Transport,TRK-12363584,DHL,2025-10-06T04:21:47,,"Image practice Mrs force despite become tough. Country owner from staff.
Food quality name. During start friend front. Analysis owner leave vote plant culture suggest.",False,False,False,2025-10-04T23:50:30.936015
FUL91053,ORD69508,Delivered,2025-02-10T17:31:38,WH004,Yanbu Storage Facility,PICK5353,Bobby Hanson,PACK2709,Kim Ross,Ground Transport,TRK-07397539,Aldrees Logistics,2025-10-06T19:26:04,,"She production three material. Camera natural media forget. Send site enough mission standard admit quite difference.
Bit affect base ability rich involve. Over administration author dinner.",False,True,False,2025-10-04T23:50:30.937362
FUL57254,ORD37750,Delivered,2025-03-05T18:36:45,WH003,Dammam Logistics Hub,PICK7714,Larry Pearson IV,PACK6871,Courtney Phillips,Refrigerated Transport,TRK-12190578,DHL,2025-10-08T20:46:37,,"Increase dinner range blue leave decade. Everything treatment charge both present list gas.
Suffer heart single herself get. Measure radio drop open. Population speech customer current.",True,False,True,2025-10-04T23:50:30.939146
FUL26287,ORD42316,Shipped,2025-04-16T09:35:03,WH005,Jazan Regional Warehouse,PICK8923,Kathleen Wade,PACK3052,Robert Peterson,Ground Transport,TRK-69186669,Aramex,2025-10-06T12:03:03,,Life production professional perhaps spend make take. Data movie buy pressure.,True,False,True,2025-10-04T23:50:30.940543
FUL69555,ORD10842,Delivered,2025-02-04T01:16:31,WH005,Jazan Regional Warehouse,PICK9740,David Page,PACK3999,Jill Williams,Express Delivery,TRK-20379644,FedEx,2025-10-08T19:23:53,,Once charge tree Republican high course. Behind when ahead base. Increase finally spring letter public wall door garden.,True,False,True,2025-10-04T23:50:30.941700
FUL24343,ORD81226,Delivered,2025-01-31T11:32:09,WH005,Jazan Regional Warehouse,PICK5599,Kyle Nicholson,PACK7021,Rhonda Johnston,Express Delivery,TRK-30927202,DHL,2025-10-11T16:36:57,,Turn interest art especially feel. Coach relationship small own look our maintain. Check five seat happy nothing usually early. Alone necessary bad right consumer late will.,True,True,False,2025-10-04T23:50:30.943652
FUL62084,ORD48064,Delivered,2025-03-24T05:12:43,WH004,Yanbu Storage Facility,PICK7750,Kim Rogers,PACK8571,Briana Chavez,Express Delivery,TRK-31636093,FedEx,2025-10-08T23:36:53,,Point direction stand chair treatment unit Mr. Ago trial amount clearly miss.,True,True,True,2025-10-04T23:50:30.945788
FUL26971,ORD30584,Delivered,2025-03-19T01:17:38,WH002,Jeddah Distribution Center,PICK8619,Kathy Howard,PACK6594,Ms. Sarah Luna,Ground Transport,TRK-74879894,FedEx,2025-10-11T11:22:57,,"Address stuff across television. Move leader light hard why.
Approach alone particularly parent. Hour star team claim forget.",False,False,True,2025-10-04T23:50:30.952651
FUL17057,ORD81103,Delivered,2025-06-15T22:41:44,WH002,Jeddah Distribution Center,PICK2749,Jon Pierce,PACK6720,Kayla Jones,Bulk Transport,TRK-08915148,FedEx,2025-10-09T14:00:47,,"Million sea with represent such politics. Always safe teacher affect these property.
Under especially which more. Sound town article where agent.",True,False,True,2025-10-04T23:50:30.955163
FUL24542,ORD65773,Shipped,2025-02-04T13:56:04,WH002,Jeddah Distribution Center,PICK7491,Keith Scott,PACK1498,Anne Silva,Refrigerated Transport,TRK-23804933,FedEx,2025-10-09T02:27:26,,"Science after short loss reflect heart spend. Coach return fly team system. Fast practice next thus now movie.
Say attack assume significant too section require. Dog tax ago space form.",True,False,True,2025-10-04T23:50:30.957183
FUL65968,ORD10417,Delivered,2025-05-19T15:43:50,WH001,Riyadh Central Warehouse,PICK8184,Lisa Nelson,PACK2679,Lisa Ross,Refrigerated Transport,TRK-66211376,DHL,2025-10-06T14:19:23,,Sure concern what pressure few serve common. Official suffer place wish. Board risk study hear discuss exist create.,True,True,True,2025-10-04T23:50:30.957992
FUL48296,ORD68642,Packed,2025-06-16T14:02:38,WH002,Jeddah Distribution Center,PICK3061,Timothy Ball,PACK1545,Richard Conway MD,Refrigerated Transport,TRK-33708378,DHL,2025-10-06T05:42:25,,"Toward sense need write position chair. Author soldier interview outside. Tough across carry will.
Level hot firm state. All few nearly tend.
Official discover among physical quality memory plant.",True,False,True,2025-10-04T23:50:30.967316
FUL98946,ORD17294,Delivered,2025-02-25T13:28:59,WH001,Riyadh Central Warehouse,PICK2894,Joseph Clark,PACK4676,Leslie Harris,Express Delivery,TRK-11675271,FedEx,2025-10-10T01:07:06,,Pull hour sell audience age computer address. Happen brother town. Teach set later offer across sound woman. Citizen many perform reach.,True,True,True,2025-10-04T23:50:30.969960
FUL31994,ORD53900,Delivered,2025-03-09T22:16:51,WH003,Dammam Logistics Hub,PICK8437,Joseph Cohen,PACK2535,Michael Kennedy,Ground Transport,TRK-05524143,Aldrees Logistics,2025-10-07T20:03:45,,"Political mention total produce just smile. Concern realize back woman yourself decade country indicate.
Blue set decade. Least since free much land page his.",False,False,False,2025-10-04T23:50:30.971839
