order_id,customer_id,order_date,order_status,payment_status,total_amount_sar,currency,order_type,priority,delivery_date,delivery_address,delivery_city,special_instructions,payment_terms,discount_percent,tax_amount_sar,shipping_cost_sar,created_by,approved_by,created_at,updated_at
ORD80397,CUST4825,2025-02-07T05:58:52,Confirmed,Paid,3327.79,SAR,Petrochemicals,Medium,2025-10-16T17:56:42,"Unit 0164 Box 0678
DPO AP 67400",Riyadh,Handle with care,Net 15,9.25,303.57,271.2,Sarah Roberts,Lauren Rosales,2025-10-04T23:50:10.773684,2025-10-04T23:50:10.773688
ORD38592,CUST1780,2025-05-01T02:49:39,In Transit,Paid,46596.74,SAR,Bulk Fuel,Low,2025-10-14T16:28:26,"41477 White Key Apt. 824
East Jeffery, AK 07940",Yanbu,Hazardous materials,Net 15,11.21,385.77,780.26,Joan Collins,William Smith,2025-10-04T23:50:10.783145,2025-10-04T23:50:10.783150
ORD64134,CUST2792,2025-01-21T09:10:41,Delivered,Paid,3932.81,SAR,Petrochemicals,Low,2025-10-18T00:46:07,"850 Marilyn Course Suite 624
East Wendyview, MH 80033",Jeddah,Temperature controlled,COD,9.59,270.31,990.14,Deborah Jones,Justin Weiss,2025-10-04T23:50:10.786983,2025-10-04T23:50:10.786987
ORD27997,CUST1495,2025-05-30T21:31:24,Shipped,Paid,2356.58,SAR,Fuel Delivery,Medium,2025-10-09T14:00:57,"USNS Singleton
FPO AA 69083",Abha,Express delivery,Net 15,3.02,364.26,562.32,Randall Ritter,Eric Lopez,2025-10-04T23:50:10.787758,2025-10-04T23:50:10.787761
ORD86225,CUST7841,2025-01-29T02:16:05,Delivered,Paid,10765.27,SAR,Petrochemicals,Medium,2025-11-03T11:22:05,"11915 Leslie Course
Santanastad, MP 45610",Najran,No special requirements,Prepaid,13.38,445.94,736.94,Jean Lawson,Jessica Harmon,2025-10-04T23:50:10.788662,2025-10-04T23:50:10.788665
ORD89670,CUST8072,2025-02-13T19:35:15,Delivered,Paid,710.14,SAR,Fuel Delivery,Low,2025-10-10T01:53:45,"PSC 8682, Box 2871
APO AE 37184",Hofuf,Temperature controlled,Net 30,7.81,76.93,498.21,Mr. Bradley Adams DDS,Lynn Olson,2025-10-04T23:50:10.789957,2025-10-04T23:50:10.789960
ORD26945,CUST2218,2025-02-09T22:40:23,Pending,Pending,3799.55,SAR,Services,Low,2025-10-25T18:50:19,"4931 Michael Locks Suite 687
New Dominicmouth, AS 61870",Hofuf,Handle with care,Prepaid,5.02,363.29,411.86,Lisa Wilson,Denise Thomas,2025-10-04T23:50:10.791499,2025-10-04T23:50:10.791502
ORD42065,CUST8327,2025-02-20T05:23:28,Processing,Paid,6301.42,SAR,Petrochemicals,High,2025-10-17T08:57:10,"13768 Kristine Wells
Harrellburgh, AK 43190",Abha,No special requirements,Net 15,1.84,125.48,947.62,Stephanie Shelton,Katherine Luna,2025-10-04T23:50:10.797611,2025-10-04T23:50:10.797616
ORD81006,CUST2882,2025-05-12T10:50:25,Delivered,Paid,5203.19,SAR,Lubricants,Low,2025-10-31T05:11:28,"8186 Hurst Canyon Apt. 103
North Cynthia, IN 45707",Taif,Express delivery,Net 15,3.26,210.47,814.67,Monica Nicholson,Craig Harris,2025-10-04T23:50:10.802255,2025-10-04T23:50:10.802261
ORD63619,CUST9794,2025-04-04T10:23:35,Processing,Paid,4749.57,SAR,Petrochemicals,Low,2025-10-17T08:51:23,"34400 Rubio Lodge Apt. 048
East Williamshire, MN 93933",Dammam,Temperature controlled,Net 30,5.56,191.88,449.22,Nicholas Grant,Russell Bradford,2025-10-04T23:50:10.807215,2025-10-04T23:50:10.807220
ORD67199,CUST4441,2025-06-08T09:05:02,Delivered,Paid,1087.57,SAR,Services,Low,2025-10-15T03:24:21,"Unit 7991 Box 8442
DPO AA 80460",Hofuf,Express delivery,Prepaid,3.16,404.39,959.89,Kenneth Matthews,Nancy Collins,2025-10-04T23:50:10.814486,2025-10-04T23:50:10.814491
ORD79404,CUST7857,2025-01-25T21:40:07,Confirmed,Paid,10471.77,SAR,Petrochemicals,Low,2025-10-15T01:09:00,"8818 Miller Shoal Apt. 768
East Chadton, OH 23308",Abha,Temperature controlled,Net 30,3.09,230.75,255.95,Luis Graham,Tracie Richardson,2025-10-04T23:50:10.820060,2025-10-04T23:50:10.820065
ORD19595,CUST3156,2025-03-15T16:51:43,Pending,Paid,1421.98,SAR,Fuel Delivery,High,2025-11-02T17:01:44,"3708 Valdez Squares Suite 248
Lake Maureen, AZ 08951",Jubail,No special requirements,COD,11.23,414.79,456.55,Dawn Keller,Jeremy Valdez,2025-10-04T23:50:10.821307,2025-10-04T23:50:10.821310
ORD48303,CUST9403,2025-06-29T10:21:06,In Transit,Partial,8212.41,SAR,Equipment,Low,2025-10-26T00:12:18,"PSC 6781, Box 7411
APO AA 57223",Yanbu,Temperature controlled,COD,9.76,481.28,685.32,Joseph Nichols,Joel Palmer,2025-10-04T23:50:10.822060,2025-10-04T23:50:10.822062
ORD29673,CUST4772,2025-01-10T09:51:24,Processing,Paid,2168.95,SAR,Fuel Delivery,Medium,2025-10-10T00:02:19,"24289 George Lake Suite 582
East Victoria, WY 93131",Taif,Hazardous materials,Net 30,13.74,271.9,799.77,Tracey Moore,Jeremy Jackson,2025-10-04T23:50:10.823069,2025-10-04T23:50:10.823072
ORD22733,CUST7741,2025-02-16T04:35:57,Delivered,Paid,9522.74,SAR,Equipment,High,2025-10-16T08:05:24,"24056 Lucas Plains Suite 729
New Andre, OH 34296",Yanbu,Handle with care,COD,4.61,358.67,771.01,Jessica Vazquez,Mrs. Candace Garza DDS,2025-10-04T23:50:10.823936,2025-10-04T23:50:10.823937
ORD31653,CUST3528,2025-03-12T00:00:47,Delivered,Paid,4804.06,SAR,Petrochemicals,Medium,2025-10-27T00:29:10,"81118 Landry Parkways Suite 059
West Shelley, NC 65673",Yanbu,Hazardous materials,Net 15,4.64,162.32,190.64,Amy Elliott DVM,Evan Smith MD,2025-10-04T23:50:10.824696,2025-10-04T23:50:10.824697
ORD84312,CUST2960,2025-03-08T15:34:11,Delivered,Paid,49785.92,SAR,Bulk Fuel,Medium,2025-11-02T01:39:14,"24533 Kennedy Station
Odonnellhaven, PW 80533",Hofuf,Express delivery,Prepaid,11.48,357.47,391.37,Melissa Campbell,Maria Peck,2025-10-04T23:50:10.830932,2025-10-04T23:50:10.830936
ORD81249,CUST3233,2025-06-29T19:28:05,Delivered,Paid,29053.48,SAR,Equipment,Medium,2025-10-21T11:52:08,"663 Jennifer Heights
Port Benjamin, LA 02967",Jubail,No special requirements,Net 15,10.64,399.97,873.97,Bradley Atkinson,Regina Sanchez,2025-10-04T23:50:10.832763,2025-10-04T23:50:10.832768
ORD95312,CUST3884,2025-06-14T03:10:17,Delivered,Paid,84526.46,SAR,Bulk Fuel,Low,2025-10-20T08:11:47,"38236 Morrison Meadow
South Christina, NH 62621",Jeddah,Handle with care,Net 30,3.29,413.58,663.6,Donna Roberts,James Price,2025-10-04T23:50:10.834499,2025-10-04T23:50:10.834502
ORD67823,CUST9440,2025-01-12T15:11:43,Delivered,Overdue,98846.77,SAR,Bulk Fuel,Low,2025-10-09T20:45:03,"5562 Murphy Courts Suite 872
Westshire, NY 81936",Jubail,Handle with care,Prepaid,1.83,452.54,669.65,Sarah Spencer,Julia Jones,2025-10-04T23:50:10.835728,2025-10-04T23:50:10.835734
ORD42270,CUST8943,2025-05-22T18:50:53,Delivered,Paid,741.27,SAR,Services,Medium,2025-10-17T06:14:16,"168 Sandra Fords
Gomezberg, FL 74116",Hofuf,Express delivery,Net 30,7.61,369.9,486.21,Chelsea Cannon,Barbara Jones,2025-10-04T23:50:10.836769,2025-10-04T23:50:10.836771
ORD94309,CUST6223,2025-06-07T08:56:40,Delivered,Paid,1208.02,SAR,Services,Medium,2025-10-29T01:47:10,"414 Woods Lock
Port Mary, GU 11136",Jazan,Hazardous materials,COD,6.25,165.28,899.6,Ashley Harper,Donald Burns,2025-10-04T23:50:10.837564,2025-10-04T23:50:10.837566
ORD84548,CUST7695,2025-03-19T22:39:35,In Transit,Paid,32049.32,SAR,Equipment,Medium,2025-10-15T12:12:17,"329 Coffey Crest
New Theresa, PA 47817",Hofuf,Temperature controlled,Net 30,12.57,174.19,308.89,Christina Ross,Jennifer Thomas,2025-10-04T23:50:10.838302,2025-10-04T23:50:10.838303
ORD91791,CUST8136,2025-04-27T10:55:02,Delivered,Pending,2175.93,SAR,Services,Medium,2025-10-19T02:18:10,"9323 Deanna Lock
North Laurieborough, DC 73819",Najran,Handle with care,COD,10.16,419.68,123.99,Luis Gomez,Kenneth Gordon,2025-10-04T23:50:10.839121,2025-10-04T23:50:10.839123
ORD83261,CUST2378,2025-04-05T02:48:13,Delivered,Paid,4737.0,SAR,Fuel Delivery,Medium,2025-10-16T13:05:04,"Unit 9896 Box 1720
DPO AP 12345",Jeddah,Hazardous materials,Net 30,11.52,266.44,870.48,Terry Mason,Ashley Mullen,2025-10-04T23:50:10.839663,2025-10-04T23:50:10.839664
ORD86584,CUST4775,2025-01-24T22:07:35,Delivered,Paid,3878.81,SAR,Lubricants,Medium,2025-10-15T16:41:25,"31753 Hopkins Square
South Megan, OH 74556",Najran,Handle with care,COD,10.35,332.93,840.38,Daniel Marshall,Jonathan Brown DDS,2025-10-04T23:50:10.840433,2025-10-04T23:50:10.840434
ORD74393,CUST8743,2025-02-19T00:42:15,Processing,Paid,2025.05,SAR,Lubricants,Medium,2025-10-14T04:20:53,"630 Cabrera Spurs Apt. 631
Stephaniefurt, AR 55144",Dammam,Temperature controlled,Net 15,2.84,367.83,310.63,Courtney Perez,Judy Chandler,2025-10-04T23:50:10.841523,2025-10-04T23:50:10.841527
ORD52715,CUST2312,2025-01-18T13:34:59,Delivered,Pending,21020.27,SAR,Bulk Fuel,Medium,2025-10-24T03:28:46,"83638 Michael Trafficway
Soniamouth, ND 47183",Jubail,Handle with care,Net 30,8.44,451.53,871.85,Jodi Ramos,Dr. Vincent Peterson,2025-10-04T23:50:10.848094,2025-10-04T23:50:10.848100
ORD75419,CUST9128,2025-04-11T21:41:33,Delivered,Overdue,6390.82,SAR,Lubricants,Medium,2025-10-21T14:58:16,"USNS Steele
FPO AP 02598",Abha,Handle with care,COD,9.28,291.47,104.42,Nicole Tyler PhD,Alexa Roberts,2025-10-04T23:50:10.854586,2025-10-04T23:50:10.854590
ORD12623,CUST8157,2025-01-18T02:49:12,Delivered,Paid,2359.95,SAR,Fuel Delivery,Low,2025-10-22T04:59:04,"499 Mcdonald Spur
Kellihaven, MO 02498",Riyadh,Temperature controlled,COD,2.0,398.73,992.65,Thomas Wang,Daniel Martin,2025-10-04T23:50:10.855802,2025-10-04T23:50:10.855805
ORD25384,CUST2106,2025-03-26T19:41:47,Pending,Paid,80167.42,SAR,Bulk Fuel,High,2025-10-08T00:42:22,"237 Byrd Spring
Port Christopherbury, NE 77375",Jubail,Handle with care,COD,7.54,156.86,114.49,Isabella Williams,Terry Hickman,2025-10-04T23:50:10.857159,2025-10-04T23:50:10.857162
ORD66093,CUST1390,2025-02-12T04:47:51,Confirmed,Pending,15001.82,SAR,Petrochemicals,High,2025-10-17T15:02:20,"Unit 0831 Box 9783
DPO AP 93097",Abha,No special requirements,Prepaid,11.1,97.97,306.05,Karen Olson,Becky Garrison,2025-10-04T23:50:10.857929,2025-10-04T23:50:10.857930
ORD83652,CUST3219,2025-04-05T18:47:30,Delivered,Paid,7201.44,SAR,Lubricants,Medium,2025-10-06T10:42:55,"42483 Davis Passage Apt. 750
East Samantha, ND 28101",Dammam,Temperature controlled,COD,7.68,169.62,135.47,Jennifer Edwards,Michael Smith,2025-10-04T23:50:10.862814,2025-10-04T23:50:10.862819
ORD64240,CUST7966,2025-03-25T20:47:28,Delivered,Paid,1358.14,SAR,Lubricants,Low,2025-10-15T03:05:16,"47928 Stacey Hollow
Patriciaport, IA 50566",Riyadh,No special requirements,Prepaid,6.69,248.03,157.22,Rebecca Boyd,Alice Morales,2025-10-04T23:50:10.864245,2025-10-04T23:50:10.864248
ORD86520,CUST8622,2025-01-06T09:00:48,Delivered,Paid,2042.72,SAR,Fuel Delivery,High,2025-10-14T08:55:06,"Unit 2910 Box 8804
DPO AA 02786",Taif,Temperature controlled,Net 30,5.52,282.96,366.62,Michelle Clark,Linda Barton,2025-10-04T23:50:10.864896,2025-10-04T23:50:10.864898
ORD23715,CUST5405,2025-04-17T12:41:05,Delivered,Paid,17095.33,SAR,Petrochemicals,Low,2025-10-21T08:16:01,"91802 Judith Parks
Lake Angela, CO 94567",Taif,No special requirements,Prepaid,0.99,148.8,285.81,Jamie Cisneros,Scott Brooks,2025-10-04T23:50:10.866095,2025-10-04T23:50:10.866098
ORD43889,CUST2445,2025-06-21T17:02:21,Delivered,Paid,6924.59,SAR,Lubricants,Low,2025-10-15T09:22:04,"694 Manning Lake
Andreastad, FM 40823",Jazan,Express delivery,COD,10.19,303.96,909.24,Allen Harris,Chad Rivas,2025-10-04T23:50:10.867673,2025-10-04T23:50:10.867679
ORD12641,CUST1157,2025-01-02T14:53:09,Delivered,Paid,2794.19,SAR,Services,Medium,2025-10-13T18:44:33,"95704 Blackburn Park Suite 912
West Damonchester, WA 51364",Hofuf,Express delivery,Net 15,3.84,397.86,673.94,Kim Garcia,Tammy Young,2025-10-04T23:50:10.869521,2025-10-04T23:50:10.869526
ORD41659,CUST9218,2025-04-14T11:30:49,Delivered,Overdue,13453.95,SAR,Petrochemicals,High,2025-10-27T07:26:49,"00569 Terry Ville Apt. 936
Port Barbara, OH 34579",Dammam,Temperature controlled,COD,12.72,449.72,296.56,Tyler Moreno,Miranda Brown,2025-10-04T23:50:10.870455,2025-10-04T23:50:10.870457
ORD69327,CUST7071,2025-05-17T20:05:12,Shipped,Pending,1407.03,SAR,Lubricants,Low,2025-10-18T15:48:54,"396 David Divide Suite 884
West Hannahmouth, DE 76694",Dammam,No special requirements,Prepaid,13.61,66.11,761.47,Deborah Mccullough,Dr. Jason Thompson III,2025-10-04T23:50:10.871290,2025-10-04T23:50:10.871292
ORD85338,CUST8675,2025-04-03T07:41:57,Delivered,Paid,12311.64,SAR,Equipment,Medium,2025-10-26T10:53:08,"PSC 7390, Box 9133
APO AA 01960",Taif,Temperature controlled,Prepaid,0.61,339.74,326.61,Sara Mendoza,Connie Johnson,2025-10-04T23:50:10.871830,2025-10-04T23:50:10.871833
ORD69373,CUST6546,2025-02-09T10:39:18,Shipped,Paid,12144.13,SAR,Petrochemicals,Medium,2025-10-13T18:40:14,"PSC 0266, Box 8749
APO AE 68462",Jazan,Express delivery,Net 15,7.6,330.07,131.66,Matthew Gallegos,Luke Edwards,2025-10-04T23:50:10.872441,2025-10-04T23:50:10.872443
ORD53639,CUST6721,2025-05-15T01:32:45,Delivered,Paid,13646.7,SAR,Equipment,High,2025-10-15T06:04:55,"56874 Lee Port
North Carlos, CO 03094",Hofuf,No special requirements,COD,2.77,130.33,623.33,Dawn Erickson,Eric Reed,2025-10-04T23:50:10.873432,2025-10-04T23:50:10.873435
ORD28960,CUST1819,2025-01-12T20:08:05,Delivered,Paid,8061.91,SAR,Petrochemicals,Low,2025-10-17T14:30:14,"34964 Wyatt Ville Apt. 485
Davidside, FL 33356",Riyadh,No special requirements,Net 30,3.66,73.81,106.43,Christina Larson,Philip Miles,2025-10-04T23:50:10.874263,2025-10-04T23:50:10.874265
ORD40235,CUST2269,2025-02-09T05:27:03,Delivered,Paid,7223.65,SAR,Equipment,Low,2025-10-21T19:47:54,"813 Connor Forges
Woodville, AR 30377",Riyadh,Express delivery,COD,3.27,360.67,268.18,Michelle Lopez,Brian Young,2025-10-04T23:50:10.875049,2025-10-04T23:50:10.875051
ORD87288,CUST1521,2025-03-01T12:04:38,Delivered,Paid,4161.81,SAR,Services,Low,2025-10-08T13:24:32,"100 Morton Centers
Hallfort, MI 21218",Jubail,No special requirements,Net 30,13.48,155.17,107.49,Megan Perry,Nicholas Carter,2025-10-04T23:50:10.881792,2025-10-04T23:50:10.881796
ORD39702,CUST5656,2025-02-07T17:16:00,Delivered,Pending,30327.39,SAR,Equipment,Medium,2025-11-01T22:14:24,"78599 Everett Roads
Kellyview, ND 76318",Yanbu,Handle with care,Net 15,7.15,431.52,732.75,Laura Howard,Jacob Rangel,2025-10-04T23:50:10.888204,2025-10-04T23:50:10.888209
ORD42426,CUST1701,2025-01-13T22:35:38,Delivered,Paid,3348.68,SAR,Fuel Delivery,High,2025-10-21T23:28:25,"583 Sanchez Trail Apt. 529
Shelbyland, RI 35279",Hofuf,Hazardous materials,Prepaid,9.87,122.77,759.92,Lisa Hernandez,Zachary King,2025-10-04T23:50:10.890539,2025-10-04T23:50:10.890543
ORD67014,CUST9762,2025-03-15T16:55:54,Delivered,Paid,45771.18,SAR,Bulk Fuel,Low,2025-11-01T03:53:31,"10555 Crawford Plaza
Victoriaburgh, UT 08004",Yanbu,Hazardous materials,Net 15,14.22,213.65,311.35,Marcus Edwards,Chad Gonzalez,2025-10-04T23:50:10.891803,2025-10-04T23:50:10.891806
ORD69836,CUST9670,2025-06-02T19:49:36,Delivered,Pending,3836.55,SAR,Services,Low,2025-10-31T15:45:36,"363 Williams Brook
Madisonmouth, GA 01764",Dammam,Express delivery,Net 30,12.62,215.66,899.72,Richard Gonzalez,Mary Gonzalez,2025-10-04T23:50:10.898305,2025-10-04T23:50:10.898309
ORD81431,CUST6037,2025-04-03T12:03:19,In Transit,Paid,65271.74,SAR,Bulk Fuel,Medium,2025-10-21T19:40:18,"136 Tyler Knolls Apt. 243
Butlerberg, NV 54208",Najran,Express delivery,Net 30,7.61,88.25,347.42,Kelsey Smith,Mrs. Kimberly Harrison,2025-10-04T23:50:10.900298,2025-10-04T23:50:10.900302
ORD50719,CUST3730,2025-04-16T19:30:36,Delivered,Paid,24971.31,SAR,Equipment,Low,2025-10-27T02:41:43,"959 Butler Street Apt. 563
Lake Veronicachester, WV 90298",Dammam,Hazardous materials,Net 15,2.14,295.03,567.62,Victor Sullivan,Johnny Wells,2025-10-04T23:50:10.901557,2025-10-04T23:50:10.901560
ORD51560,CUST2324,2025-02-01T00:14:53,In Transit,Pending,27661.29,SAR,Equipment,Medium,2025-10-19T23:32:38,"55821 Martin Turnpike Apt. 340
Traceymouth, MO 71185",Hofuf,Temperature controlled,Net 15,9.72,438.33,537.53,James Walker,Steven Gibson,2025-10-04T23:50:10.902644,2025-10-04T23:50:10.902647
ORD67948,CUST4924,2025-01-22T16:57:14,Processing,Paid,14797.42,SAR,Equipment,High,2025-10-24T18:24:47,"PSC 6946, Box 1452
APO AA 72760",Yanbu,Handle with care,Prepaid,4.32,342.68,303.48,Carol Henry,Mark Casey,2025-10-04T23:50:10.903211,2025-10-04T23:50:10.903212
ORD60651,CUST3071,2025-05-01T06:11:44,Delivered,Paid,834.36,SAR,Fuel Delivery,Low,2025-10-31T10:24:31,"USNS Williamson
FPO AE 41726",Hofuf,No special requirements,Prepaid,6.26,79.93,611.53,Samuel Foster,Jessica Kirk,2025-10-04T23:50:10.903838,2025-10-04T23:50:10.903839
ORD62381,CUST3187,2025-04-06T12:12:39,Delivered,Paid,3653.18,SAR,Lubricants,High,2025-10-26T10:45:46,"83531 Victor Prairie
Hornfurt, PW 38095",Jazan,Express delivery,COD,11.94,265.27,352.54,Zachary Jones,Megan Brown,2025-10-04T23:50:10.904577,2025-10-04T23:50:10.904578
ORD76210,CUST2720,2025-01-17T17:02:09,In Transit,Partial,1022.24,SAR,Services,Medium,2025-10-25T15:39:39,"40465 David Stravenue Apt. 454
New Susanburgh, NH 15667",Jazan,Temperature controlled,COD,9.0,172.57,256.6,Daniel David,Brandon Thomas,2025-10-04T23:50:10.905394,2025-10-04T23:50:10.905395
ORD28444,CUST7840,2025-01-09T09:50:46,In Transit,Partial,4486.66,SAR,Services,Medium,2025-11-01T19:08:14,"1121 Jenkins Cove Suite 457
West Randy, IN 18277",Jubail,Handle with care,COD,14.09,87.15,198.47,Jackie Buchanan,Jordan Dawson,2025-10-04T23:50:10.906149,2025-10-04T23:50:10.906149
ORD38825,CUST5731,2025-05-31T05:19:16,Delivered,Paid,2628.25,SAR,Services,Low,2025-10-31T10:05:32,"67543 Gross Oval Suite 264
Reynoldsside, FM 77044",Dammam,Hazardous materials,Net 30,11.79,103.47,939.56,Johnny Wheeler,Aaron Richardson,2025-10-04T23:50:10.906918,2025-10-04T23:50:10.906919
ORD57579,CUST7900,2025-05-16T03:59:57,Delivered,Paid,4873.42,SAR,Lubricants,Medium,2025-10-21T20:03:11,"2423 Carrillo Stream Suite 727
West Angelaborough, WA 73324",Jazan,Express delivery,Net 15,8.38,293.62,434.93,Kayla Rhodes,Erin Hill,2025-10-04T23:50:10.907657,2025-10-04T23:50:10.907658
ORD20513,CUST2277,2025-05-08T22:17:31,Delivered,Paid,47437.52,SAR,Bulk Fuel,Low,2025-10-06T22:29:59,"10234 Paul Pike Suite 163
Frankberg, MI 52542",Taif,No special requirements,Prepaid,12.65,348.5,649.06,Danielle Gregory,Lisa Foley,2025-10-04T23:50:10.908365,2025-10-04T23:50:10.908366
ORD60819,CUST3489,2025-05-14T07:33:21,Delivered,Partial,2792.23,SAR,Services,Medium,2025-11-03T21:43:58,"1990 Moore Gateway Apt. 267
Lake Ryan, ND 80138",Dammam,Temperature controlled,COD,9.61,484.46,780.01,Brian Lee,Zachary Phillips,2025-10-04T23:50:10.914735,2025-10-04T23:50:10.914738
ORD65502,CUST7780,2025-04-15T20:35:09,Confirmed,Pending,1401.07,SAR,Services,Medium,2025-10-27T03:32:12,"571 Jeffrey Mountains
Port Diana, DE 17683",Taif,Express delivery,Net 15,10.63,359.27,400.12,Carrie Wright,Ashley Barber,2025-10-04T23:50:10.916002,2025-10-04T23:50:10.916007
ORD16081,CUST5156,2025-05-18T11:55:31,In Transit,Paid,1803.47,SAR,Services,Low,2025-10-09T14:19:32,"USNS Holmes
FPO AP 30407",Najran,Temperature controlled,COD,5.01,242.53,655.4,Ebony Cruz,Cathy Arnold,2025-10-04T23:50:10.917662,2025-10-04T23:50:10.917666
ORD40633,CUST5113,2025-03-02T22:03:49,Delivered,Pending,18569.04,SAR,Petrochemicals,High,2025-10-25T09:02:53,"1501 Dixon Lodge Apt. 787
Jeanhaven, PA 86056",Yanbu,Hazardous materials,Prepaid,1.07,366.93,185.78,William Savage,Stephanie Lopez,2025-10-04T23:50:10.918796,2025-10-04T23:50:10.918799
ORD85733,CUST2464,2025-02-04T05:12:59,Delivered,Paid,54131.92,SAR,Bulk Fuel,High,2025-10-18T04:35:28,"81062 Hernandez Plaza Apt. 347
Victoriastad, FM 51451",Hofuf,Handle with care,Prepaid,0.58,458.55,317.81,William Williamson,Leslie Romero,2025-10-04T23:50:10.919652,2025-10-04T23:50:10.919654
ORD91205,CUST6473,2025-01-01T14:23:29,Delivered,Pending,9703.57,SAR,Petrochemicals,Medium,2025-10-14T21:02:55,"2513 Jones Pines
Paulmouth, IL 47721",Jazan,No special requirements,Net 30,6.57,446.42,616.43,Caroline Perez,James Williams,2025-10-04T23:50:10.920734,2025-10-04T23:50:10.920742
ORD33528,CUST3484,2025-04-05T07:46:58,Shipped,Pending,6092.62,SAR,Lubricants,Medium,2025-10-12T17:13:24,"2847 Guy Trace
Amybury, KS 90676",Jubail,Temperature controlled,COD,12.11,174.12,109.03,Alyssa Ortiz,Erin Sellers,2025-10-04T23:50:10.922416,2025-10-04T23:50:10.922420
ORD27041,CUST3264,2025-06-20T12:28:47,Processing,Pending,2768.32,SAR,Services,Low,2025-10-18T05:04:46,"580 Michael Field Suite 132
Larsenland, KS 78601",Dammam,Express delivery,Net 15,4.66,285.13,786.78,Lisa Brandt,Mary Clarke,2025-10-04T23:50:10.923531,2025-10-04T23:50:10.923534
ORD54948,CUST8485,2025-02-05T00:19:45,Delivered,Paid,5665.2,SAR,Lubricants,Low,2025-10-11T17:43:03,"384 Kelli Row Suite 986
Nelsonland, MI 39365",Jeddah,No special requirements,Net 15,10.0,487.31,146.24,Katie Jones,Christina Smith PhD,2025-10-04T23:50:10.925206,2025-10-04T23:50:10.925210
ORD78490,CUST1943,2025-03-10T23:13:56,Delivered,Paid,13362.4,SAR,Petrochemicals,Medium,2025-10-25T11:53:56,"Unit 0884 Box 6673
DPO AP 73640",Riyadh,No special requirements,Prepaid,4.39,324.86,603.53,Lauren Owen,Pamela Rivas,2025-10-04T23:50:10.931777,2025-10-04T23:50:10.931782
ORD72395,CUST9196,2025-05-24T00:02:45,Delivered,Paid,24854.11,SAR,Equipment,High,2025-10-16T06:10:09,"0499 Matthew Tunnel
East Carl, GU 46559",Najran,Hazardous materials,COD,4.2,385.93,753.13,Larry Barnes,Crystal Lewis,2025-10-04T23:50:10.937486,2025-10-04T23:50:10.937490
ORD98039,CUST3230,2025-05-15T11:36:26,In Transit,Pending,6968.29,SAR,Lubricants,High,2025-10-27T00:12:09,"PSC 9814, Box 8109
APO AE 25388",Jubail,No special requirements,Net 30,3.0,101.2,140.12,Nicholas Bryant,Paul Tapia,2025-10-04T23:50:10.938394,2025-10-04T23:50:10.938396
ORD60631,CUST2468,2025-05-13T12:13:57,In Transit,Partial,80423.76,SAR,Bulk Fuel,High,2025-10-07T17:57:56,"15451 Stewart Stream
East Tonymouth, ME 31627",Taif,Hazardous materials,Prepaid,13.47,342.57,656.7,Ashley Webb,Rebecca Foster,2025-10-04T23:50:10.939981,2025-10-04T23:50:10.939984
ORD84024,CUST4761,2025-04-15T20:56:37,In Transit,Paid,29116.75,SAR,Equipment,Low,2025-10-25T09:46:23,"3304 Paige Place
South Deannafurt, NY 59474",Hofuf,Hazardous materials,COD,5.42,312.87,639.34,Mark King,Brianna Brown,2025-10-04T23:50:10.940761,2025-10-04T23:50:10.940762
ORD34038,CUST6644,2025-01-26T06:03:25,Delivered,Paid,4828.6,SAR,Services,Low,2025-10-11T22:26:10,"97457 Leach Mission Suite 288
North Jenniferland, NV 13991",Yanbu,Hazardous materials,Prepaid,12.59,322.99,878.11,Whitney Snyder,Judith Ruiz,2025-10-04T23:50:10.941518,2025-10-04T23:50:10.941519
ORD58775,CUST9575,2025-01-03T22:11:42,Delivered,Paid,4276.62,SAR,Lubricants,High,2025-10-29T11:11:09,"Unit 8594 Box 5129
DPO AA 52910",Hofuf,No special requirements,Net 15,1.38,341.65,342.48,Cassandra Gutierrez,Andrew Alexander,2025-10-04T23:50:10.947856,2025-10-04T23:50:10.947861
ORD54807,CUST9917,2025-02-07T09:08:50,Delivered,Overdue,6459.99,SAR,Petrochemicals,Medium,2025-10-11T13:12:01,"84645 Murphy Via Apt. 267
North Jillport, ID 41290",Abha,Temperature controlled,Net 30,10.28,477.18,605.02,Jonathan Davis,Michele Cox,2025-10-04T23:50:10.954644,2025-10-04T23:50:10.954651
ORD86452,CUST4237,2025-03-08T11:59:44,Processing,Pending,49991.82,SAR,Equipment,Medium,2025-10-28T11:10:47,"31326 Katelyn Branch Suite 062
North Michael, MP 68881",Jazan,Temperature controlled,Net 15,14.35,280.32,380.11,Joanne Gray,Mr. Matthew Hernandez DDS,2025-10-04T23:50:10.957563,2025-10-04T23:50:10.957568
ORD13278,CUST3644,2025-01-18T01:26:25,Delivered,Paid,7487.73,SAR,Lubricants,Medium,2025-10-31T19:42:34,"0384 Smith Street
Michaelside, CT 51230",Jazan,Handle with care,Net 30,4.93,488.08,649.95,Tammy Tran,Darlene Joyce,2025-10-04T23:50:10.973027,2025-10-04T23:50:10.973032
