order_id,customer_id,order_date,order_status,payment_status,total_amount_sar,currency,order_type,priority,delivery_date,delivery_address,delivery_city,special_instructions,payment_terms,discount_percent,tax_amount_sar,shipping_cost_sar,created_by,approved_by,created_at,updated_at
ORD31485,CUST6247,2025-04-13T20:32:13,Delivered,Paid,4932.28,SAR,Services,Low,2025-10-22T05:32:19,"475 Ricardo Street Suite 538
Alexandrachester, SC 81492",Jazan,Express delivery,Prepaid,3.96,132.75,242.75,Anthony Baker,Amanda Wiggins,2025-10-04T21:15:00.939604,2025-10-04T21:15:00.939605
ORD68075,CUST7519,2025-04-22T06:17:01,Processing,Pending,2008.16,SAR,Fuel Delivery,Medium,2025-10-21T12:15:25,"94355 Claudia Street
North Jo, LA 88731",Riyadh,Handle with care,COD,13.59,348.35,721.38,Carolyn Schroeder,Mrs. Danielle Graves,2025-10-04T21:15:00.940336,2025-10-04T21:15:00.940337
ORD19990,CUST1678,2025-04-23T07:57:04,Pending,Pending,34081.22,SAR,Equipment,High,2025-10-15T17:24:44,"1305 Bennett Road Apt. 468
New Kristiland, NE 21164",Abha,Temperature controlled,COD,3.27,381.63,675.65,Crystal Delgado,Sharon Walton,2025-10-04T21:15:00.941092,2025-10-04T21:15:00.941093
ORD29213,CUST5559,2025-05-24T16:38:19,Delivered,Paid,12075.08,SAR,Bulk Fuel,Low,2025-10-06T14:31:07,"619 Phillip Manor Suite 701
North Mary, IL 84438",Dammam,Temperature controlled,COD,5.23,292.01,528.77,Mrs. Lindsey Bradley MD,Angelica Hughes,2025-10-04T21:15:00.941825,2025-10-04T21:15:00.941826
ORD58035,CUST6626,2025-03-07T05:00:45,In Transit,Pending,14054.02,SAR,Equipment,High,2025-10-15T06:15:02,"3398 Frank Rue Apt. 449
Port Meganland, OH 06212",Abha,Temperature controlled,Net 30,0.97,379.81,481.51,Javier Little,Robert Wallace,2025-10-04T21:15:00.942542,2025-10-04T21:15:00.942543
ORD37807,CUST4876,2025-02-01T04:46:28,Delivered,Paid,1288.46,SAR,Services,Low,2025-10-14T19:33:18,"Unit 7404 Box 5615
DPO AP 19336",Abha,Temperature controlled,COD,10.48,258.2,925.2,Kenneth Reid,Maria Knight,2025-10-04T21:15:00.943043,2025-10-04T21:15:00.943043
ORD38943,CUST8908,2025-05-30T00:06:45,Shipped,Pending,4931.05,SAR,Services,Medium,2025-10-06T03:18:29,"81512 Laura Court Suite 971
Allisonview, NV 12226",Najran,Hazardous materials,COD,14.48,90.54,980.44,Paul Hull,Steve Burke,2025-10-04T21:15:00.943750,2025-10-04T21:15:00.943751
ORD78967,CUST6927,2025-03-20T17:39:27,In Transit,Paid,4033.71,SAR,Services,High,2025-10-21T12:51:03,"060 Trevor Street Suite 045
Sanchezside, MO 71446",Hofuf,Express delivery,COD,14.02,310.42,438.64,Michael Boone,Kara Walter,2025-10-04T21:15:00.944505,2025-10-04T21:15:00.944506
ORD23337,CUST3725,2025-04-13T19:17:41,Delivered,Paid,41209.33,SAR,Equipment,Low,2025-10-30T13:53:07,"09597 Stephen Road
South Jared, WY 62957",Riyadh,Express delivery,Prepaid,3.5,439.74,236.84,Wendy Edwards,Christina Ayala,2025-10-04T21:15:00.945199,2025-10-04T21:15:00.945200
ORD80560,CUST3404,2025-03-16T00:37:42,Delivered,Overdue,3263.49,SAR,Lubricants,Medium,2025-10-22T23:37:33,"33045 Stacy Lodge Suite 606
East Kristinchester, VA 15189",Dammam,Handle with care,COD,8.38,103.31,920.24,Anthony Perez,Christopher Payne,2025-10-04T21:15:00.945902,2025-10-04T21:15:00.945903
ORD60590,CUST1729,2025-04-19T05:50:22,Delivered,Paid,4707.35,SAR,Fuel Delivery,High,2025-10-17T16:28:52,"13202 Johnson Route Suite 449
Michaelbury, VA 16600",Abha,Hazardous materials,Prepaid,3.42,272.41,976.32,Alexis Brown,Rebecca Clark,2025-10-04T21:15:00.946659,2025-10-04T21:15:00.946660
ORD73356,CUST4504,2025-04-22T01:09:09,Delivered,Paid,37161.66,SAR,Equipment,Medium,2025-10-29T06:32:34,"441 William Spurs Apt. 850
East Hannah, UT 70035",Jazan,Handle with care,COD,3.71,323.04,663.86,Cynthia Fischer,Gloria Lane,2025-10-04T21:15:00.949204,2025-10-04T21:15:00.949207
ORD34069,CUST9662,2025-02-10T12:50:05,Delivered,Pending,19601.0,SAR,Petrochemicals,High,2025-10-19T01:34:20,"606 Daniel Highway
West Sean, CT 32600",Taif,Handle with care,COD,2.36,353.4,653.63,Jeremy Cruz,James Blackburn,2025-10-04T21:15:00.950001,2025-10-04T21:15:00.950002
ORD56908,CUST7567,2025-02-15T00:27:36,Delivered,Paid,4975.07,SAR,Fuel Delivery,Medium,2025-10-27T16:22:51,"0240 Alison Locks
North Craigport, MP 95234",Riyadh,Handle with care,Net 15,12.22,215.33,141.26,Dawn Hall,Ryan Herrera,2025-10-04T21:15:00.950725,2025-10-04T21:15:00.950726
ORD44139,CUST9389,2025-01-31T04:00:26,Processing,Paid,10261.84,SAR,Petrochemicals,High,2025-10-12T16:15:09,"07522 Johnson Crest Suite 687
Lambtown, FM 49601",Jazan,No special requirements,Prepaid,3.69,57.52,789.81,Chelsea Bates,Lee Davis,2025-10-04T21:15:00.951503,2025-10-04T21:15:00.951503
ORD15384,CUST2990,2025-02-22T15:26:33,Confirmed,Partial,90644.33,SAR,Bulk Fuel,High,2025-11-01T22:40:22,"517 Kimberly Center
North Catherinefurt, WI 61103",Abha,Handle with care,Net 15,6.48,408.49,977.37,Ashley Myers,Abigail Delgado,2025-10-04T21:15:00.952219,2025-10-04T21:15:00.952220
ORD67457,CUST7493,2025-05-23T12:05:45,Delivered,Partial,8443.58,SAR,Petrochemicals,High,2025-10-24T19:07:18,"339 Beck Causeway
Murphymouth, IN 13558",Yanbu,No special requirements,Net 30,8.89,63.13,788.27,Alyssa Watson,George Villa,2025-10-04T21:15:00.952978,2025-10-04T21:15:00.952979
ORD94922,CUST4722,2025-02-19T07:15:04,Delivered,Paid,1533.98,SAR,Services,High,2025-10-31T10:26:40,"PSC 8108, Box 6650
APO AA 58154",Dammam,Temperature controlled,COD,8.47,77.12,176.63,Kelly Gonzalez,David Silva,2025-10-04T21:15:00.953488,2025-10-04T21:15:00.953488
ORD57442,CUST7153,2025-03-19T10:36:03,Confirmed,Paid,40858.83,SAR,Equipment,High,2025-10-27T22:59:37,"512 Howard Avenue
Flemingport, MP 54454",Hofuf,Hazardous materials,Net 30,13.82,439.26,646.56,Angela Valdez,Jeremy Johnston,2025-10-04T21:15:00.954232,2025-10-04T21:15:00.954233
ORD30241,CUST4338,2025-05-15T06:00:14,Delivered,Pending,85907.99,SAR,Bulk Fuel,High,2025-10-09T22:11:21,"89072 Wilson Flat Apt. 485
Lake Christophermouth, FL 24209",Yanbu,Hazardous materials,Net 30,0.67,315.49,904.64,Nancy Manning,Todd Gonzalez,2025-10-04T21:15:00.955000,2025-10-04T21:15:00.955001
ORD98785,CUST8934,2025-04-09T12:28:33,Delivered,Paid,9090.67,SAR,Lubricants,Medium,2025-10-10T13:51:19,"18133 Larson Green
Lake Kaylee, TN 19795",Taif,Temperature controlled,Net 30,9.84,153.4,288.98,Emily Shaw,Cindy Smith,2025-10-04T21:15:00.955782,2025-10-04T21:15:00.955783
ORD11094,CUST2077,2025-04-17T14:09:37,In Transit,Pending,1438.27,SAR,Lubricants,High,2025-10-25T03:15:58,"3967 Robert Rapid Apt. 704
Stanleyberg, NE 48645",Hofuf,Hazardous materials,COD,7.04,336.84,478.01,Vanessa Greene,Maria Hanson,2025-10-04T21:15:00.956554,2025-10-04T21:15:00.956555
ORD38645,CUST9062,2025-06-09T07:50:41,Delivered,Paid,1026.24,SAR,Services,Medium,2025-10-09T17:20:43,"554 John Plains
Kaylastad, KY 26051",Riyadh,Temperature controlled,Prepaid,14.67,169.63,742.99,Rachel Miller,David Bradley,2025-10-04T21:15:00.957260,2025-10-04T21:15:00.957261
ORD15265,CUST9039,2025-03-12T15:18:13,Delivered,Paid,3605.62,SAR,Petrochemicals,High,2025-10-29T20:33:18,"4057 Phillips Heights
Chenton, GA 99266",Riyadh,Hazardous materials,Net 30,3.65,384.77,441.37,Joshua Owens,Dustin Patton,2025-10-04T21:15:00.958012,2025-10-04T21:15:00.958013
ORD48555,CUST7595,2025-04-23T12:15:47,In Transit,Paid,49970.0,SAR,Equipment,Low,2025-10-08T15:14:51,"415 Roth Mountain Apt. 840
Myersfort, TX 94764",Jubail,No special requirements,Net 15,11.48,176.25,845.4,Miss Tracie Johnson,Ms. Cheyenne Acevedo,2025-10-04T21:15:00.958812,2025-10-04T21:15:00.958813
ORD53165,CUST2075,2025-06-28T19:52:25,In Transit,Paid,53805.62,SAR,Bulk Fuel,High,2025-10-17T00:59:22,"Unit 8733 Box 8449
DPO AE 33754",Jazan,No special requirements,Net 15,11.19,324.19,694.7,Caitlyn Johnson,Daniel Hughes,2025-10-04T21:15:00.959393,2025-10-04T21:15:00.959395
ORD32962,CUST1834,2025-04-15T17:14:02,Shipped,Paid,4295.7,SAR,Services,High,2025-10-24T04:17:03,"964 Morton Cliff
Gouldfurt, AZ 36975",Yanbu,Handle with care,Net 30,10.89,130.02,613.49,Julia Archer,Timothy Page,2025-10-04T21:15:00.960468,2025-10-04T21:15:00.960471
ORD74780,CUST3063,2025-06-25T10:00:04,Shipped,Paid,842.66,SAR,Fuel Delivery,Medium,2025-10-14T12:57:28,"7385 Elizabeth Fork
West Mark, MI 53117",Jeddah,Handle with care,Net 15,2.22,426.77,398.5,Sherry Fowler,Mrs. Victoria Bryant PhD,2025-10-04T21:15:00.962583,2025-10-04T21:15:00.962587
ORD40380,CUST4481,2025-03-26T14:12:12,Delivered,Paid,3984.25,SAR,Services,Low,2025-10-09T11:11:29,"299 Daniel Ramp Suite 968
New Ronaldborough, PR 79177",Jeddah,Temperature controlled,Net 30,1.82,84.67,374.57,Rebecca Morris,Natasha Nguyen,2025-10-04T21:15:00.965816,2025-10-04T21:15:00.965819
ORD54564,CUST6727,2025-02-27T23:01:40,Shipped,Paid,9789.42,SAR,Lubricants,Medium,2025-10-15T19:26:13,"8994 Rowland Bypass
East Carmenmouth, LA 98934",Taif,Hazardous materials,COD,11.86,87.52,949.59,Brianna Blake,Mr. Christopher Huang,2025-10-04T21:15:00.966802,2025-10-04T21:15:00.966803
ORD48856,CUST9618,2025-04-30T03:05:28,In Transit,Paid,17730.93,SAR,Petrochemicals,High,2025-10-20T03:25:04,"0074 Christopher Mission
Jasminport, IA 71321",Abha,Express delivery,Net 15,8.13,202.94,964.58,Jeffrey Douglas,Ronald Archer,2025-10-04T21:15:00.967519,2025-10-04T21:15:00.967519
ORD18345,CUST1127,2025-06-10T12:24:20,Delivered,Paid,1561.39,SAR,Services,Low,2025-10-07T21:31:56,"09525 Watson Freeway
Lake Danielside, AK 09241",Riyadh,Express delivery,Net 30,7.55,351.18,334.72,Jordan Peterson,Joseph Thomas,2025-10-04T21:15:00.968267,2025-10-04T21:15:00.968268
ORD82813,CUST9315,2025-04-26T19:29:25,Shipped,Pending,62560.93,SAR,Bulk Fuel,Medium,2025-10-24T19:54:45,"43865 Elizabeth Glens Apt. 558
Barryton, CA 47441",Dammam,Temperature controlled,Net 15,2.93,255.1,224.86,Kevin Pearson,Anna Frederick,2025-10-04T21:15:00.969018,2025-10-04T21:15:00.969019
ORD45659,CUST3151,2025-02-24T14:33:50,Shipped,Paid,4800.16,SAR,Fuel Delivery,Low,2025-10-18T16:52:10,"97825 Anthony Points
Matthewborough, VA 82823",Riyadh,Temperature controlled,Net 30,11.01,221.6,103.75,Mr. Matthew Black,Shawn Brown,2025-10-04T21:15:00.969717,2025-10-04T21:15:00.969718
ORD10011,CUST4116,2025-06-06T22:57:47,Delivered,Paid,6914.21,SAR,Equipment,Low,2025-11-03T18:55:19,"908 Nicole Keys
East Juliefort, AZ 49984",Jubail,Temperature controlled,Net 30,12.01,223.68,937.45,Edward Mcintosh,William Nelson,2025-10-04T21:15:00.970406,2025-10-04T21:15:00.970407
ORD77878,CUST8883,2025-05-20T16:29:41,Delivered,Paid,11527.47,SAR,Petrochemicals,High,2025-10-15T21:41:14,"270 Darlene Corner
Sanchezfort, MA 18860",Riyadh,Handle with care,Net 30,11.89,142.17,494.46,Andrew Parker,Lisa Higgins,2025-10-04T21:15:00.971131,2025-10-04T21:15:00.971131
ORD87801,CUST6870,2025-05-10T02:35:30,Delivered,Paid,6051.79,SAR,Lubricants,High,2025-10-27T05:47:43,"6658 Teresa Stream Suite 769
Carmenshire, NM 18136",Yanbu,Express delivery,COD,14.75,190.74,503.15,Daniel Garcia,Casey Adkins,2025-10-04T21:15:00.971837,2025-10-04T21:15:00.971837
ORD18613,CUST8841,2025-06-22T08:15:44,Delivered,Paid,3890.99,SAR,Petrochemicals,High,2025-10-12T08:30:11,"334 Vega Plains Apt. 894
Jamesside, MH 49554",Taif,Express delivery,COD,12.86,196.85,863.51,Xavier Williams,Cody Lynch,2025-10-04T21:15:00.972572,2025-10-04T21:15:00.972573
ORD66377,CUST7935,2025-06-18T06:50:10,Delivered,Overdue,22258.67,SAR,Equipment,Medium,2025-10-18T07:37:23,"72482 Ronald Hollow Apt. 697
South Amandaview, NC 39738",Hofuf,Express delivery,Net 30,8.0,496.72,511.69,Shannon Stewart,Cody Smith,2025-10-04T21:15:00.973294,2025-10-04T21:15:00.973295
ORD69123,CUST4066,2025-05-17T20:02:29,Delivered,Paid,14000.68,SAR,Petrochemicals,Medium,2025-10-22T02:03:14,"83678 Hansen Port
Shannonberg, PW 13257",Jubail,Handle with care,COD,10.7,347.63,440.12,Kathleen Molina,Amy Ryan,2025-10-04T21:15:00.974014,2025-10-04T21:15:00.974015
ORD91855,CUST2290,2025-02-14T15:25:36,Delivered,Paid,6438.75,SAR,Petrochemicals,Medium,2025-10-12T15:53:32,"6109 Moreno Locks
Davilafort, OR 63960",Yanbu,No special requirements,Net 30,6.48,334.12,384.1,Brittany Lopez,Sheryl Robertson,2025-10-04T21:15:00.974765,2025-10-04T21:15:00.974766
ORD71632,CUST7631,2025-03-01T13:56:35,In Transit,Pending,1312.77,SAR,Lubricants,High,2025-10-12T02:01:52,"01776 Gonzalez Road
East Mirandafurt, KY 75729",Jubail,Hazardous materials,Net 15,2.98,373.14,960.91,Tracy Underwood,Raymond Brewer,2025-10-04T21:15:00.975483,2025-10-04T21:15:00.975484
ORD98290,CUST3833,2025-04-23T02:49:22,In Transit,Paid,12981.57,SAR,Equipment,Low,2025-11-02T19:55:02,"636 Taylor Dale
Jacobfurt, VA 99246",Yanbu,Hazardous materials,Net 15,8.51,484.09,517.81,Marie Martin,Deborah Flores,2025-10-04T21:15:00.976165,2025-10-04T21:15:00.976165
ORD54084,CUST2849,2025-06-01T18:14:56,In Transit,Paid,4169.84,SAR,Fuel Delivery,Low,2025-11-02T10:24:11,"825 Kelsey Falls
Moranshire, DE 65462",Dammam,Temperature controlled,Net 30,12.69,169.02,172.59,Daniel Hardin,Nicole Mills,2025-10-04T21:15:00.976880,2025-10-04T21:15:00.976881
ORD29894,CUST5568,2025-03-06T01:40:05,Delivered,Paid,1877.88,SAR,Services,Medium,2025-11-02T03:00:37,"5412 Ayers Island
Williamsmouth, CO 51450",Riyadh,Express delivery,COD,7.5,285.19,964.35,Katelyn Howard,Christine Barr,2025-10-04T21:15:00.977630,2025-10-04T21:15:00.977631
ORD58075,CUST8115,2025-04-02T13:02:39,Delivered,Paid,6986.18,SAR,Equipment,High,2025-10-12T01:37:36,"682 Hinton Walks Suite 524
East Cassie, ND 56441",Hofuf,Handle with care,Prepaid,13.88,416.08,973.52,Kelly Hooper,Daniel Marsh,2025-10-04T21:15:00.978357,2025-10-04T21:15:00.978358
ORD35773,CUST3620,2025-04-07T23:33:07,Delivered,Paid,22597.19,SAR,Equipment,Low,2025-10-15T14:42:05,"USS Gardner
FPO AP 22574",Jubail,Express delivery,Prepaid,8.85,231.19,485.9,Nathan Andersen,Brady Jones,2025-10-04T21:15:00.978945,2025-10-04T21:15:00.978945
ORD65989,CUST5987,2025-03-03T08:54:32,Confirmed,Paid,2176.81,SAR,Fuel Delivery,Low,2025-10-08T08:35:59,"Unit 9165 Box 6431
DPO AE 17491",Riyadh,Express delivery,Net 30,5.06,231.63,629.3,Tammy Hudson,Cathy Kennedy,2025-10-04T21:15:00.979453,2025-10-04T21:15:00.979453
ORD76560,CUST9439,2025-03-28T20:50:17,Processing,Paid,4901.29,SAR,Services,Low,2025-10-22T16:12:36,"152 Christina Isle
Jeromeberg, NM 18594",Jeddah,Handle with care,COD,10.36,208.12,664.19,Karen Gray,Paige Thompson,2025-10-04T21:15:00.982761,2025-10-04T21:15:00.982765
ORD74493,CUST1196,2025-02-08T08:36:28,Delivered,Paid,14906.57,SAR,Petrochemicals,Low,2025-10-16T06:07:39,"944 Daniel Stream
Lake Kenneth, WY 40671",Taif,Express delivery,Net 30,6.45,305.29,459.92,Pamela Taylor,Joshua Butler,2025-10-04T21:15:00.983725,2025-10-04T21:15:00.983727
ORD42357,CUST2650,2025-04-01T04:53:44,Delivered,Paid,6571.44,SAR,Lubricants,High,2025-10-31T18:04:51,"88935 Gonzalez Mills Apt. 429
Jenkinstown, IN 68854",Hofuf,Hazardous materials,Prepaid,13.82,427.28,362.94,Dwayne Mclean,Ian Thomas,2025-10-04T21:15:00.984549,2025-10-04T21:15:00.984550
ORD13873,CUST8363,2025-05-30T14:18:19,Delivered,Paid,12937.58,SAR,Petrochemicals,High,2025-10-17T18:57:08,"5008 Compton Terrace Suite 872
Jamesfort, ID 98643",Najran,Temperature controlled,Prepaid,0.23,381.36,916.66,Ethan Rivera,Patricia Gomez,2025-10-04T21:15:00.985295,2025-10-04T21:15:00.985296
ORD48930,CUST5472,2025-04-08T03:57:12,Delivered,Paid,7853.07,SAR,Lubricants,Medium,2025-10-28T06:09:44,"7101 Rodriguez Roads
Port Elizabethburgh, VT 75709",Riyadh,No special requirements,Prepaid,7.66,411.12,118.7,Jack Martin,Gregory Carlson,2025-10-04T21:15:00.986025,2025-10-04T21:15:00.986026
ORD23447,CUST5748,2025-05-25T09:26:02,Delivered,Paid,13942.65,SAR,Bulk Fuel,High,2025-10-29T18:35:41,"3255 Rebecca Field
Richardsmouth, AL 88690",Riyadh,Handle with care,Net 15,6.56,228.77,378.12,Steven Chavez,Claudia Perez,2025-10-04T21:15:00.986750,2025-10-04T21:15:00.986751
ORD61585,CUST5294,2025-06-03T22:06:59,Processing,Pending,4511.27,SAR,Lubricants,Medium,2025-10-16T19:51:35,"1716 Joan Hollow
Chavezside, MA 41722",Yanbu,Temperature controlled,Prepaid,7.85,293.47,934.32,James Williams,Matthew Marshall,2025-10-04T21:15:00.987470,2025-10-04T21:15:00.987471
ORD72499,CUST5949,2025-05-16T18:42:12,Delivered,Paid,15437.48,SAR,Petrochemicals,High,2025-10-27T02:36:58,"57555 Perez Circle Suite 721
Jennifermouth, PR 70742",Dammam,Temperature controlled,COD,0.67,194.3,803.72,Margaret Ross,Danielle Frazier,2025-10-04T21:15:00.988213,2025-10-04T21:15:00.988213
ORD60969,CUST9928,2025-04-30T18:00:04,Delivered,Paid,3984.27,SAR,Fuel Delivery,High,2025-10-08T14:21:16,"47913 Mary Trail Suite 179
South Thomas, NV 72295",Taif,Handle with care,COD,14.16,410.6,333.02,Alexander Jenkins,Brittany Webster,2025-10-04T21:15:00.988917,2025-10-04T21:15:00.988918
ORD79091,CUST4286,2025-04-27T10:53:34,Delivered,Overdue,2463.4,SAR,Lubricants,High,2025-10-13T20:09:02,"90015 Douglas Points Suite 831
New Omar, NH 40405",Hofuf,Handle with care,Prepaid,4.7,259.85,304.87,Kimberly Myers,Lisa Graham,2025-10-04T21:15:00.989630,2025-10-04T21:15:00.989630
ORD57883,CUST2310,2025-06-28T03:06:23,Delivered,Paid,2737.91,SAR,Services,Medium,2025-10-11T18:18:59,"USCGC Weaver
FPO AE 36277",Hofuf,Hazardous materials,Net 30,11.14,487.93,865.87,Ashley Davis,Susan Davis,2025-10-04T21:15:00.990240,2025-10-04T21:15:00.990241
ORD73445,CUST1296,2025-04-30T14:06:40,Delivered,Pending,3689.52,SAR,Services,Medium,2025-10-06T23:11:32,"PSC 0458, Box 6496
APO AA 86373",Najran,Hazardous materials,Net 30,0.95,169.42,504.88,Michael Dunlap,Sarah Garcia,2025-10-04T21:15:00.990745,2025-10-04T21:15:00.990746
ORD64417,CUST5825,2025-06-19T12:01:59,Pending,Paid,5524.31,SAR,Lubricants,Medium,2025-10-25T05:06:47,"65908 Zhang Mountains Suite 932
New Sheila, MD 35303",Taif,Temperature controlled,Net 30,3.06,178.46,396.33,Robin Walters,Kelly Gutierrez,2025-10-04T21:15:00.991479,2025-10-04T21:15:00.991480
ORD73985,CUST4468,2025-02-20T05:16:04,Delivered,Paid,36579.29,SAR,Bulk Fuel,Low,2025-10-14T05:02:14,"USS Delgado
FPO AP 22993",Taif,Hazardous materials,Net 30,13.12,235.84,107.43,Anthony Fernandez,Ann Hernandez,2025-10-04T21:15:00.992073,2025-10-04T21:15:00.992074
ORD15918,CUST9532,2025-05-31T02:36:26,Delivered,Pending,7316.11,SAR,Lubricants,High,2025-10-22T19:17:48,"92896 Jennifer Springs
Kellymouth, LA 14494",Riyadh,Express delivery,Net 15,10.3,243.24,252.7,Crystal Jones,Samantha Perez,2025-10-04T21:15:00.992759,2025-10-04T21:15:00.992760
ORD87679,CUST2722,2025-02-02T03:44:40,Delivered,Paid,46676.56,SAR,Bulk Fuel,Low,2025-10-12T04:33:07,"73754 Weeks Ramp Apt. 037
Matthewstad, NH 82533",Jubail,Hazardous materials,COD,3.74,287.62,933.77,Megan White,Sophia Valentine,2025-10-04T21:15:00.993489,2025-10-04T21:15:00.993490
ORD13035,CUST7993,2025-05-13T12:10:46,Delivered,Paid,5274.24,SAR,Lubricants,Medium,2025-11-03T03:43:58,"8900 Breanna Station Suite 290
North Paulfort, OK 16102",Abha,Temperature controlled,Net 30,1.7,103.25,939.36,Caroline Mendez,Gary Turner,2025-10-04T21:15:00.994202,2025-10-04T21:15:00.994202
ORD23182,CUST9465,2025-02-02T11:08:49,Processing,Paid,14447.98,SAR,Bulk Fuel,High,2025-10-29T12:02:12,"52373 Ashley Dale Apt. 145
East Vincentville, LA 04274",Jeddah,Express delivery,Net 30,3.23,289.61,212.64,Lisa Sandoval,Anthony Jones,2025-10-04T21:15:00.994910,2025-10-04T21:15:00.994911
ORD88812,CUST7016,2025-03-31T23:45:42,In Transit,Pending,20652.7,SAR,Equipment,Medium,2025-10-07T05:02:19,"12822 Lisa Overpass Apt. 087
Johnsonhaven, FM 51123",Riyadh,No special requirements,Net 15,4.63,318.1,379.11,Kimberly Lawson,Douglas Long,2025-10-04T21:15:00.995642,2025-10-04T21:15:00.995643
ORD14282,CUST5026,2025-05-12T10:16:48,Delivered,Paid,56613.02,SAR,Bulk Fuel,Medium,2025-11-03T03:36:08,"88482 Raymond Estate Apt. 289
Breannaburgh, DE 55493",Hofuf,Hazardous materials,Net 30,2.63,453.34,430.41,Breanna Reese,Michelle Mullen,2025-10-04T21:15:00.996378,2025-10-04T21:15:00.996379
ORD32993,CUST1931,2025-02-05T11:47:17,Delivered,Pending,4163.81,SAR,Services,Low,2025-11-02T23:44:34,"33990 Anderson Station Apt. 920
East Stephen, UT 41359",Yanbu,Express delivery,Net 15,0.2,133.79,749.55,Miguel Price,Michael Jones,2025-10-04T21:15:00.999101,2025-10-04T21:15:00.999104
ORD57860,CUST5780,2025-04-08T12:43:55,In Transit,Paid,76181.46,SAR,Bulk Fuel,High,2025-10-20T04:33:49,"9041 Jordan Springs Apt. 727
Kimberlychester, UT 75902",Taif,Express delivery,COD,11.54,118.78,715.15,Jeremy Oneal,Francis Martin,2025-10-04T21:15:00.999964,2025-10-04T21:15:00.999965
ORD93552,CUST1067,2025-01-31T08:32:55,Confirmed,Pending,9421.83,SAR,Lubricants,Medium,2025-10-21T10:03:15,"4495 Hernandez Roads Apt. 865
Jonesshire, NM 76231",Jubail,Temperature controlled,Prepaid,9.14,378.77,924.56,Dr. Caitlin Lynch,Robert Lucas,2025-10-04T21:15:01.000789,2025-10-04T21:15:01.000790
ORD66452,CUST7284,2025-05-15T22:24:35,Delivered,Paid,4808.97,SAR,Fuel Delivery,Medium,2025-10-24T01:52:20,"1349 Smith Squares
Ramirezside, DC 80803",Jazan,Handle with care,COD,3.0,486.97,750.64,Amy Knight,Stephen Cunningham,2025-10-04T21:15:01.001555,2025-10-04T21:15:01.001556
ORD83692,CUST3490,2025-04-02T17:22:19,Pending,Paid,2203.33,SAR,Fuel Delivery,Low,2025-10-20T21:30:49,"19468 Poole Pike
New Jeffreyburgh, MA 53763",Hofuf,Hazardous materials,COD,2.41,120.87,653.75,Jacob Tran,Brent Richards,2025-10-04T21:15:01.002382,2025-10-04T21:15:01.002384
ORD97426,CUST9638,2025-05-01T13:43:00,Processing,Paid,1154.04,SAR,Services,High,2025-10-10T04:35:21,"3479 Holder Plains
South Debraberg, OR 86741",Taif,No special requirements,Net 15,11.7,492.9,208.45,Jose Stone,Elizabeth Lopez,2025-10-04T21:15:01.003533,2025-10-04T21:15:01.003536
ORD33106,CUST4692,2025-04-17T18:15:40,In Transit,Paid,3140.8,SAR,Fuel Delivery,High,2025-11-01T07:16:43,"484 Johnson Passage
East Jasmineport, LA 19159",Najran,Handle with care,COD,5.05,116.58,771.42,Todd Mcneil,Michele Johnson,2025-10-04T21:15:01.005673,2025-10-04T21:15:01.005677
ORD29719,CUST1196,2025-05-09T04:10:23,Delivered,Paid,18774.27,SAR,Petrochemicals,High,2025-10-23T15:28:44,"PSC 0521, Box 0635
APO AA 01842",Jeddah,Express delivery,Prepaid,10.49,276.86,266.46,Brenda Grant,Gabrielle Lambert,2025-10-04T21:15:01.006975,2025-10-04T21:15:01.006979
ORD26709,CUST4895,2025-04-21T14:23:59,Delivered,Pending,2034.68,SAR,Fuel Delivery,Low,2025-10-29T16:56:07,"6250 Jennifer Pine
Valeriestad, AZ 39088",Hofuf,Hazardous materials,Prepaid,13.51,418.18,177.57,Christine Reynolds,Michael Rodriguez,2025-10-04T21:15:01.007917,2025-10-04T21:15:01.007919
ORD72331,CUST9565,2025-05-12T16:45:39,Delivered,Paid,3440.33,SAR,Petrochemicals,High,2025-10-23T10:25:12,"2341 Daniel Walk
Austinfurt, GA 28596",Najran,Hazardous materials,Prepaid,8.48,352.8,654.29,Jennifer Irwin,Tracey Harris,2025-10-04T21:15:01.008667,2025-10-04T21:15:01.008668
ORD22464,CUST9165,2025-06-23T14:32:47,Delivered,Overdue,8313.27,SAR,Lubricants,High,2025-10-17T16:34:06,"368 Brenda Mews Suite 801
Port Gregoryland, GA 45138",Yanbu,Express delivery,Net 15,8.79,278.92,967.05,Matthew Smith,Ryan Ortega,2025-10-04T21:15:01.009378,2025-10-04T21:15:01.009379
ORD98864,CUST3394,2025-02-08T07:38:33,Delivered,Paid,3727.65,SAR,Lubricants,Medium,2025-10-23T10:45:35,"63771 Knapp Heights
New Josephburgh, LA 67158",Jubail,Hazardous materials,COD,3.35,132.28,670.69,Joseph Bright,Monique Li,2025-10-04T21:15:01.010105,2025-10-04T21:15:01.010106
ORD58800,CUST8061,2025-03-06T18:32:39,Shipped,Paid,9602.92,SAR,Petrochemicals,Low,2025-11-03T02:42:35,"7576 Yesenia Stravenue Suite 692
East Justin, WA 62824",Jubail,Temperature controlled,Prepaid,4.66,198.61,439.77,Francisco Carroll,Brandon Zimmerman,2025-10-04T21:15:01.010818,2025-10-04T21:15:01.010819
