supplier_id,supplier_name,contact_person,phone,email,address,city,country,supplier_type,credit_rating,payment_terms,lead_time_days,quality_rating,on_time_delivery_rate,total_orders,total_value_sar,certifications,created_at
SUP3518,Transportation,Caleb Johnson,999.499.0765x325,doughertyjeanne@example.org,"Unit 6645 Box 8350
DPO AA 33513",Jeddah,Qatar,Logistics Partner,C,Net 30,14,4.9,0.852,337,6792630.94,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.505399
SUP8436,Consulting Services,Aaron Scott,001-864-411-3419,jonathonruiz@example.org,"0519 Jason Alley Apt. 872
Lake Jonathanland, NV 10651",Riyadh,Kuwait,Service Provider,C,COD,28,3.7,0.914,411,9063987.75,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.506058
SUP9820,Total,Jamie Haas,001-321-704-2927,ocox@example.com,"7960 Jeffrey Lights Apt. 527
Jessicamouth, MN 97033",Jeddah,Kuwait,Fuel Supplier,B,Prepaid,30,3.7,0.911,963,6844552.52,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.506649
SUP3614,Total,Dawn Richardson,001-322-388-3172,lnguyen@example.com,"013 Monica Divide
Leemouth, WY 31345",Dubai,UAE,Fuel Supplier,C,COD,5,4.1,0.932,921,8264001.25,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.507252
SUP9888,Safety Equipment,Nancy Garcia,(789)548-4517x33543,hlynch@example.net,"077 Carpenter Views
South Josephville, PR 71884",Riyadh,Saudi Arabia,Equipment Supplier,B,Prepaid,25,3.6,0.891,265,9764611.69,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.507867
SUP6931,Logistics Services,Emily Crawford,493.686.5576,ujones@example.com,"USNS Jackson
FPO AP 55821",Dubai,Kuwait,Service Provider,B+,COD,4,4.6,0.89,462,9448039.39,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.508358
SUP8922,Maintenance Services,Cynthia Williams,(804)531-5554x066,virginia33@example.org,"26558 Michele Walks
New Brooke, MS 41908",Kuwait,Saudi Arabia,Service Provider,A+,COD,5,3.5,0.882,846,6914765.25,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.508913
SUP7272,Technology Equipment,Tiffany Mosley,(926)252-7155,yhernandez@example.org,"49232 Flores Well
North Kenneth, NV 98310",Dammam,Bahrain,Equipment Supplier,A,Net 30,4,3.6,0.886,424,6437175.81,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.509518
SUP4680,Technology Equipment,Cameron Harris,(654)716-7594x816,garyrhodes@example.org,"266 Estrada Court
Brendamouth, VA 99696",Kuwait,UAE,Equipment Supplier,C,Prepaid,23,4.4,0.934,672,1374989.37,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.510195
SUP7192,Scania Parts,Michael Fischer,(455)287-1015x116,susansolis@example.net,"20607 Tammy Roads
Lake Jack, DC 32725",Riyadh,UAE,Parts Supplier,A,Net 15,10,4.5,0.935,922,8817604.85,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.510853
SUP5801,Heavy Equipment,Amanda Owens,001-416-596-8442x8044,kford@example.com,"9903 Lisa Fords
East Kennethview, FM 35124",Jeddah,Bahrain,Equipment Supplier,A+,COD,2,3.7,0.973,386,6406255.95,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.511432
SUP6177,Heavy Equipment,Jessica Parker,244-549-2072x94948,aherman@example.net,"9241 Todd Coves
Seanview, AK 74674",Kuwait,Qatar,Equipment Supplier,C,Prepaid,14,4.1,0.852,76,9187456.3,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.512005
SUP2119,BP,Jeffery Flynn,001-993-712-8247,brownyolanda@example.net,"35383 Fisher Haven
Jacobsstad, GU 37774",Jeddah,Bahrain,Fuel Supplier,A+,Net 15,1,3.9,0.949,626,5030006.72,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.512713
SUP5966,Consulting Services,Donald Brown,304-928-5170,jeffreybradley@example.org,"16681 Cruz Summit
Chaveztown, GU 04644",Doha,UAE,Service Provider,B+,Prepaid,10,4.2,0.95,480,3089585.91,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.515472
SUP5780,Maintenance Services,Crystal Moreno,577.850.4379x0217,gbauer@example.com,"24575 Moon Club Suite 369
South Teresa, NH 25809",Doha,Bahrain,Service Provider,B+,Net 15,26,4.6,0.979,776,7977918.0,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.516271
SUP6276,Mercedes Parts,Vincent Porter,676.409.9549,williamsalan@example.net,"669 Adams Squares
Port Lindashire, FM 31889",Dubai,Bahrain,Parts Supplier,A,Net 15,12,4.7,0.974,485,1837446.72,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.516974
SUP9698,Safety Equipment,Tara Scott,+1-664-681-3065x57935,vmoore@example.net,"498 Cummings Wells Suite 898
Lake Desireeburgh, NE 22348",Dubai,Kuwait,Equipment Supplier,A+,COD,20,4.7,0.923,818,6173646.4,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.517612
SUP2952,Warehousing,Ronald Baker,001-897-885-8158x75154,zhart@example.org,"970 Garcia Park
Port Sandra, FM 91864",Kuwait,Kuwait,Logistics Partner,A+,Prepaid,30,4.2,0.976,880,9165748.35,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.518230
SUP8827,MAN Parts,Elizabeth Bennett,001-627-819-8210x456,kendra79@example.net,"00343 Thomas Harbor
Ryanfort, TN 28478",Jeddah,UAE,Parts Supplier,A,Prepaid,7,4.3,0.898,477,484174.61,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.518816
SUP3771,Mercedes Parts,Jessica Singleton,9465784551,jonathan09@example.org,"5887 Cortez Green
Lake Pamelaland, OR 81091",Doha,UAE,Parts Supplier,A,Net 15,4,4.4,0.929,949,5720153.59,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.519403
SUP4807,Scania Parts,Jason Clark,501.963.8399x63639,oweber@example.org,"9534 Pearson Union Suite 548
South Elizabethburgh, WY 85116",Kuwait,Qatar,Parts Supplier,B,Prepaid,19,4.7,0.874,738,1834597.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.520032
SUP9832,Logistics Services,Timothy Kelly,272.218.5384x877,gonzalezkatrina@example.net,"52255 Tanner Fork
Riversborough, TN 87979",Dubai,Saudi Arabia,Service Provider,B,Prepaid,6,4.9,0.895,549,8126722.52,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.520709
SUP7063,Distribution,Jonathan Bautista,319.964.0632x49197,victoriaanderson@example.net,"PSC 7653, Box 1270
APO AP 86336",Riyadh,Bahrain,Logistics Partner,B,Net 15,8,3.6,0.957,576,5345615.89,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.521189
SUP5577,Logistics Services,Barry Shepherd,(405)508-5685x5765,katherine92@example.org,"95900 Harrell Street Apt. 841
New Anthonychester, RI 43740",Doha,UAE,Service Provider,B+,Net 30,12,4.0,0.929,971,6200106.12,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.521935
SUP9497,Scania Parts,Anthony Ruiz,705-991-0523,econner@example.org,"Unit 3266 Box 3815
DPO AE 03075",Dubai,Bahrain,Parts Supplier,A,COD,11,3.9,0.889,93,5937799.31,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.522336
SUP6798,Warehousing,James Watkins Jr.,742-563-7872,daisychavez@example.org,"54373 Matthew Crescent
Holmesberg, TX 21687",Kuwait,Qatar,Logistics Partner,C,Net 15,13,3.9,0.86,845,1866666.51,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.523021
SUP3252,Technology Equipment,Vincent Hill,831.485.9927,qblackwell@example.org,"794 Doyle Centers
New Benjamin, CO 15186",Doha,Kuwait,Equipment Supplier,A+,Net 30,9,3.7,0.927,476,5848544.23,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.523625
SUP7261,Scania Parts,Keith Frazier,6478580654,oyoung@example.net,"Unit 2014 Box 3452
DPO AA 36997",Jeddah,Bahrain,Parts Supplier,C,COD,16,4.1,0.925,138,9998753.19,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.524014
SUP3581,Warehousing,Kevin Morgan,(226)968-6841x278,rodgerstimothy@example.org,"PSC 6919, Box 8855
APO AE 82524",Dubai,Saudi Arabia,Logistics Partner,B,Prepaid,24,4.4,0.871,929,5659204.58,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.524481
SUP2015,Heavy Equipment,Andrew Jensen,+1-257-462-4311x9517,whitneychristina@example.net,"Unit 4167 Box 7784
DPO AE 86293",Kuwait,Kuwait,Equipment Supplier,B,Net 15,26,4.9,0.89,900,390083.02,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.524955
SUP9469,BP,Brandy Dennis,(824)749-6541x9494,rhonda06@example.com,"370 Melinda Plain
Austinport, NH 59344",Doha,UAE,Fuel Supplier,B,Net 15,26,4.3,0.931,858,5582803.08,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.525504
SUP9548,Warehousing,Mark Williams,+1-311-758-9630,jeremyromero@example.org,"51130 Carter Street
Lake Kristen, MN 18470",Doha,Kuwait,Logistics Partner,B+,Net 15,19,3.7,0.87,820,6646160.23,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.526174
SUP4332,Warehousing,John Conley,216-327-9200x2475,barnettgabriel@example.org,"895 Chris Turnpike
Cassandrastad, MH 04805",Doha,Kuwait,Logistics Partner,A,Prepaid,13,3.6,0.884,233,5105798.4,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.526816
SUP6075,Logistics Services,Brian Charles,001-516-347-0887x3711,krystaljohnson@example.net,"888 Cohen Club Suite 403
Port Chelsea, FM 78823",Dammam,Saudi Arabia,Service Provider,C,Net 15,20,4.0,0.974,536,2516327.49,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.527515
SUP9800,Consulting Services,Alex Le,8885764827,rorozco@example.com,"428 Marcus Estates
Burtonland, MN 31016",Jeddah,Qatar,Service Provider,B+,Net 15,28,4.8,0.859,23,4548278.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.528113
SUP8756,Transportation,James Jones,(752)792-7050x381,dsanchez@example.net,"01551 Paul Loop Apt. 371
Kristenville, NJ 52284",Kuwait,Saudi Arabia,Logistics Partner,B,Net 15,17,4.7,0.871,693,5920614.44,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.528697
SUP6519,Aramco,Gary Dunlap,(689)706-0374x70237,johncoleman@example.net,"Unit 7475 Box 1498
DPO AA 15272",Dubai,Qatar,Fuel Supplier,B+,Net 30,22,4.8,0.898,515,1203263.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.529165
SUP8400,Warehousing,Mrs. Deborah Castillo,686.709.0909x4332,mark65@example.com,"3147 Ford Radial Apt. 230
Ericchester, MS 48016",Dammam,UAE,Logistics Partner,A,Prepaid,18,4.4,0.873,844,3272015.37,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.529869
SUP1741,Safety Equipment,Ronald Ramos,001-406-775-3229,briangriffith@example.net,"3498 James Ports
Matthewland, NJ 62962",Kuwait,UAE,Equipment Supplier,C,Net 15,22,3.6,0.923,249,7871257.6,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.532359
SUP1657,Safety Equipment,Nicholas Jackson,001-826-963-2335x596,lyork@example.net,"732 Berg Turnpike
North Danielfurt, AS 66179",Kuwait,Saudi Arabia,Equipment Supplier,C,Net 15,24,3.9,0.869,421,6306081.75,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.533115
SUP3164,Safety Equipment,Martha Smith,+1-604-716-6740x21300,websterdavid@example.org,"92144 Willis Street
Port Michael, AR 62918",Kuwait,UAE,Equipment Supplier,A+,COD,20,4.1,0.882,18,6973128.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.533859
SUP4741,Aramco,Donna Solomon,245-317-1517,timothyrobinson@example.com,"490 Bell Forks Apt. 373
West Rebeccaton, FL 28561",Kuwait,Bahrain,Fuel Supplier,B,Prepaid,7,3.7,0.918,736,9102303.76,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.534593
SUP6026,Mercedes Parts,Robert Kelly,(945)924-8088x43094,crystal81@example.net,"910 Braun Islands Apt. 078
Robertburgh, NC 94535",Riyadh,UAE,Parts Supplier,C,Net 15,12,3.6,0.918,826,2084245.0,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.535228
SUP4357,Maintenance Services,Caitlin Zimmerman,+1-346-201-4602x3934,cindyshaw@example.com,"USNS Sexton
FPO AA 06345",Dubai,Saudi Arabia,Service Provider,B,Prepaid,5,4.1,0.91,150,3227652.82,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.535909
SUP4055,Iveco Parts,Jeremy Hall,732.866.5496,angela73@example.org,"Unit 2390 Box 3806
DPO AA 55178",Doha,Qatar,Parts Supplier,C,Net 30,6,4.6,0.904,61,6588764.82,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.536437
SUP2131,Heavy Equipment,Richard Harris,001-603-448-4022x29517,bennettmarissa@example.net,"6653 Tracy Common Suite 751
Bakerbury, RI 82117",Doha,Bahrain,Equipment Supplier,B,Net 30,12,4.3,0.929,908,6959876.77,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.537310
SUP4533,Mercedes Parts,Douglas Mitchell,+1-438-974-4891x672,heather77@example.net,"909 Susan Pass
West Christopherfurt, OR 61991",Jeddah,Bahrain,Parts Supplier,B+,COD,27,4.3,0.973,249,8932992.4,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.539167
SUP6151,Warehousing,Natalie Mays,545.608.7803x729,gholloway@example.com,"149 Megan Point Apt. 775
North Kimberly, AK 32957",Kuwait,Qatar,Logistics Partner,B+,Net 30,13,3.6,0.96,810,6334022.38,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.540626
SUP6809,Transportation,Jonathon Barton,+1-342-316-8115,elizabethduran@example.net,"29137 Daryl Forges Apt. 571
Christineborough, MT 69810",Kuwait,Saudi Arabia,Logistics Partner,B,COD,29,4.5,0.942,543,5575631.04,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.541374
SUP3975,Total,Kimberly Anderson,(719)405-0571x47263,griffithjill@example.com,"2842 Cain Rest
Lake Cynthiaside, NY 98546",Riyadh,Saudi Arabia,Fuel Supplier,C,Prepaid,6,4.1,0.859,62,2454291.46,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.542082
SUP1749,Maintenance Services,Theresa Moran,(568)979-1454,michelesanchez@example.com,"85415 Shawn Viaduct Suite 716
East Alexismouth, VI 63684",Jeddah,Qatar,Service Provider,A,Net 15,23,4.7,0.946,650,1452352.06,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.542759
SUP1176,Logistics Services,Aaron Thompson,001-585-569-1858x002,jennifer02@example.net,"549 Paul Plains
Josephmouth, MI 15072",Doha,Bahrain,Service Provider,A,Prepaid,12,4.6,0.927,348,6089019.46,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.543301
SUP1038,Consulting Services,Charles Carter,839-892-1880x5109,maryanderson@example.org,"954 Taylor Plains
South Patricia, VA 14535",Riyadh,Saudi Arabia,Service Provider,A,Net 30,27,4.0,0.932,986,4311063.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.543985
SUP6909,Heavy Equipment,Megan Proctor,660.961.4245x384,david95@example.net,"4669 Morgan Glen
Medinaport, DC 24705",Dammam,Saudi Arabia,Equipment Supplier,B,Net 15,21,4.2,0.881,183,9807933.83,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.544606
SUP7490,Aramco,Michelle Hines,+1-643-387-2303,dsalinas@example.com,"89181 Mackenzie Inlet
South Tommytown, WI 38106",Doha,Saudi Arabia,Fuel Supplier,A,Net 30,14,3.8,0.928,186,2876491.94,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.545183
SUP6725,Shell,Steven Nelson,+1-425-651-8522x5109,cjohnson@example.com,"0971 Haley Hills
East Jeremyhaven, FL 79887",Dammam,Kuwait,Fuel Supplier,A+,Net 30,30,4.0,0.881,100,1697584.25,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.545761
SUP5305,Aramco,Sonia Hodges,776.911.1790x171,brian66@example.org,"03023 Hoffman Path Suite 319
Williamberg, NE 50395",Dammam,Qatar,Fuel Supplier,C,COD,5,3.6,0.94,508,1075779.24,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.546357
SUP7269,Aramco,Alexander Delacruz,915-947-6077x187,bentonkimberly@example.com,"315 Taylor Mews Suite 415
Monicafurt, KS 70501",Dubai,Kuwait,Fuel Supplier,A,Net 30,27,3.6,0.875,83,329989.51,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.548789
SUP6784,Mercedes Parts,Nicholas Wright,471-606-1515,schroedertoni@example.org,"3766 Melissa Dam Apt. 287
Andersonburgh, MP 19764",Jeddah,Bahrain,Parts Supplier,B,Net 30,6,3.8,0.898,651,9696535.66,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.549584
SUP4093,Transportation,Elaine Johnson,+1-243-496-1725x775,larry48@example.org,"76018 Matthew Highway
Port Chelsea, CT 07067",Doha,Kuwait,Logistics Partner,A+,Net 15,4,4.5,0.907,210,837660.88,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.550155
SUP1968,Safety Equipment,Lisa Young,(792)390-5949,matthewbecker@example.com,"9195 Michael Mission
Danielton, MN 76844",Doha,Qatar,Equipment Supplier,B+,Net 15,13,4.8,0.871,832,9609588.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.550804
SUP2241,Heavy Equipment,Monique Jackson,567.233.3575x02347,kcunningham@example.net,"90459 Ryan Knolls Apt. 253
East Sherry, PR 09695",Dubai,Saudi Arabia,Equipment Supplier,A+,COD,13,3.7,0.933,76,5796697.82,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.551409
SUP4000,Distribution,Krista Hernandez,+1-505-922-5227,jenkinselizabeth@example.org,"850 Armstrong Harbors Suite 602
Osbornville, OR 93950",Kuwait,Kuwait,Logistics Partner,C,Net 30,28,4.0,0.884,344,7522620.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.552134
SUP4650,Mercedes Parts,Zachary Jones,880.265.4046,mannalexandra@example.com,"8231 Michael Plaza Apt. 111
Curtisfurt, HI 66497",Riyadh,UAE,Parts Supplier,B,Net 30,16,4.9,0.915,889,5859996.97,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.552817
SUP7662,Shell,Roy Cook,+1-593-599-4285x5337,zherring@example.com,"9000 Gomez Court Apt. 666
West Joanna, FL 41004",Jeddah,Kuwait,Fuel Supplier,A,COD,3,4.9,0.873,38,9390691.5,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.553568
SUP9754,Technology Equipment,Fernando Thomas,983.800.0513,gallowayamy@example.com,"5694 Torres Overpass
North Yvonne, MD 99211",Jeddah,UAE,Equipment Supplier,B+,Net 15,20,4.1,0.952,190,8164335.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.554277
SUP7789,Mercedes Parts,Casey Soto,446-595-8904x9467,lbird@example.com,"59408 Martin Heights Suite 212
Port Danachester, DE 91575",Dubai,UAE,Parts Supplier,B,Prepaid,20,4.8,0.971,602,4164583.81,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.554934
SUP8839,Technology Equipment,Mario Peters,+1-714-692-0039x2652,masonjoshua@example.com,"48478 Leslie Terrace
West Joseton, OH 43055",Dubai,Bahrain,Equipment Supplier,B,Prepaid,27,4.4,0.945,527,402407.06,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.555598
SUP1412,Maintenance Services,Philip Clarke,265.280.8642x11245,simmonstravis@example.com,"78004 Ortiz Center Suite 592
New Breanna, CO 81675",Dammam,Saudi Arabia,Service Provider,A+,Net 30,23,3.6,0.959,622,1956259.37,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.556291
SUP2281,Scania Parts,Denise Stone,848-402-6174x063,hallkent@example.com,"1351 Clark Terrace Apt. 142
West Kendra, NV 26225",Riyadh,Kuwait,Parts Supplier,A+,Net 30,20,3.9,0.948,280,868362.61,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.556991
SUP4974,Heavy Equipment,Martha Johnson,(923)782-6473x2852,steventrujillo@example.com,"USNV Henderson
FPO AE 63968",Riyadh,Qatar,Equipment Supplier,A+,COD,21,4.0,0.893,179,3764574.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.557562
SUP6077,Iveco Parts,Shelley Nelson,+1-832-464-2952x85854,melissa29@example.org,"45760 Stephanie Plaza Apt. 451
Millermouth, CO 13855",Kuwait,UAE,Parts Supplier,B+,Prepaid,24,4.6,0.911,257,8109817.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.558161
SUP1937,Heavy Equipment,Jeffrey Livingston,732.705.4315x68206,ashleybrown@example.org,"0067 White Views
South Donnaville, WA 05637",Doha,Saudi Arabia,Equipment Supplier,C,Prepaid,11,4.0,0.962,948,4926668.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.558845
SUP1661,Transportation,Timothy Taylor,777-272-1183x42944,nwalker@example.com,"87231 Wright Mountain Apt. 053
Port Eric, CT 58112",Riyadh,Bahrain,Logistics Partner,A+,COD,25,3.9,0.91,86,2970368.68,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.559532
SUP8525,Technology Equipment,Timothy Ray,+1-774-920-8525x444,tmoore@example.net,"24544 Richards Oval
New Erica, MT 04704",Doha,UAE,Equipment Supplier,B,Prepaid,19,3.5,0.867,776,3571409.49,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.560150
SUP4164,Maintenance Services,Nicholas Sparks,950-248-5068,fergusonhannah@example.com,"USNS Hughes
FPO AE 90273",Dammam,Saudi Arabia,Service Provider,A,COD,3,4.4,0.859,732,9940940.16,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.560707
SUP1694,Logistics Services,Raymond Wall,001-205-502-4303x95903,bakerjacqueline@example.com,"456 Williams Oval
Port Tina, DE 53256",Kuwait,Qatar,Service Provider,B+,Net 30,1,4.8,0.971,425,6631718.44,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.561400
SUP3187,Total,Hannah Morse,646-669-1395,april82@example.org,"47027 Kayla Crossroad
South Christinafurt, VT 60824",Jeddah,Qatar,Fuel Supplier,C,COD,30,3.7,0.955,186,8466682.38,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.561948
SUP4856,Chevron,Sharon Stewart,556.542.8681x846,vrussell@example.net,"424 Tony Burg
West David, NC 74163",Jeddah,Kuwait,Fuel Supplier,A+,Net 30,16,4.7,0.965,417,9184483.09,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.562521
SUP3719,MAN Parts,Joshua Ritter,+1-274-764-6200x79337,gutierrezryan@example.net,"4934 Sue Isle
Claudiaton, AL 82796",Jeddah,Qatar,Parts Supplier,A,Net 30,27,4.3,0.909,644,5702769.81,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.563176
