vehicle_id,license_plate,vehicle_type,make,model,year,capacity_liters,fuel_type,driver_id,driver_name,driver_nationality,driver_phone,driver_email,driver_license,status,depot_assigned,gps_enabled,insurance_expiry,last_maintenance,mileage,fuel_efficiency,max_speed,weight_capacity,dimensions,safety_features,created_at,updated_at
ALD7081,E5159,3-Axle Fuel Tanker,Volvo,Allow,2016,27879.320441698826,Gasoline,DRV6950,Ehsan Jafri,Pakistani,+966511515961,drv6950@aldrees.com,fYfL-213534,Maintenance,Jazan Depot,False,2025-06-09,2025-10-03,295437,14.32461399230852,114,30306.813651804667,"{'length': 15.52924520867947, 'width': 3.270374456874512, 'height': 3.2405077879149666}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.613226,2025-10-04T21:14:32.613227
ALD2436,E5726,Grains Dumper,Mercedes,Mission,2024,49330.87921643779,LPG,DRV8004,Arif Siddiqui,Nepali,+966587024879,drv8004@aldrees.com,UEtd-378081,Active,Dammam Depot,True,2026-04-28,2025-10-03,143686,8.742325585914283,96,21471.386892541857,"{'length': 13.804520935802838, 'width': 2.829581160885543, 'height': 3.2678123002228476}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.613442,2025-10-04T21:14:32.613443
ALD6504,B5410,Heavy Material Dumper,Volvo,Style,2019,33018.562061822755,Diesel,DRV1404,Muhammad Virk,Pakistani,+966526545551,drv1404@aldrees.com,iRHn-220746,Inactive,Jazan Depot,True,2026-02-16,2025-10-03,105308,8.326239006898065,120,22599.070604245615,"{'length': 14.841655837804868, 'width': 2.5137548131574756, 'height': 3.8575018180065346}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.613659,2025-10-04T21:14:32.613659
ALD4907,D5348,Curtain-Sided Trailer,Mercedes,Animal,2022,39994.636830905154,Electric,DRV1731,Sajid Ahmed,Nepali,+966595315376,drv1731@aldrees.com,Xsvg-581579,Repair,Dammam Depot,False,2026-06-16,2025-10-03,149581,8.333095444644377,101,41984.49036557193,"{'length': 17.214193761226372, 'width': 3.490642713303686, 'height': 3.7709140957353684}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.615237,2025-10-04T21:14:32.615238
ALD3030,B1885,Heavy Material Dumper,MAN,Behavior,2021,48244.622876521884,Gasoline,DRV7858,Sandeep Yadav,Bangladeshi,+966536357263,drv7858@aldrees.com,jybX-337726,Maintenance,Riyadh Depot,True,2026-06-28,2025-10-03,364299,12.603357064415665,93,38631.86581182546,"{'length': 16.850562599647862, 'width': 3.130937460584218, 'height': 3.7420040940021124}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.615581,2025-10-04T21:14:32.615582
ALD7892,D4136,Grains Dumper,Iveco,Nearly,2023,26791.294340414806,Electric,DRV5845,Shahid Ahmed,Pakistani,+966586209096,drv5845@aldrees.com,paSD-196888,Inactive,Dammam Depot,True,2026-05-09,2025-10-03,333827,9.399825858318502,92,35864.849410072464,"{'length': 11.952047653061557, 'width': 3.428275227081564, 'height': 3.6691816700950755}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.615848,2025-10-04T21:14:32.615849
ALD5413,D9831,2-Axle Base Oil Carrier,Scania,Begin,2017,27820.220648408453,Diesel,DRV8595,Amin Virk,Pakistani,+966547645113,drv8595@aldrees.com,IfJk-661255,Retired,Riyadh Depot,True,2025-08-16,2025-10-03,410787,11.695261077506968,85,49633.21600755483,"{'length': 12.263125682632193, 'width': 2.9140333830055694, 'height': 3.2845785256627007}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.616101,2025-10-04T21:14:32.616102
ALD6635,B8702,Petrochemical Tanker,Scania,Record,2019,29545.070749876366,Diesel,DRV3008,Adel Ashraf,Pakistani,+966546713312,drv3008@aldrees.com,FFpB-604013,Active,Dammam Depot,True,2025-04-11,2025-10-03,439740,12.939708390300103,93,30928.891241130586,"{'length': 17.45804658002559, 'width': 3.192864007722194, 'height': 4.35692576917951}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.616350,2025-10-04T21:14:32.616351
ALD3554,E5835,3-Axle Base Oil Tanker,MAN,Alone,2022,25062.856043441025,CNG,DRV4437,Mohan Poudel,Pakistani,+966536691654,drv4437@aldrees.com,vBUf-381262,Retired,Jeddah Depot,True,2025-11-02,2025-10-03,186029,8.245107224289077,81,24828.78229964518,"{'length': 16.342166144911918, 'width': 2.6773509901147485, 'height': 3.464450512318953}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.616596,2025-10-04T21:14:32.616597
ALD6587,B4771,Heavy Fuel Oil / Bitumen Tanker,MAN,Want,2020,31649.68513792122,Electric,DRV8432,Daniyal Chaudhry,Bangladeshi,+966567028876,drv8432@aldrees.com,HjkB-896968,Maintenance,Riyadh Depot,False,2026-05-26,2025-10-03,457817,8.450014422022251,81,38240.74490453101,"{'length': 15.179351291116749, 'width': 2.9915334829513744, 'height': 3.219385600568951}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.616840,2025-10-04T21:14:32.616841
ALD3293,A6846,2-Axle Base Oil Carrier,Mercedes,When,2016,42828.110483780314,CNG,DRV1259,Abdul Iqbal,Pakistani,+966590213398,drv1259@aldrees.com,OKgB-893279,Active,Yanbu Depot,True,2026-07-07,2025-10-03,302021,9.596425413616055,84,38009.115395532805,"{'length': 10.405231824535885, 'width': 2.6174575092823265, 'height': 3.69303301062089}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.617081,2025-10-04T21:14:32.617082
ALD2716,C8296,2-Axle Fuel Tanker,Iveco,Front,2019,29980.672624946903,LPG,DRV9420,Waseem Ahmed,Indian,+966510350342,drv9420@aldrees.com,WHOB-927771,Repair,Dammam Depot,True,2025-06-08,2025-10-03,487001,14.40476035539432,96,36974.38693725134,"{'length': 11.835335704029434, 'width': 2.745576663531253, 'height': 3.2613117241510414}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.617322,2025-10-04T21:14:32.617322
ALD9187,E4104,Curtain-Sided Trailer,Iveco,Charge,2021,29265.39576359313,Gasoline,DRV3639,Said Farouk,Indian,+966517650325,drv3639@aldrees.com,eWVx-401637,Retired,Dammam Depot,True,2024-10-18,2025-10-03,476421,11.789143190114075,104,34116.36159594817,"{'length': 13.8823350627519, 'width': 3.311428917433968, 'height': 3.8549139469914024}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.617563,2025-10-04T21:14:32.617564
ALD4928,A3262,Curtain-Sided Trailer,Volvo,Dog,2015,40024.26271735193,Diesel,DRV8793,Ghalib Afridi,Indian,+966578045191,drv8793@aldrees.com,tMFD-361622,Inactive,Jazan Depot,True,2025-05-21,2025-10-03,422579,13.644558779607099,112,20725.76156164519,"{'length': 14.761683674245507, 'width': 3.262605865292349, 'height': 3.805538031595473}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.617786,2025-10-04T21:14:32.617787
ALD4933,A1198,3-Axle Fuel Tanker,Volvo,Sort,2020,26656.64481844375,CNG,DRV1965,Zafar Shah,Indian,+966588579255,drv1965@aldrees.com,VGOW-705247,Repair,Dammam Depot,False,2025-02-04,2025-10-03,133815,12.025167972105297,95,45760.46351493323,"{'length': 10.756438687811286, 'width': 3.2282178904597907, 'height': 3.341873573647812}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.618008,2025-10-04T21:14:32.618009
ALD6195,B8485,Heavy Fuel Oil / Bitumen Tanker,Scania,Moment,2024,47801.39159153469,LPG,DRV9634,Krishna Reddy,Pakistani,+966509617173,drv9634@aldrees.com,dFlL-578842,Repair,Yanbu Depot,False,2025-06-05,2025-10-03,207606,9.146269497263892,99,40184.17591837601,"{'length': 16.125900766383417, 'width': 3.1320270842342826, 'height': 3.9933952132611656}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.618229,2025-10-04T21:14:32.618230
ALD8746,B2384,2-Axle Base Oil Carrier,Mercedes,Performance,2017,42722.0335716714,Diesel,DRV3981,Naveed Malik,Pakistani,+966532850580,drv3981@aldrees.com,fAHb-842457,Inactive,Haditha Depot,False,2025-10-05,2025-10-03,493890,13.993911546345085,83,22313.806742932742,"{'length': 14.030057990196369, 'width': 2.8898551822216483, 'height': 3.5062775128249735}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.618449,2025-10-04T21:14:32.618449
ALD5499,E3308,Heavy Fuel Oil / Bitumen Tanker,MAN,Want,2023,37103.85183039386,Electric,DRV6976,Omkar Bansal,Pakistani,+966566799224,drv6976@aldrees.com,biFB-418214,Inactive,Haditha Depot,True,2026-03-13,2025-10-03,62047,13.374714664731306,116,23319.961900542738,"{'length': 17.453743731501227, 'width': 3.400730348987225, 'height': 4.437278523722826}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.618671,2025-10-04T21:14:32.618672
ALD4643,A2101,2-Axle DOP Tanker,Volvo,Collection,2017,39141.658025861034,Electric,DRV1438,Narendra Arora,Pakistani,+966509444636,drv1438@aldrees.com,MsXs-037038,Maintenance,Haditha Depot,True,2026-09-07,2025-10-03,401566,8.102710025478126,105,23333.802094494233,"{'length': 15.171688357517713, 'width': 2.6953880973995368, 'height': 3.949788953369199}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.618894,2025-10-04T21:14:32.618895
ALD3655,E7341,Heavy Material Dumper,Iveco,Drive,2017,22102.609166034486,Electric,DRV4124,Sajid Siddiqui,Indian,+966508906729,drv4124@aldrees.com,XLLB-595581,Maintenance,Jeddah Depot,True,2025-02-24,2025-10-03,413999,9.015839393865567,102,26484.678043783184,"{'length': 15.493566628990065, 'width': 2.8363687203423376, 'height': 3.941045818738503}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.619116,2025-10-04T21:14:32.619117
ALD9656,D1342,Heavy Fuel Oil / Bitumen Tanker,Iveco,Evidence,2024,40131.869308614056,Electric,DRV8050,Jagdish Thapa,Indian,+966567503153,drv8050@aldrees.com,WpLK-081552,Inactive,Haditha Depot,False,2024-11-24,2025-10-03,459323,13.99645704033901,118,30537.480018463903,"{'length': 15.895312371758276, 'width': 3.3172384484034567, 'height': 4.409553815255798}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.619337,2025-10-04T21:14:32.619338
ALD1059,C7534,2-Axle Base Oil Carrier,Mercedes,Light,2023,29932.281064155526,LPG,DRV5335,Anil Yadav,Pakistani,+966596453396,drv5335@aldrees.com,OnkU-994214,Inactive,Haditha Depot,True,2025-08-23,2025-10-03,484740,11.422656567822763,93,26139.99379607923,"{'length': 15.882072625768789, 'width': 2.903890439959354, 'height': 3.1882046555527905}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.619562,2025-10-04T21:14:32.619562
ALD9410,B8239,3-Axle Base Oil Tanker,MAN,Stand,2022,48923.819814388466,CNG,DRV4042,Kumar Pandey,Pakistani,+966526377333,drv4042@aldrees.com,YRiZ-111543,Maintenance,Jeddah Depot,False,2026-08-31,2025-10-03,335140,13.77489203054931,109,32251.66654492402,"{'length': 14.65115832781948, 'width': 2.5813016276508067, 'height': 3.505465012896842}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.619783,2025-10-04T21:14:32.619784
ALD6178,E5057,2-Axle DOP Tanker,Scania,Indeed,2021,43122.412108379765,Gasoline,DRV3067,Ghalib Khalil,Pakistani,+966571556744,drv3067@aldrees.com,GdqC-783783,Inactive,Jeddah Depot,True,2025-03-19,2025-10-03,55047,9.562940149363067,96,21146.48176062049,"{'length': 13.202362044779225, 'width': 2.517727415917581, 'height': 3.4837538506078536}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.620002,2025-10-04T21:14:32.620003
ALD4847,D8308,Heavy Material Dumper,Volvo,Scientist,2017,35466.89498506741,CNG,DRV2045,Nadeem Mir,Indian,+966577607145,drv2045@aldrees.com,AoTc-859546,Retired,Riyadh Depot,True,2026-08-27,2025-10-03,221736,11.116004143286736,113,45822.75018436338,"{'length': 16.766512538763855, 'width': 2.76968170945728, 'height': 4.309747565043537}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.620221,2025-10-04T21:14:32.620222
ALD2808,D2571,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Cup,2017,33429.01828329568,CNG,DRV6664,Raj Shrestha,Indian,+966593756480,drv6664@aldrees.com,dmHy-542960,Maintenance,Haditha Depot,True,2026-03-01,2025-10-03,195984,11.748149205046765,110,39855.080122665924,"{'length': 10.985995374188008, 'width': 2.9751720123570213, 'height': 4.282706006694502}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.620442,2025-10-04T21:14:32.620443
ALD2780,B7012,2-Axle Base Oil Carrier,Scania,Ago,2024,42133.61813566803,Electric,DRV5836,Sandeep Saxena,Indian,+966567256923,drv5836@aldrees.com,gvuM-272778,Inactive,Jeddah Depot,True,2026-02-20,2025-10-03,124560,9.7837222530611,100,24235.442010559218,"{'length': 12.430531190137724, 'width': 2.7899010410823424, 'height': 4.0926739459052115}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.620661,2025-10-04T21:14:32.620662
ALD5453,A2850,Petrochemical Tanker,Iveco,Arm,2019,30128.539283672762,CNG,DRV1177,Naveed Khan,Pakistani,+966562497417,drv1177@aldrees.com,OLuZ-949999,Inactive,Yanbu Depot,False,2026-01-07,2025-10-03,203606,13.338658031236175,98,43461.548248402556,"{'length': 12.403543499032116, 'width': 2.8348962405851172, 'height': 3.7684598831827816}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.620878,2025-10-04T21:14:32.620879
ALD7010,D8927,3-Axle Fuel Tanker,Iveco,Number,2015,41552.395553921,Gasoline,DRV9445,Usman Abbasi,Pakistani,+966503751354,drv9445@aldrees.com,ZEvM-966878,Retired,Dammam Depot,True,2024-10-29,2025-10-03,108072,8.99353395700414,96,37423.078149250505,"{'length': 10.163849893828495, 'width': 2.5838323554753906, 'height': 3.202536525073002}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.621096,2025-10-04T21:14:32.621097
ALD3704,D1437,3-Axle Fuel Tanker,Mercedes,Suffer,2020,45093.68738994441,CNG,DRV3263,Saad Ahmed,Pakistani,+966564359084,drv3263@aldrees.com,FgPd-908185,Retired,Jeddah Depot,False,2025-03-23,2025-10-03,51082,8.177744327620557,120,38212.779087055635,"{'length': 16.511838327044575, 'width': 2.6340113526613167, 'height': 3.674177023868597}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.621313,2025-10-04T21:14:32.621314
ALD4487,D2174,3-Axle Fuel Tanker,Iveco,It,2015,40580.15162429984,Electric,DRV6482,Amin Durrani,Pakistani,+966574754456,drv6482@aldrees.com,rpYv-274016,Active,Dammam Depot,False,2026-08-20,2025-10-03,173033,13.455121382193813,112,39992.18528178439,"{'length': 16.079646926138174, 'width': 3.3922266326831387, 'height': 3.9509318596572536}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.621535,2025-10-04T21:14:32.621535
ALD8943,E2468,Petrochemical Tanker,MAN,Physical,2022,47696.41667594164,Electric,DRV3961,Mahesh Gupta,Pakistani,+966583784209,drv3961@aldrees.com,OemM-802122,Repair,Jazan Depot,True,2025-06-04,2025-10-03,69660,10.244478570740498,115,44993.89235434207,"{'length': 10.076169316516122, 'width': 3.1214587189069345, 'height': 4.288704879290962}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.621752,2025-10-04T21:14:32.621752
ALD9674,D7410,2-Axle Fuel Tanker,MAN,Rich,2018,21518.67787190627,Diesel,DRV5326,Ravi Kumar,Indian,+966572023797,drv5326@aldrees.com,iAqu-763841,Retired,Dammam Depot,True,2026-06-26,2025-10-03,388117,8.528695300177782,111,37502.44217581379,"{'length': 10.344603552988133, 'width': 2.7904509368097905, 'height': 4.350224831497755}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.621969,2025-10-04T21:14:32.621970
ALD8539,E3079,2-Axle Fuel Tanker,Iveco,Picture,2023,28595.52306252531,Diesel,DRV1511,Pradeep Trivedi,Nepali,+966595739057,drv1511@aldrees.com,myJp-045984,Repair,Yanbu Depot,True,2026-07-13,2025-10-03,484241,14.479162624957564,101,38398.4334032601,"{'length': 14.120002098437624, 'width': 3.2786955365846397, 'height': 3.6786739655604723}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.622186,2025-10-04T21:14:32.622186
ALD1865,D5082,2-Axle Fuel Tanker,Scania,Professional,2017,41304.744684616875,Gasoline,DRV5388,Vinod Dubey,Nepali,+966578040449,drv5388@aldrees.com,KhVT-723634,Maintenance,Jazan Depot,True,2025-09-01,2025-10-03,433679,9.155166797313528,110,37913.741329200486,"{'length': 11.614143250021229, 'width': 3.1040383341764763, 'height': 3.3489884961826215}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.622404,2025-10-04T21:14:32.622405
ALD1171,E8322,Heavy Fuel Oil / Bitumen Tanker,Volvo,Since,2024,39141.60402754773,LPG,DRV8312,Anil Chopra,Pakistani,+966541841607,drv8312@aldrees.com,PQIT-250067,Maintenance,Yanbu Depot,True,2026-07-29,2025-10-03,343511,12.907876211708123,84,27987.013343824474,"{'length': 17.969070251945446, 'width': 2.9123007126759632, 'height': 3.318951833186174}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.622620,2025-10-04T21:14:32.622621
ALD7467,A9151,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Something,2021,22252.61914062201,LPG,DRV3045,Tariq Pasha,Pakistani,+966583696530,drv3045@aldrees.com,wSNC-780836,Active,Dammam Depot,True,2025-07-01,2025-10-03,366959,14.105608495404113,111,48946.59116839419,"{'length': 12.847223641501426, 'width': 2.9155199071665754, 'height': 3.3623870299943928}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.622836,2025-10-04T21:14:32.622836
ALD4322,E6123,Petrochemical Tanker,Iveco,Keep,2018,32688.077525015324,LPG,DRV7097,Usman Mahmood,Nepali,+966538404474,drv7097@aldrees.com,ckiC-905653,Inactive,Dammam Depot,True,2026-09-26,2025-10-03,104432,11.589232087839267,102,31255.686561746978,"{'length': 12.606542908450646, 'width': 3.1124557911218917, 'height': 3.9089516766209393}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.623052,2025-10-04T21:14:32.623053
ALD1689,A1121,Petrochemical Tanker,MAN,Glass,2015,21019.01706558481,LPG,DRV2846,Waseem Baloch,Pakistani,+966594940520,drv2846@aldrees.com,uGen-279501,Maintenance,Jeddah Depot,True,2025-03-19,2025-10-03,390611,12.660298982791769,112,33251.24224806203,"{'length': 16.514919005158937, 'width': 3.376095889278515, 'height': 3.247438212997682}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.623268,2025-10-04T21:14:32.623269
ALD4156,C8773,3-Axle Fuel Tanker,Iveco,Clear,2018,38563.0171570642,CNG,DRV3903,Mohan Trivedi,Pakistani,+966525178997,drv3903@aldrees.com,gtil-652099,Active,Riyadh Depot,True,2025-02-27,2025-10-03,340245,14.230021307930762,81,47882.59054777132,"{'length': 12.00214414568411, 'width': 3.401942931013588, 'height': 3.728842394629221}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.623493,2025-10-04T21:14:32.623493
ALD7601,C5689,Flat Bed,Iveco,Believe,2022,34336.03065133405,Diesel,DRV8858,Bashir Jafri,Pakistani,+966585057006,drv8858@aldrees.com,KQkb-174263,Maintenance,Jeddah Depot,True,2025-12-06,2025-10-03,411518,8.856768280546522,113,28720.53635790402,"{'length': 10.99850528909429, 'width': 3.1841807903932944, 'height': 4.4492903966064}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.623708,2025-10-04T21:14:32.623709
ALD1547,E8187,Heavy Material Dumper,Scania,Miss,2016,28118.41159376635,Gasoline,DRV2384,Muhammad Ahmed,Indian,+966595685849,drv2384@aldrees.com,gFTb-606395,Active,Riyadh Depot,False,2026-06-09,2025-10-03,91755,10.281642649210639,110,40049.61004181871,"{'length': 15.334090196707498, 'width': 2.55778570243909, 'height': 4.400886814026176}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.624047,2025-10-04T21:14:32.624047
ALD1425,A4293,3-Axle Base Oil Tanker,Scania,Class,2023,48824.37234243005,Electric,DRV8435,Arun Bansal,Pakistani,+966551823829,drv8435@aldrees.com,EgUB-963619,Inactive,Dammam Depot,False,2025-08-03,2025-10-03,131263,12.390054080022914,90,22524.275651694003,"{'length': 14.188894388009425, 'width': 2.7010357125186575, 'height': 4.307947907876864}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.624263,2025-10-04T21:14:32.624264
ALD9893,A8259,Heavy Fuel Oil / Bitumen Tanker,Scania,Me,2022,44095.54981444427,LPG,DRV8157,Usman Mughal,Indian,+966571782084,drv8157@aldrees.com,HRpk-661370,Inactive,Haditha Depot,False,2025-12-25,2025-10-03,127793,8.75333746731769,95,27397.25037864489,"{'length': 17.040802848683846, 'width': 2.979156541455371, 'height': 3.0102857954956646}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.624478,2025-10-04T21:14:32.624478
ALD1845,D9745,2-Axle Base Oil Carrier,Scania,Wear,2019,41964.80176210325,Electric,DRV8268,Lakshman Chopra,Indian,+966508467889,drv8268@aldrees.com,tKSS-403522,Repair,Haditha Depot,False,2025-04-21,2025-10-03,257313,14.292903001261026,119,36849.44838538962,"{'length': 11.861447884793911, 'width': 3.067373444784823, 'height': 3.72526666271168}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.624696,2025-10-04T21:14:32.624696
ALD6224,C8827,2-Axle Base Oil Carrier,MAN,Mr,2019,38851.72867040492,Diesel,DRV2754,Naveen Yadav,Nepali,+966595707919,drv2754@aldrees.com,ewhT-680629,Active,Jazan Depot,True,2026-04-20,2025-10-03,119990,9.091012323499184,119,45738.65743620608,"{'length': 17.5219025173119, 'width': 3.059801502890785, 'height': 3.601449873795092}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.624911,2025-10-04T21:14:32.624912
ALD1489,B1949,2-Axle Fuel Tanker,Volvo,Would,2023,32527.04700365304,Diesel,DRV9586,Ganesh Trivedi,Pakistani,+966564903415,drv9586@aldrees.com,Peat-041392,Retired,Dammam Depot,True,2025-03-27,2025-10-03,438159,14.293389207410826,112,26726.131931562926,"{'length': 11.938069319619956, 'width': 2.5393397603245274, 'height': 3.688423278374813}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.625125,2025-10-04T21:14:32.625126
ALD8043,B8712,3-Axle Fuel Tanker,Scania,Long,2023,38938.8082313725,Gasoline,DRV7862,Farooq Kashmiri,Pakistani,+966544473498,drv7862@aldrees.com,ZcFF-932265,Maintenance,Dammam Depot,True,2025-02-02,2025-10-03,51832,11.094777951086174,88,26529.118147663732,"{'length': 15.849096009542667, 'width': 3.2777778866984306, 'height': 3.233947950463654}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.625341,2025-10-04T21:14:32.625341
ALD1534,C6198,Grains Dumper,Volvo,Result,2015,22346.687437394605,CNG,DRV7642,Ali Qureshi,Pakistani,+966585698406,drv7642@aldrees.com,HRyt-686245,Active,Riyadh Depot,False,2024-12-15,2025-10-03,158584,10.79952430568532,108,33897.91064912046,"{'length': 11.743299877510736, 'width': 3.069531853309577, 'height': 3.3438305326036963}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.625844,2025-10-04T21:14:32.625846
ALD7219,D1527,2-Axle Base Oil Carrier,Volvo,Face,2024,29269.398340759777,Diesel,DRV1806,Nadeem Yousuf,Pakistani,+966532730413,drv1806@aldrees.com,gTCa-606355,Maintenance,Haditha Depot,True,2024-11-22,2025-10-03,136447,9.560799380157949,87,38446.8298118124,"{'length': 13.034808499426616, 'width': 2.7534021561142294, 'height': 4.493936970154082}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.626319,2025-10-04T21:14:32.626319
ALD6043,A7495,2-Axle Base Oil Carrier,Mercedes,Crime,2019,23166.57489263229,LPG,DRV3240,Rafiq Mir,Nepali,+966517634333,drv3240@aldrees.com,WIrv-793970,Retired,Jeddah Depot,True,2025-03-21,2025-10-03,418830,14.380780587156048,93,25483.548622950908,"{'length': 15.242260754966516, 'width': 3.1072804110548247, 'height': 3.8274700931250436}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.626596,2025-10-04T21:14:32.626596
ALD5307,D8065,Curtain-Sided Trailer,MAN,Worry,2024,36063.52364881153,CNG,DRV8087,Rizwan Abbasi,Nepali,+966571611309,drv8087@aldrees.com,zyma-574686,Active,Jazan Depot,False,2026-06-08,2025-10-03,457025,11.470075424037145,83,49446.425504650135,"{'length': 11.957157941456755, 'width': 2.741608557150193, 'height': 4.105361379411422}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.626853,2025-10-04T21:14:32.626854
