supplier_id,supplier_name,contact_person,phone,email,address,city,country,supplier_type,credit_rating,payment_terms,lead_time_days,quality_rating,on_time_delivery_rate,total_orders,total_value_sar,certifications,created_at
SUP6559,Safety Equipment,Bobby Matthews,898-977-8478x952,baxtershane@example.net,"811 Johnson Knoll
Port Robert, RI 64154",Riyadh,Kuwait,Equipment Supplier,B,Prepaid,22,4.1,0.96,141,6854551.42,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.474387
SUP7877,Aramco,Virginia Riddle,804-957-1685x016,lori18@example.com,"3263 Laura Drive Suite 489
Hernandezport, MN 62786",Kuwait,Bahrain,Fuel Supplier,C,Net 15,2,3.8,0.958,957,8596640.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.474976
SUP7460,Maintenance Services,Casey Johnson,001-350-951-3984x94770,breannalynch@example.org,"66727 Parker Via Suite 695
Nicolehaven, FL 08055",Doha,Bahrain,Service Provider,B,Prepaid,3,4.0,0.936,482,9883233.63,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.481230
SUP2162,Mercedes Parts,Larry Taylor,+1-349-749-3596x2573,samuelmartinez@example.com,"311 Catherine Inlet
East Beverlyhaven, HI 78483",Kuwait,Qatar,Parts Supplier,B,COD,12,4.9,0.968,689,3850400.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.484018
SUP2245,Technology Equipment,Michelle Johnson,877.697.6650x09943,emathis@example.org,"009 Colleen Forges
Geraldhaven, LA 62461",Jeddah,Kuwait,Equipment Supplier,C,COD,27,4.6,0.851,940,4921129.37,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.484856
SUP1437,Transportation,Anthony Miller,(333)393-5919,bferrell@example.com,"2314 Taylor Throughway
South Jacquelineview, AZ 03826",Doha,Bahrain,Logistics Partner,B,Prepaid,14,3.6,0.978,949,6914291.81,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.485547
SUP1164,Volvo Parts,Rodney Jenkins,740-560-0263x8224,hillrachel@example.net,"6094 Turner Club Suite 371
North Elizabeth, NM 18909",Dammam,Kuwait,Parts Supplier,B+,Prepaid,26,4.7,0.852,46,6620095.92,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.486275
SUP3601,Shell,Matthew Roberts,509.661.6904x35918,duarteamy@example.org,"73946 Gonzalez Curve
Port Seanhaven, PW 17082",Doha,UAE,Fuel Supplier,A+,Prepaid,21,4.6,0.907,336,1962292.44,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.487029
SUP6904,Scania Parts,Mark Parks,(644)801-3261,tracierivas@example.net,"70174 Johnny Islands Apt. 650
Lake Stephenside, IA 76092",Kuwait,UAE,Parts Supplier,A+,Prepaid,29,4.9,0.905,789,4718252.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.489314
SUP3785,Scania Parts,Alyssa Ochoa,(607)466-5057x9548,jacobsamber@example.net,"937 Hamilton Spur
Raychester, KS 65116",Dubai,Kuwait,Parts Supplier,B+,COD,23,3.5,0.919,273,618492.09,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.490415
SUP5857,Distribution,Tyler Sexton,(864)630-8453,wesleyberry@example.org,"5227 Antonio Shoal Apt. 153
Robertbury, WI 30964",Jeddah,Saudi Arabia,Logistics Partner,A+,Prepaid,4,3.8,0.948,653,8931453.09,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.496421
SUP7049,Total,John Fields,(609)436-0011x2201,iwilson@example.org,"82601 Joseph Ports
Port Michael, MD 58390",Riyadh,Saudi Arabia,Fuel Supplier,A,COD,3,4.6,0.884,623,5320672.55,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.504789
SUP1802,Transportation,Madison Nicholson,290-434-7885x071,annettelewis@example.net,"1124 Shannon Wall
West Brad, WV 00723",Doha,Kuwait,Logistics Partner,B+,Net 15,5,4.6,0.861,894,2170642.08,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.506776
SUP1257,Maintenance Services,Evan Wright,712.381.9226,rodgersjennifer@example.org,"80891 Ortiz Crest Apt. 239
West Robert, AK 40983",Kuwait,Qatar,Service Provider,A,COD,6,3.9,0.961,638,1654630.15,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.507547
SUP5904,BP,Patricia Sherman,816-838-9296x16186,carldiaz@example.org,"40610 Charles Crest
East Daniel, IA 25378",Doha,UAE,Fuel Supplier,C,Net 30,18,4.5,0.917,944,6922516.14,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.508229
SUP1506,Transportation,James Mccoy,(585)339-3476x226,foxwarren@example.com,"774 Watson Lakes Suite 981
Port Elizabeth, MO 02622",Riyadh,Bahrain,Logistics Partner,A+,COD,17,4.7,0.909,395,540311.93,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.515800
SUP7398,Volvo Parts,Kimberly Potts,001-975-900-0082,charles99@example.org,"327 Bryan Junction Suite 512
North Kaylee, MS 76854",Riyadh,Kuwait,Parts Supplier,C,Net 15,28,3.9,0.967,746,2918224.36,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.516734
SUP7374,Chevron,Rebecca Hunt,001-393-822-4610,rodriguezpaul@example.com,"14258 Teresa Bypass Apt. 409
East Amy, AR 03215",Dammam,Bahrain,Fuel Supplier,B+,Prepaid,28,4.3,0.966,477,1950478.84,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.517833
SUP4344,Chevron,Mr. Christopher Davis,864-435-5558,gwest@example.org,"922 Lopez Alley Suite 190
Wallmouth, IN 18104",Dubai,Qatar,Fuel Supplier,B+,Net 15,14,4.2,0.915,243,882064.54,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.518725
SUP6954,Technology Equipment,Brandi Ellis,434.255.1917x33144,mhernandez@example.net,"1478 Ashley Point Suite 385
Ryanport, TN 69232",Kuwait,Kuwait,Equipment Supplier,A,Prepaid,29,3.5,0.939,57,3865691.72,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.519488
SUP2854,Warehousing,Tina Boyd,(389)396-8384x2361,waguilar@example.org,"2424 Austin Cliff
South Stephen, AK 75278",Riyadh,UAE,Logistics Partner,A,Net 15,2,4.8,0.89,646,8774600.45,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.520250
SUP9223,Safety Equipment,Duane Edwards,001-676-236-6655x878,lisadavis@example.com,"2764 Hector Drives Apt. 878
Port Chaseton, DE 04891",Doha,Qatar,Equipment Supplier,A+,COD,8,4.3,0.919,197,5011793.22,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.521083
SUP9484,Distribution,Matthew Blankenship,6633009554,carol09@example.com,"23194 Cook River Apt. 102
Castilloton, AZ 45711",Riyadh,Kuwait,Logistics Partner,A+,Prepaid,6,4.8,0.907,472,8318548.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.521941
SUP6649,MAN Parts,Kaitlyn Forbes,514-343-4109,zwilliams@example.net,"39793 Meyer Views Suite 451
Lake Rebeccafort, AL 24908",Dammam,Qatar,Parts Supplier,C,Net 15,30,4.2,0.975,547,8043546.7,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.522729
SUP4283,Heavy Equipment,Andrea Vasquez,757.738.7051,awhite@example.net,"560 Rodriguez Flat
Travisbury, AS 53433",Riyadh,Saudi Arabia,Equipment Supplier,A+,COD,26,4.8,0.957,958,7789043.79,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.523417
SUP5205,Consulting Services,Susan Bentley,275.715.1915x18470,williamscristian@example.com,"0684 Samuel Mission
New Catherine, MS 89167",Doha,UAE,Service Provider,B,COD,13,4.9,0.851,10,7699573.39,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.524103
SUP6171,Consulting Services,Tracy Roberts,(488)391-6077,brandonblankenship@example.net,"4710 Cynthia Place
Port Briannamouth, MT 23838",Doha,UAE,Service Provider,C,Net 15,24,4.8,0.872,524,6105253.38,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.524984
SUP5824,Distribution,Tanya Black MD,392-843-1128,deborahperez@example.com,"PSC 8184, Box 1987
APO AE 47436",Jeddah,Saudi Arabia,Logistics Partner,A+,Net 15,7,4.6,0.921,384,5943051.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.531355
SUP5430,Total,Mr. Robert Pena,737.768.2047,zbaker@example.com,"66656 Benjamin Oval Suite 020
Rodriguezstad, AR 96719",Doha,Saudi Arabia,Fuel Supplier,A+,COD,20,4.3,0.889,291,2916713.93,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.536730
SUP2487,Logistics Services,Jesus Schultz,+1-761-497-5029,seanryan@example.net,"20180 Kimberly Forges Suite 550
Lake Michaelbury, AZ 94229",Jeddah,Bahrain,Service Provider,B+,COD,3,3.7,0.885,597,9736230.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.537844
SUP2678,Warehousing,Cindy Valenzuela,(763)788-1967x5303,kennethwilliams@example.org,"391 Sean Way
New Angelaville, MN 10037",Dubai,UAE,Logistics Partner,C,Net 15,11,4.3,0.889,110,4160796.9,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.539606
SUP1696,Heavy Equipment,Timothy Snyder,+1-637-928-5289x33274,yfrost@example.com,"25582 Jessica Union
South Randy, RI 93227",Kuwait,Kuwait,Equipment Supplier,A,Net 15,24,4.8,0.885,225,1572954.31,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.541114
SUP8608,Total,Ashley Price,441.862.2575x418,fgarcia@example.com,"6086 Walter Loaf
Port Matthewborough, NV 26887",Kuwait,Qatar,Fuel Supplier,B,Prepaid,8,3.8,0.876,727,8237943.48,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.549763
SUP9821,Shell,Daniel Lyons,+1-504-669-5649x4133,ahall@example.com,"381 Ward Hills
Lake Matthew, VT 78667",Jeddah,Saudi Arabia,Fuel Supplier,B,Net 30,22,4.5,0.894,943,7156518.01,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.555019
SUP4863,MAN Parts,Shelby Bean,728.489.8885,gjackson@example.org,"2594 Lisa Corners
South Mariahshire, TN 14482",Doha,UAE,Parts Supplier,A,Prepaid,24,3.7,0.923,147,3190718.61,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.557610
SUP5438,Iveco Parts,Kimberly Nichols,(290)436-8253x87901,dariussullivan@example.com,"718 Cody Ports
Robertsonport, PA 77151",Kuwait,Saudi Arabia,Parts Supplier,C,Prepaid,30,4.8,0.935,773,2108067.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.566931
SUP8863,Transportation,Heather Bean,+1-844-249-1418x6270,ydelgado@example.com,"801 Williams Rapid Suite 396
New Angela, CT 86089",Riyadh,Bahrain,Logistics Partner,B,Prepaid,24,4.6,0.953,333,5506115.92,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.569150
SUP4874,MAN Parts,John Jones,792.345.1514,tracysmith@example.com,"USCGC Curtis
FPO AP 17183",Dubai,Kuwait,Parts Supplier,B+,COD,9,4.7,0.942,343,8553286.38,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.573209
SUP5314,Transportation,Patricia Larson,(358)253-9361,barbarakennedy@example.com,"4644 Vargas Parkway Suite 076
Margarethaven, AZ 96992",Doha,Bahrain,Logistics Partner,B,Net 30,18,5.0,0.876,668,4093748.94,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.581666
SUP5928,Mercedes Parts,Timothy Walker,439-430-3723,sydneykim@example.org,"USNV Mitchell
FPO AE 64814",Dammam,Bahrain,Parts Supplier,C,Net 30,17,3.8,0.909,502,7940324.59,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.589011
SUP5779,Scania Parts,Crystal Duncan,+1-635-489-5472x6202,stephaniedonaldson@example.net,"55158 Lindsey Viaduct
Martinezchester, DC 32800",Jeddah,Saudi Arabia,Parts Supplier,A+,COD,24,4.6,0.925,599,2429403.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.594469
SUP2312,Aramco,Kimberly Mclaughlin,(218)217-2910,amandasmith@example.org,"6521 Holland Drives
East Ebonymouth, FM 67159",Dubai,Saudi Arabia,Fuel Supplier,B+,COD,23,4.2,0.921,271,5623256.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.597304
SUP5216,Logistics Services,Carlos Robinson,+1-688-886-6436x038,ychambers@example.org,"207 Sanders Pike
Loriside, NJ 90937",Dubai,Qatar,Service Provider,B,Net 30,20,4.1,0.909,722,719344.31,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.601364
SUP9185,Shell,Cindy Moore,001-774-908-8335x27898,proctornicholas@example.org,"592 Kyle Skyway Apt. 441
Ericview, PA 17148",Dammam,Kuwait,Fuel Supplier,A,COD,8,4.5,0.886,266,6779220.33,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.603654
SUP9438,Logistics Services,Ricky Smith,001-802-770-4064x82684,torresneil@example.com,"PSC 9368, Box 0182
APO AP 81355",Doha,UAE,Service Provider,A+,Net 30,26,3.9,0.954,990,3741389.48,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.604359
SUP4258,Transportation,Mr. Norman Jennings,954.440.8273,burkeamanda@example.com,"PSC 2578, Box 7678
APO AE 37527",Dubai,Qatar,Logistics Partner,A+,Net 30,19,4.8,0.871,640,2450839.81,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.605452
SUP8825,Transportation,Lisa Sexton,+1-571-649-4546,ericastone@example.org,"62987 Simmons Terrace
Lisaport, NM 16259",Dammam,Saudi Arabia,Logistics Partner,A+,Net 15,27,4.1,0.857,457,9662830.04,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.606916
SUP1716,Aramco,Tammy Villegas,001-222-448-3685x506,travisandrea@example.org,"581 Bryant Roads Apt. 557
Allenborough, WA 66748",Doha,Qatar,Fuel Supplier,B,Net 30,21,4.3,0.884,55,4304464.48,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.608782
SUP4874,Logistics Services,Amanda Rojas,981.472.5748x824,vincentwilson@example.net,"8104 John Forks
Mitchellside, MA 32435",Jeddah,Kuwait,Service Provider,C,COD,8,4.5,0.857,783,4360929.39,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.613305
SUP3664,Consulting Services,Ricardo Duarte PhD,001-708-639-7861,johnjones@example.com,"283 Sabrina Trail Suite 085
Port Clarencehaven, AR 52805",Dammam,Qatar,Service Provider,B+,COD,7,4.8,0.963,533,9896679.77,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.615143
SUP2505,Warehousing,Samantha Jimenez,+1-893-310-6249,williamsrobert@example.net,"611 Nicholas Brooks
New Reginahaven, PR 56157",Dubai,Kuwait,Logistics Partner,A+,Prepaid,21,3.6,0.976,556,9208147.18,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.616850
SUP7145,Maintenance Services,William Pierce,368.574.6759x0750,stephanie54@example.org,"817 Angela Garden
Jasmineshire, NM 37009",Dammam,Saudi Arabia,Service Provider,B+,Net 15,18,4.9,0.974,650,521028.19,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.618299
SUP8652,Iveco Parts,Ashley Smith,850-735-5340,kellysimmons@example.org,"8505 Graves Junctions
Terriport, KY 23375",Doha,Bahrain,Parts Supplier,A,Net 30,30,3.7,0.979,482,6294499.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.620321
SUP3468,Iveco Parts,Benjamin Lee,634.849.7793x41068,nbryant@example.net,"1341 Lopez Forks Suite 408
Perezmouth, RI 22003",Doha,Bahrain,Parts Supplier,B,Prepaid,4,4.2,0.858,242,7555456.92,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.623096
SUP7611,Mercedes Parts,Aaron Miller,805-793-0688x1733,patrickbailey@example.org,"798 Soto Row Apt. 307
Jonathantown, VI 87400",Dammam,Saudi Arabia,Parts Supplier,B,Net 15,3,3.5,0.887,906,1833856.61,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.624241
SUP4793,Distribution,William Adkins,+1-932-944-8513x94837,alexandra63@example.org,"036 Bryan Hills Suite 481
Cynthiashire, NY 98716",Dammam,Qatar,Logistics Partner,A,Net 30,8,4.6,0.946,528,1894830.42,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.630971
SUP6276,Transportation,John Vincent,9037362175,hubbardsavannah@example.com,"099 Taylor Land
Patriciachester, MA 85635",Doha,Kuwait,Logistics Partner,B,Net 30,16,4.8,0.949,789,9918907.54,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.634750
SUP2927,Mercedes Parts,Kevin Hicks,+1-332-917-9593x17704,sheena40@example.com,"37383 Blake Curve
Port Kelly, PW 68958",Jeddah,UAE,Parts Supplier,B,COD,28,4.4,0.864,634,2903208.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.636329
SUP9398,Technology Equipment,Joy Davies,309-238-0420,calvin94@example.com,"959 Tammy Rue Apt. 945
West David, PR 78442",Jeddah,Saudi Arabia,Equipment Supplier,A+,COD,28,4.8,0.952,518,3418243.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.638245
SUP6442,MAN Parts,Tammy Lewis,304.485.1947,michael64@example.org,"6460 Crystal Shore
East Meganmouth, OK 77179",Doha,Qatar,Parts Supplier,B+,Net 30,12,3.9,0.886,882,8491634.77,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.639286
SUP8939,Aramco,Tanya Davis,258.406.5772x134,russokelly@example.org,"3983 Denise Mountain Apt. 356
Ortizside, ND 18095",Doha,Bahrain,Fuel Supplier,A+,Net 30,20,4.3,0.934,920,6497612.9,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.640662
SUP4227,Maintenance Services,Valerie Beasley,311-515-3800,wuandrea@example.org,"8210 Nathan Mews
North Kimberlymouth, VA 27490",Dubai,Qatar,Service Provider,B,Net 30,26,3.8,0.893,928,6504931.71,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.641759
SUP9653,Chevron,Andre Downs,+1-751-914-4333x71832,derrickwaller@example.org,"0464 Stephen Forges
Johnsonmouth, MA 98704",Doha,Saudi Arabia,Fuel Supplier,B,Net 15,13,4.3,0.973,691,4690505.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.648404
SUP2788,Warehousing,Deborah Scott,+1-340-549-1626x411,fproctor@example.net,"67412 Melissa Knolls Suite 750
Johnmouth, MN 67824",Doha,Bahrain,Logistics Partner,B+,Prepaid,10,3.7,0.932,525,6816593.27,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.651108
SUP9637,Total,Sharon Rivers,001-969-450-4127,mwilliams@example.net,"74499 Christopher Valley Suite 412
Port Chrisshire, MP 42839",Doha,Qatar,Fuel Supplier,B+,Net 30,27,3.8,0.933,222,5712869.68,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.652103
SUP2623,Logistics Services,Andrea Christensen DVM,+1-572-701-9114x75736,xwillis@example.com,"802 James Views Suite 157
Port Julie, IA 70681",Doha,Qatar,Service Provider,A,COD,21,4.8,0.958,881,7858880.67,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.653012
SUP6185,Transportation,Daniel Weaver,405.393.3191x737,petersonbradley@example.org,"Unit 7596 Box 4385
DPO AP 84371",Riyadh,Qatar,Logistics Partner,B+,COD,3,4.1,0.904,246,5810028.05,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.653520
SUP5929,Technology Equipment,Brittney Barry,(552)278-4495,hannahhunter@example.net,"5608 Smith Points Apt. 997
Breannaport, TN 50158",Dubai,UAE,Equipment Supplier,B,COD,20,3.7,0.875,933,9471339.1,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.654467
SUP7348,Technology Equipment,Christopher Jones,001-760-238-5561x39030,gsandoval@example.net,"62269 Adam Route
Mariachester, NH 81220",Jeddah,Qatar,Equipment Supplier,A+,COD,24,3.7,0.895,193,3037933.24,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.655127
SUP1509,Distribution,Madison Smith,001-718-929-6640x343,lukephillips@example.net,"63353 Moore Plains Suite 404
Sarahburgh, NJ 49838",Dubai,Bahrain,Logistics Partner,C,COD,1,3.5,0.921,962,8416570.78,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.656241
SUP2575,Distribution,Michael Miranda,(571)841-5186,brianrichardson@example.org,"1509 Lee Park Apt. 593
Gordonshire, MT 59831",Dubai,Kuwait,Logistics Partner,A,COD,1,3.6,0.903,570,8495136.95,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.657002
SUP1689,Transportation,Kim Hickman,480.326.0065x69621,dcunningham@example.net,"58858 Isaac Parkway
Hernandezstad, ND 53036",Dubai,Qatar,Logistics Partner,C,Net 30,11,4.4,0.921,710,3901160.64,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.657675
SUP5814,Distribution,Jeffrey Keller,621.378.4254x4917,ocalhoun@example.com,"3039 Joseph Square
New Craig, PR 64722",Dammam,Qatar,Logistics Partner,B,Prepaid,4,3.9,0.96,754,977220.73,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.662364
SUP7528,Technology Equipment,Michele Brown,922-210-7692x8432,arroyogeorge@example.com,"PSC 8704, Box 7229
APO AE 26297",Doha,Bahrain,Equipment Supplier,A,Net 15,20,3.7,0.937,563,1707939.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.664917
SUP4941,Transportation,Jennifer Harris,001-560-346-2783x77420,kellymichelle@example.com,"958 Gary Burgs
Thomasfort, CT 39139",Riyadh,Qatar,Logistics Partner,A+,Net 30,5,4.6,0.872,25,8310669.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.669907
SUP8700,Shell,Sherry Lopez,253.559.7495x6189,vlopez@example.com,"09687 Timothy Spring Suite 920
South Michael, CT 05039",Jeddah,Bahrain,Fuel Supplier,A+,COD,3,4.9,0.906,25,2411658.74,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.671055
SUP5900,Scania Parts,John Gutierrez,748.907.3641x43715,robertrodriguez@example.net,"883 Brady Radial Suite 756
North Feliciaton, TX 25845",Doha,UAE,Parts Supplier,A,Net 15,8,4.3,0.932,330,7378389.21,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.674028
SUP4119,Transportation,Angela Erickson,(514)390-0765x60416,greg35@example.net,"020 Tara Lodge Apt. 116
North Christopherbury, KS 53049",Jeddah,Bahrain,Logistics Partner,C,Prepaid,29,4.9,0.917,900,2112861.17,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.680556
SUP1814,Technology Equipment,Peter Howard,+1-528-548-8629x94414,ywells@example.net,"052 Bishop Corners Suite 910
Navarrotown, FM 92467",Riyadh,UAE,Equipment Supplier,A+,Net 30,30,4.8,0.959,312,5267713.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.681409
SUP5557,Mercedes Parts,Tonya Harmon,657-211-2499x03599,ginagriffin@example.org,"4248 Crystal Spur Apt. 652
Hendersonmouth, KY 02355",Dubai,Qatar,Parts Supplier,B,Net 15,14,4.3,0.906,483,8013233.79,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.682706
