maintenance_id,vehicle_id,maintenance_date,maintenance_type,technician_id,technician_name,depot_location,cost_sar,duration_hours,parts_replaced,mileage_at_service,next_service_due,warranty_expiry,service_notes,quality_rating,maintenance_categories,tools_used,safety_checks,environmental_impact,created_at
MNT84996,ALD9588,2025-04-22T02:52:12,Safety Inspection,TECH1011,Ms. Monique Russell MD,Dammam Depot,400.56,3.29,['Coolant'],391371,2025-08-03T02:52:12,2025-09-18T02:52:12,Routine maintenance completed successfully,4.2,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 18.49769320237261, 'hazardous_waste_kg': 5.583026078462974, 'co2_emissions_kg': 142.8095161887125}",2025-10-04T23:49:54.207262
MNT43497,ALD9800,2025-02-11T13:44:59,Tire Replacement,TECH6952,Terry Lee,Jazan Depot,1502.75,4.02,['Tires'],102561,2025-07-15T13:44:59,2025-07-04T13:44:59,Region coach gun no land pick statement. Last recent personal report rock. Goal still reveal open before finish.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 13.14329032835365, 'hazardous_waste_kg': 4.225501368237884, 'co2_emissions_kg': 89.30273999330953}",2025-10-04T23:49:54.207607
MNT40583,ALD6658,2025-06-12T17:14:04,Transmission Service,TECH7261,Carl Green,Jazan Depot,1389.58,2.5,['Coolant'],175451,2025-09-29T17:14:04,2025-11-13T17:14:04,Including arrive too. Buy rule believe however upon begin. Color matter require fill lot police.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 6.311736612376951, 'hazardous_waste_kg': 5.2220091464201985, 'co2_emissions_kg': 169.49655623458108}",2025-10-04T23:49:54.207945
MNT79410,ALD3031,2025-03-07T11:34:00,Brake Inspection,TECH9293,Tamara Rubio,Yanbu Depot,1652.8,1.69,"['Brake Pads', 'Brake Discs']",144069,2025-06-16T11:34:00,2025-11-29T11:34:00,Best ability several near. Tell boy each laugh.,4.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 13.161262432773459, 'hazardous_waste_kg': 7.916373470444798, 'co2_emissions_kg': 57.676318460094436}",2025-10-04T23:49:54.208287
MNT29860,ALD1857,2025-01-10T00:42:20,Brake Inspection,TECH2601,Jasmine Booker,Dammam Depot,1855.11,3.89,"['Brake Pads', 'Brake Discs']",383193,2025-06-15T00:42:20,2025-07-09T00:42:20,Factor animal through hair they. Safe result feel ground majority eye. Kid ten still better. Season tax four even.,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 9.481139740009212, 'hazardous_waste_kg': 5.201790499305542, 'co2_emissions_kg': 132.51696801846427}",2025-10-04T23:49:54.208660
MNT23968,ALD6123,2025-04-03T15:38:06,Electrical Check,TECH1753,Michael Thomas,Jazan Depot,1465.13,2.19,"['Brake Discs', 'Tires', 'Fuel Filter']",90518,2025-09-06T15:38:06,2025-12-17T15:38:06,Reflect accept especially travel bag paper. Teacher every year. Behavior trouble raise science consider argue.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 13.653037582277815, 'hazardous_waste_kg': 3.4726170839395047, 'co2_emissions_kg': 151.87987425311331}",2025-10-04T23:49:54.214767
MNT29878,ALD4626,2025-01-27T07:21:58,Routine Service,TECH5764,Matthew May,Haditha Depot,269.62,1.66,"['Fuel Pump', 'Air Filter']",163930,2025-07-04T07:21:58,2025-12-31T07:21:58,"Low doctor build. News lawyer coach we fast.
Question ball high interest research short. Rule expert talk raise official.",4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 5.471795132422282, 'hazardous_waste_kg': 9.480984314016265, 'co2_emissions_kg': 70.22359781103847}",2025-10-04T23:49:54.216374
MNT39307,ALD4365,2025-02-17T12:12:30,Warranty Service,TECH7831,Dale Whitehead,Haditha Depot,1572.44,3.9,['Tires'],429581,2025-07-29T12:12:30,2025-09-17T12:12:30,Routine maintenance completed successfully,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 5.573760007885497, 'hazardous_waste_kg': 1.4518541380034564, 'co2_emissions_kg': 75.39365962851711}",2025-10-04T23:49:54.216912
MNT97782,ALD8355,2025-06-28T12:01:25,Oil Change,TECH2769,David Drake,Dammam Depot,691.02,2.28,"['Engine Oil', 'Oil Filter']",307589,2025-09-16T12:01:25,2025-11-20T12:01:25,Routine maintenance completed successfully,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 6.261000056016174, 'hazardous_waste_kg': 4.970263488976955, 'co2_emissions_kg': 184.1381006079785}",2025-10-04T23:49:54.217564
MNT33883,ALD4701,2025-05-06T06:26:47,Electrical Check,TECH9554,Craig Spencer,Dammam Depot,1724.37,5.46,['Spark Plugs'],188950,2025-10-02T06:26:47,2025-08-15T06:26:47,Routine maintenance completed successfully,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 6.368431862220487, 'hazardous_waste_kg': 7.538492846431153, 'co2_emissions_kg': 146.55972787068626}",2025-10-04T23:49:54.218133
MNT39911,ALD8862,2025-06-10T13:11:08,Oil Change,TECH2135,Terry Jones,Riyadh Depot,402.3,2.74,"['Engine Oil', 'Oil Filter']",277702,2025-09-10T13:11:08,2026-01-08T13:11:08,Routine maintenance completed successfully,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 10.037533066492962, 'hazardous_waste_kg': 8.561240968058927, 'co2_emissions_kg': 74.04583439033625}",2025-10-04T23:49:54.219090
MNT32317,ALD2983,2025-06-21T04:17:32,Preventive Maintenance,TECH5737,Tammy Bell,Yanbu Depot,887.34,4.21,"['Fuel Pump', 'Engine Oil']",322549,2025-07-27T04:17:32,2026-01-23T04:17:32,Cup agreement fine song play. Information case walk thousand himself other. However tonight happen we lawyer difference western.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 15.706277462945003, 'hazardous_waste_kg': 9.994961461842053, 'co2_emissions_kg': 97.58752817712259}",2025-10-04T23:49:54.221427
MNT66981,ALD6656,2025-04-18T21:59:10,Transmission Service,TECH9212,Bruce Sexton,Dammam Depot,818.27,5.02,['Coolant'],237268,2025-06-15T21:59:10,2025-07-23T21:59:10,Instead no whether alone. Could half school. Bring hard increase parent boy will.,4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 11.280137088614305, 'hazardous_waste_kg': 6.370048354764281, 'co2_emissions_kg': 165.23367234275867}",2025-10-04T23:49:54.222534
MNT61413,ALD5784,2025-04-20T18:37:25,Warranty Service,TECH9596,Scott Wolfe,Jeddah Depot,1034.38,1.99,"['Air Filter', 'Oil Filter', 'Fuel Pump']",385727,2025-10-10T18:37:25,2026-04-13T18:37:25,Effort executive laugh issue cause less. Continue really her time open.,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 6.565742462797829, 'hazardous_waste_kg': 8.83413077749219, 'co2_emissions_kg': 95.71664502840807}",2025-10-04T23:49:54.223983
MNT70718,ALD7128,2025-06-16T21:13:52,Brake Inspection,TECH5678,Amy Davis,Dammam Depot,1832.2,4.15,"['Brake Pads', 'Brake Discs']",323173,2025-11-09T21:13:52,2025-10-28T21:13:52,Face also a explain. Because begin thought. Meet late trouble ten body.,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 18.610849022435886, 'hazardous_waste_kg': 7.179554700437608, 'co2_emissions_kg': 105.63473840539635}",2025-10-04T23:49:54.225206
MNT38740,ALD8976,2025-03-07T01:58:51,Preventive Maintenance,TECH8921,Russell Jones,Dammam Depot,1376.44,1.73,['Alternator'],230417,2025-05-18T01:58:51,2025-07-19T01:58:51,Routine maintenance completed successfully,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 17.373962790508948, 'hazardous_waste_kg': 1.202827841955338, 'co2_emissions_kg': 186.66710885097413}",2025-10-04T23:49:54.236450
MNT13547,ALD6833,2025-05-10T14:24:10,Annual Service,TECH8455,Mark Walters,Riyadh Depot,459.43,1.17,['Coolant'],184391,2025-06-23T14:24:10,2025-11-12T14:24:10,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 18.907332661696692, 'hazardous_waste_kg': 1.9529671160942, 'co2_emissions_kg': 66.49499171222342}",2025-10-04T23:49:54.237243
MNT83635,ALD7049,2025-03-08T12:19:11,Tire Replacement,TECH4011,Theresa Nolan,Haditha Depot,1870.72,4.23,['Tires'],444467,2025-08-04T12:19:11,2025-12-11T12:19:11,Too remain hear. Shake under one. Benefit up bring interesting family establish happy.,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 10.318338333504718, 'hazardous_waste_kg': 2.1158115384896554, 'co2_emissions_kg': 196.32488853483017}",2025-10-04T23:49:54.238394
MNT28724,ALD2253,2025-01-30T21:26:31,Electrical Check,TECH1445,James Livingston,Jazan Depot,560.0,5.19,"['Transmission Fluid', 'Brake Discs']",290907,2025-06-25T21:26:31,2025-08-06T21:26:31,Routine maintenance completed successfully,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 9.458091175546553, 'hazardous_waste_kg': 4.724333707327592, 'co2_emissions_kg': 174.3488558818887}",2025-10-04T23:49:54.239755
MNT85500,ALD9566,2025-04-08T19:16:19,Electrical Check,TECH1204,Jackson Oliver,Jeddah Depot,847.81,5.32,"['Brake Pads', 'Tires']",105584,2025-06-16T19:16:19,2025-08-29T19:16:19,As teach add. Late seek fine help amount never. Rule candidate responsibility common back.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 17.905095164976892, 'hazardous_waste_kg': 8.964622362821704, 'co2_emissions_kg': 160.5641736352535}",2025-10-04T23:49:54.240301
MNT76373,ALD2884,2025-04-19T06:47:12,Transmission Service,TECH9316,Maria Small,Riyadh Depot,557.07,5.23,['Timing Belt'],360050,2025-08-04T06:47:12,2025-09-08T06:47:12,Stock social husband assume its with economic. Contain color leg machine that sea its. Past range gun act music in pattern.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 12.883449033842115, 'hazardous_waste_kg': 5.105078842384583, 'co2_emissions_kg': 153.70432951049065}",2025-10-04T23:49:54.241219
MNT31177,ALD2252,2025-05-31T07:56:58,Annual Service,TECH6522,Cesar Myers,Dammam Depot,428.34,3.33,['Tires'],106927,2025-09-17T07:56:58,2025-12-29T07:56:58,Scientist position today over really. Like minute current be between indeed.,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 13.024317163702829, 'hazardous_waste_kg': 4.232758371757888, 'co2_emissions_kg': 188.93656298175353}",2025-10-04T23:49:54.247272
MNT61147,ALD1319,2025-05-16T11:02:36,Emergency Repair,TECH3495,Debbie Bryant,Yanbu Depot,2156.07,9.28,"['Brake Pads', 'Oil Filter', 'Battery', 'Alternator', 'Timing Belt']",490446,2025-08-25T11:02:36,2025-12-24T11:02:36,Performance determine official according seek. Do either current floor star. Result camera community number structure.,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 18.293952136136625, 'hazardous_waste_kg': 8.755203571655287, 'co2_emissions_kg': 115.30299162591918}",2025-10-04T23:49:54.249357
MNT40204,ALD3391,2025-06-23T22:26:59,Emergency Repair,TECH7216,Stacey Yates,Riyadh Depot,2853.04,7.76,"['Transmission Fluid', 'Fuel Filter']",305237,2025-09-25T22:26:59,2026-05-17T22:26:59,Routine maintenance completed successfully,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 8.702060503274987, 'hazardous_waste_kg': 2.388073278652757, 'co2_emissions_kg': 88.32858997046159}",2025-10-04T23:49:54.252241
MNT87265,ALD6356,2025-06-21T11:39:23,Emergency Repair,TECH3332,Kaylee Lewis,Jeddah Depot,2803.59,2.92,"['Tires', 'Transmission Fluid']",220249,2025-12-14T11:39:23,2026-02-27T11:39:23,Routine maintenance completed successfully,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 6.251361224891146, 'hazardous_waste_kg': 5.00225198174976, 'co2_emissions_kg': 164.98286494783815}",2025-10-04T23:49:54.253454
MNT59803,ALD6130,2025-06-21T11:26:52,Annual Service,TECH8957,Rebecca Howell,Dammam Depot,420.13,5.42,"['Alternator', 'Transmission Fluid', 'Brake Pads']",262654,2025-10-20T11:26:52,2026-03-06T11:26:52,Routine maintenance completed successfully,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 6.974174757528313, 'hazardous_waste_kg': 2.189586605641721, 'co2_emissions_kg': 92.66405850035576}",2025-10-04T23:49:54.254309
MNT55878,ALD3235,2025-05-17T04:20:41,Engine Repair,TECH1904,Christine Lewis,Dammam Depot,1093.8,9.21,"['Coolant', 'Tires', 'Fuel Pump']",210259,2025-08-02T04:20:41,2025-08-24T04:20:41,Follow structure front issue. Member report easy around summer common.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 5.804964960379311, 'hazardous_waste_kg': 5.919429842855665, 'co2_emissions_kg': 180.52570490712228}",2025-10-04T23:49:54.256548
MNT32737,ALD9614,2025-05-29T09:17:32,Warranty Service,TECH1826,Hannah Wilson,Dammam Depot,1263.28,1.02,['Brake Discs'],354316,2025-08-30T09:17:32,2025-08-31T09:17:32,Routine maintenance completed successfully,4.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 13.147420005107897, 'hazardous_waste_kg': 3.624921131263282, 'co2_emissions_kg': 166.48567338510014}",2025-10-04T23:49:54.257690
MNT91955,ALD3708,2025-03-26T04:10:51,Oil Change,TECH2372,Jennifer Blake,Riyadh Depot,715.46,0.86,"['Engine Oil', 'Oil Filter']",216992,2025-07-05T04:10:51,2026-03-16T04:10:51,"Likely different power television good. Detail its seven nation.
Camera none information seat personal. Phone heart also.",3.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 12.580475023559442, 'hazardous_waste_kg': 2.611184611068457, 'co2_emissions_kg': 155.63988045669618}",2025-10-04T23:49:54.258656
MNT13215,ALD5527,2025-03-30T15:21:52,Preventive Maintenance,TECH7398,Dr. Jennifer Carpenter,Yanbu Depot,836.92,1.24,['Air Filter'],207853,2025-05-29T15:21:52,2025-12-15T15:21:52,History find fill possible study. Help power include relationship. Surface base reveal memory.,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 18.19947798640074, 'hazardous_waste_kg': 5.1049572528909675, 'co2_emissions_kg': 68.74976767131658}",2025-10-04T23:49:54.263008
MNT57058,ALD8911,2025-05-29T05:26:22,Oil Change,TECH9431,Joan Campos,Yanbu Depot,757.94,1.03,"['Engine Oil', 'Oil Filter']",374288,2025-11-06T05:26:22,2026-03-02T05:26:22,Trial cover throughout sound thing. Significant tree know low near cost a.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 16.795098141778073, 'hazardous_waste_kg': 6.04609961101585, 'co2_emissions_kg': 192.95999299536123}",2025-10-04T23:49:54.264372
MNT49428,ALD6566,2025-06-24T13:17:23,Emergency Repair,TECH9537,Mike Stout,Jazan Depot,3357.22,3.31,"['Engine Oil', 'Battery', 'Brake Discs']",323921,2025-11-22T13:17:23,2025-11-30T13:17:23,Area agency former strategy east family full over.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.83552796666035, 'hazardous_waste_kg': 2.5674105638088434, 'co2_emissions_kg': 54.22948792504177}",2025-10-04T23:49:54.264906
MNT45809,ALD2245,2025-04-29T22:57:18,Brake Inspection,TECH6171,Bruce Baker,Yanbu Depot,921.25,1.46,"['Brake Pads', 'Brake Discs']",215021,2025-06-25T22:57:18,2025-11-13T22:57:18,Hospital people another local next. Moment political hold offer you different.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 9.55562730827203, 'hazardous_waste_kg': 9.955196713785961, 'co2_emissions_kg': 167.5074355123286}",2025-10-04T23:49:54.265334
MNT41534,ALD5387,2025-05-10T20:18:15,Safety Inspection,TECH8281,Cynthia Morrow,Dammam Depot,992.91,1.12,"['Fuel Filter', 'Coolant']",435146,2025-09-03T20:18:15,2025-11-17T20:18:15,Routine maintenance completed successfully,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 7.501659385447468, 'hazardous_waste_kg': 3.6580980467794935, 'co2_emissions_kg': 144.46032080854275}",2025-10-04T23:49:54.265937
MNT65025,ALD6426,2025-03-13T21:07:28,Electrical Check,TECH3059,Edwin Dunn,Dammam Depot,1993.89,3.31,['Transmission Fluid'],124055,2025-07-26T21:07:28,2026-02-07T21:07:28,"Front focus despite often perform.
Draw center remember federal evidence sea bad. Wide pass election enjoy.",4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 7.174273532167823, 'hazardous_waste_kg': 4.935630989304973, 'co2_emissions_kg': 129.9357201663032}",2025-10-04T23:49:54.266516
MNT46955,ALD6109,2025-02-08T21:15:28,Transmission Service,TECH2051,Tyler Murphy,Yanbu Depot,497.17,5.25,"['Coolant', 'Tires']",321863,2025-05-20T21:15:28,2025-11-03T21:15:28,Page from fall factor member case can. Plant money tend land after ever myself senior.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 12.419738463556609, 'hazardous_waste_kg': 9.612869817337714, 'co2_emissions_kg': 151.66518033842345}",2025-10-04T23:49:54.267460
MNT83963,ALD5956,2025-01-25T14:32:20,Safety Inspection,TECH7579,Kevin Lyons,Yanbu Depot,1364.33,4.7,"['Tires', 'Air Filter']",90431,2025-05-15T14:32:20,2025-12-17T14:32:20,"Feel subject national front. Boy candidate company.
Record wrong best reveal though place summer. Expect care return.",5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 16.474578159725763, 'hazardous_waste_kg': 1.2628368282978415, 'co2_emissions_kg': 124.84027900450586}",2025-10-04T23:49:54.268210
MNT31944,ALD9763,2025-04-04T01:56:57,Warranty Service,TECH7010,Heather Martinez,Riyadh Depot,835.92,3.13,"['Timing Belt', 'Spark Plugs']",160918,2025-07-03T01:56:57,2025-12-19T01:56:57,Routine maintenance completed successfully,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 9.483892848968818, 'hazardous_waste_kg': 9.19992749731202, 'co2_emissions_kg': 187.88278403137107}",2025-10-04T23:49:54.268934
MNT99830,ALD5484,2025-05-02T09:57:29,Brake Inspection,TECH1587,Jeremy Nelson,Riyadh Depot,1735.08,2.06,"['Brake Pads', 'Brake Discs']",312964,2025-06-22T09:57:29,2025-11-20T09:57:29,Back sea finally chance arm affect. Run artist pretty product. Enter author agreement.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 8.452888396295652, 'hazardous_waste_kg': 2.5350475499764125, 'co2_emissions_kg': 176.5661084366812}",2025-10-04T23:49:54.270129
MNT24173,ALD6344,2025-01-12T10:32:05,Safety Inspection,TECH9884,Austin Smith,Haditha Depot,1539.76,5.96,"['Oil Filter', 'Battery']",373651,2025-02-13T10:32:05,2025-10-17T10:32:05,Memory second happen. Thousand trouble oil pattern. Quickly officer until approach. Successful loss fine especially in often week member.,4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 19.42282855981916, 'hazardous_waste_kg': 6.731785252342077, 'co2_emissions_kg': 198.78305377556103}",2025-10-04T23:49:54.271108
MNT81188,ALD6248,2025-02-13T21:21:10,Warranty Service,TECH5755,Gerald Mcgee,Yanbu Depot,593.84,1.8,"['Transmission Fluid', 'Air Filter', 'Oil Filter']",115304,2025-03-25T21:21:10,2025-09-24T21:21:10,Routine maintenance completed successfully,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 10.380029776489334, 'hazardous_waste_kg': 5.541438638722277, 'co2_emissions_kg': 130.87584942008942}",2025-10-04T23:49:54.271722
